#RIC,Date[G],Time[G],GMT Offset,Type,Description,CUSIP Code,SEDOL,Common Code,ISIN Code,Issue Classification,Exchange Identification,Currency Code,Trading Status,Directory Company Name,Industrial Classification Code,Organisation ID ORGID,Organisation Display Name,Organisation Geographical Unit,Australia Code,Austria Code,Belgium Code,France Code Sicovam,Wertpapier WM,Japan Code SICC,Netherlands Code,Rio De Janeiro Code,Sao Paulo Code,Switzerland Code VALOREN,Taiwan Code,Hong Kong Code,Malaysia Code,Singapore Code,Primary Issue Level Code PILC,Finsbury Company Code,ISO CFI Code,Primary RIC Edcoid,New MSCI Industrial Classification Code GICS,Dow Jones Stoxx Industrial Classification Code,FTSE Industrial Classification Code,PE Code,Quotron Symbol,New Belgian Code,Market Identifier Code MIC,Official Place Of Listing OPOL,Asset Categories,Primary Trading RIC,Ticker Symbol,Issue Long Name,RBSS Code,MiFID Indicator,CFI Code,Place Of Listing,Primary Reference Market Quote,Primary Execution Venue,Market Segment Name,Market MIC,Organizational Identifier of the Competent Regulatory Authority,CESR EEA Regulated,CESR Most Relevant Market,CESR Average Daily Turnover,CESR Average Daily Turnover Currency,CRA Average Daily Turnover,CRA Average Daily Turnover Currency,CESR Average Value Of Orders Executed,CESR Average Value Of Orders Executed Currency,CRA Average Value Of Orders Executed,CRA Average Value Of Orders Executed Currency,CESR Free Float,CESR Free Float Currency,CRA Free Float,CRA Free Float Currency,CESR Standard Market Size,CESR Standard Market Size Currency,New Netherlands Code,Round Lot Size,Reuters Classification Scheme
SOLJ.J,16-JUN-2018,,,Equities,SASOL ORD,N/P,N/P,6080120,ZAE000006896,,JNB,ZAc,1,Sasol Ltd,,17905,Sasol,ZAF,,865164,,,865164,,,,,,,,,,164955,SSOL,,SOLJ.J,,,,92,,,XJSE,XJSE,ORD,Y,SOL,Sasol Ord Shs,1010,MIFID-E,ESVUFR,Y,SOLJ.F,FRAB,Top Companies,XJSE,106301635,N,,,,,,,,,,,,,,,,,1,ORD
SPAJ.J,16-JUN-2018,,,Equities,SPANJAARD ORD,N/P,N/P,,ZAE000006938,,JNB,ZAc,1,Spanjaard Ltd,,43824,Spanjaard,ZAF,,,,,A0MZN2,,,,,,,,,,927256,MLYSLP,,SPAJ.J,,,,92,,,XJSE,XJSE,ORD,Y,SPA,Spanjaard Ord Shs,1050,MIFID-E,ESVUFR,Y,SPAJ.BE,BERB,JSE Less Liquid,XJSE,106301635,N,,,,,,,,,,,,,,,,,1,ORD
SPGJ.J,16-JUN-2018,,,Equities,SUPER GROUP ORD,N/P,N/P,,ZAE000161832,,JNB,ZAc,1,Super Group Ltd,,50809,Super Group,ZAF,,,,,A1JNRA,,,,,,,,,,587533,BRNTSA,,SPGJ.J,,,,92,,,XJSE,XJSE,ORD,Y,SPG,Super Group Ord Shs,1253,MIFID-E,ESVUFR,Y,S8G1.BE,BERB,Medium Liquid,XJSE,106301635,N,,,,,,,,,,,,,,,,,1,ORD
SPPJ.J,16-JUN-2018,,,Equities,SPAR GROUP ORD,N/P,N/P,20235306,ZAE000058517,,JNB,ZAc,1,SPAR Group Ltd,,100637424,SPAR Group,ZAF,,,,,A0DKNA,,,,,,,,,,101515311,SPARSA,,SPPJ.J,,,,92,,,XJSE,XJSE,ORD,Y,SPP,Spar Group Ord Shs,1608,MIFID-E,ESVUFR,Y,SPPJ.BE,BERB,Medium Liquid,XJSE,106301635,N,,,,,,,,,,,,,,,,,1,ORD
SRRJ.J,16-JUN-2018,,,Equities,STEINHOFF AFRICAN RT ORD SHS,N/P,N/P,,ZAE000247995,,JNB,ZAc,1,Steinhoff Africa Retail Ltd,,116101712,Steinhoff Africa,ZAF,,,,,A2DXY7,,,,,,,,,,147444959,,,SRRJ.J,,,,92,,,XJSE,XJSE,ORD,Y,SRR,STEINHOFF AFRICAN RT ORD SHS,1465,MIFID-E,ESVUFR,Y,S1V.F,,Main Board,XJSE,,N,,,,,,,,,,,,,,,,,1,ORD
SSKJ.J,16-JUN-2018,,,Equities,STEFSTOCK ORD,N/P,N/P,,ZAE000123766,,JNB,ZAc,1,Stefanutti Stocks Holdings Ltd,,103896223,Stefanutti,ZAF,,,,,A0RAWR,,,,,,,,,,104945724,SABHPL,,SSKJ.J,,,,92,,,XJSE,XJSE,ORD,Y,SSK,Stefstock Ord Shs,1189,MIFID-E,ESVUFR,Y,SSKJ.BE,BERB,Medium Liquid,XJSE,106301635,N,,,,,,,,,,,,,,,,,1,ORD
SSSJ.J,16-JUN-2018,,,Equities,STORAGE REIT ORD,N/P,N/P,,ZAE000208963,,JNB,ZAc,1,Stor-Age Property REIT Ltd,,114942615,Stor-Age,ZAF,,,,,,,,,,,,,,,136514079,,,SSSJ.J,,,,92,,,XJSE,XJSE,ORD,Y,SSS,Stor-Age Property REIT Ord Shs,1687,MIFID-E,CBMJXS,Y,,,Top Companies,XJSE,106301635,N,,,,,,,,,,,,,,,,,1,ORD
STAJ.J,16-JUN-2018,,,Equities,STRATCORP ORD,N/P,N/P,,ZAE000034294,,JNB,ZAc,1,Stratcorp Ltd,,163585,Stratcorp,ZAF,,,,,A0MJXF,,,,,,,,,,10798584,STRATC,,STAJ.J,,,,92,,,XJSE,XJSE,ORD,Y,STA,Stratcorp Ord Shs,1640,MIFID-E,ESVUFR,Y,,BERB,JSE Less Liquid,XJSE,106301635,N,,,,,,,,,,,,,,,,,1,ORD
STPJ.J,16-JUN-2018,,,Equities,STENPROP LIMITED ORD,N/P,N/P,,GG00BFWMR296,,JNB,ZAc,1,Stenprop Ltd,,113023108,Stenprop,GGY,,,,,A2JHM3,,,,,,,,,,121738714,,,STPJ.J,,,,92,,,XJSE,XJSE,ORD,Y,STP,Stenprop Limited Ord Shs,1668,MIFID-E,ESVUFR,Y,,,JSE Less Liquid,XJSE,106301635,N,,,,,,,,,,,,,,,,,1,ORD
STPJ.J,19-JUN-2018,,,Equities,STENPROP LIMITED ORD,N/P,N/P,,GG00BFWMR296,,JNB,ZAc,1,Stenprop Ltd,,114680815,Stenprop,GGY,,,,,A2JHM3,,,,,,,,,,121738714,,,STPJ.J,,,,92,,,XJSE,XJSE,ORD,Y,STP,Stenprop Limited Ord Shs,1668,MIFID-E,ESVUFR,Y,,,JSE Less Liquid,XJSE,106301635,N,,,,,,,,,,,,,,,,,1,ORD
SUIJ.J,16-JUN-2018,,,Equities,SUNINT ORD,N/P,N/P,30567749,ZAE000097580,,JNB,ZAc,1,Sun International Ltd,,17871,Sun Internatinal,ZAF,,882997,,,A0MXAJ,,,,,,,,,,113506,JAVCO,,SUIJ.J,,,,92,,,XJSE,XJSE,ORD,Y,SUI,Sun International Ord Shs,1413,MIFID-E,ESVUFR,Y,SUIJ.BE,BERB,Medium Liquid,XJSE,106301635,N,,,,,,,,,,,,,,,,,1,ORD
SURJ.J,16-JUN-2018,,,Equities,SPUR CORP ORD,N/P,N/P,,ZAE000022653,,JNB,ZAc,1,Spur Corporation Ltd,,50908,Spur,ZAF,,,,,A0JDZ6,,,,,,,,,,7017871,SPURHO,,SURJ.J,,,,92,,,XJSE,XJSE,ORD,Y,SUR,Spur Corp Ord Shs,1406,MIFID-E,ESVUFR,Y,SURJ.BE,BERB,Medium Liquid,XJSE,106301635,N,,,,,,,,,,,,,,,,,1,ORD
SVBJ.J,16-JUN-2018,,,Equities,SILVERBRIDGE ORD,N/P,N/P,,ZAE000086229,,JNB,ZAc,1,SilverBridge Holdings Ltd,,134943,SilverBridge,ZAF,,,,,,,,,,,,,,,6104152,SYNHOL,,SVBJ.J,,,,92,,,XJSE,XJSE,ORD,Y,SVB,Silverbridge Holdings Ord Shs,1799,MIFID-E,ESVUFR,Y,,,JSE Less Liquid,XJSE,106301635,N,,,,,,,,,,,,,,,,,1,ORD
SVNJn.J,16-JUN-2018,,,Equities,SABVEST N ORD,N/P,N/P,,ZAE000012043,,JNB,ZAc,1,Sabvest Ltd,,45755,Sabvest,ZAF,,,,,911057,,,,,,,,,,3448951,SBVEST,,SBVJ.J,,,,92,,,XJSE,XJSE,ORD,Y,SVN,Sabvest N Ord Shs,1691,MIFID-E,ESRUFR,Y,,,JSE Less Liquid,XJSE,106301635,N,,,,,,,,,,,,,,,,,1,ORD
SWXTR2J.J,16-JUN-2018,,,Equities,IBSWX40TR2ETNOCT2022 ETN,N/P,N/P,,ZAE000250973,,JNB,ZAc,1,Investec Bank Ltd,,118987,Investec Bank,ZAF,,,,,,,,,,,,,,,148064520,,,IBLUSDJ.J,,,,92,,,XJSE,XJSE,PRF,Y,SWXTR2,IBSWX40TR2ETNOCT2022 ETN,1615,,emxxxx,Y,,,JSE Exchange Traded,XJSE,106301635,N,,,,,,,,,,,,,,,,,1,ETN
SYGJ.J,16-JUN-2018,,,Equities,SYGNIA Ord Shs,N/P,N/P,,ZAE000208815,,JNB,ZAc,1,Sygnia Ltd,,114925893,Sygnia,ZAF,,,,,,,,,,,,,,,136179573,,,SYGJ.J,,,,92,,,XJSE,XJSE,ORD,Y,SYG,Sygnia Ord Shs,1640,MIFID-E,ESVUFR,Y,,,Top Companies,XJSE,106301635,N,,,,,,,,,,,,,,,,,,ORD
TASJ.J,16-JUN-2018,,,Equities,TASTE ORD,N/P,N/P,,ZAE000081162,,JNB,ZAc,1,Taste Holdings Ltd,,101862224,Taste Holdings,ZAF,,,,,,,,,,,,,,,102930835,TASTHH,,TASJ.J,,,,92,,,XJSE,XJSE,ORD,Y,TAS,Taste Holdings Ord Shs,1511,MIFID-E,ESVUFR,Y,,,JSE Less Liquid,XJSE,106301635,N,,,,,,,,,,,,,,,,,1,ORD
TAWJ.J,16-JUN-2018,,,Equities,TAWANA RESOURCES ORD,N/P,N/P,,AU000000TAW7,,JNB,ZAc,1,Tawana Resources NL,,156827,Tawana,AUS,TAW,,,,603039,,,,,,,,,,9563418,TWANA,,TAW.AX,,,,92,,,XJSE,XJSE,ORD,,TAW,Tawana Resources Ord Shs,1085,MIFID-E,ESVUFR,Y,TJR.F,FRAB,JSE Less Liquid,XJSE,106301635,N,,,,,,,,,,,,,,,,,1,FULLPAID
TBGJ.J,16-JUN-2018,,,Equities,TISO BLACKSTAR GROUP ORD,N/P,N/P,,GB00BF37LF46,,JNB,ZAc,1,Tiso Blackstar Group SE,,115773538,Tiso Blackstar,GBR,,,,,A2DY0B,,,,,,,,,,2092131,,,TBGJ.J,,,,92,,,XJSE,XJSE,ORD,,TBG,Tiso Blackstar Group SE Ord Shs,1457,MIFID-E,ESVUFR,Y,,AIMX,JSE Less Liquid,XJSE,106301635,N,,,,,,,,,,,,,,,,,1,ORD
TBSJ.J,16-JUN-2018,,,Equities,TIGER BRANDS ORD,N/P,N/P,,ZAE000071080,,JNB,ZAc,1,Tiger Brands Ltd,,17915,Tiger Brands,ZAF,,,9041410,,A0F69Z,,,,,,,,,,2004993,TGROA,,TBSJ.J,,,,92,,9041410,XJSE,XJSE,ORD,Y,TBS,Tiger Brands Ord Shs,1556,MIFID-E,ESVUFR,Y,TBSJ.F,FRAB,Top Companies,XJSE,106301635,N,,,,,,,,,,,,,,,,,1,ORD
TCPJ.J,16-JUN-2018,,,Equities,TRANSACTION CAPITAL ORD,N/P,N/P,,ZAE000167391,,JNB,ZAc,1,Transaction Capital Ltd,,107558620,Transaction,ZAF,,,,,,,,,,,,,,,118164909,,,TCPJ.J,,,,92,,,XJSE,XJSE,ORD,Y,TCP,Transaction Capital Ord Shs,1627,MIFID-E,ESVUFR,Y,,,JSE Less Liquid,XJSE,106301635,N,,,,,,,,,,,,,,,,,,ORD
TCSJ.J,16-JUN-2018,,,Equities,TCS ORD,N/P,N/P,,ZAE000116208,,JNB,ZAc,1,Total Client Services Ltd,,105614648,TCS,ZAF,,,,,,,,,,,,,,,106602418,TTCLSV,,TCSJ.J,,,,92,,,XJSE,XJSE,ORD,Y,TCS,Total Client Services Ord Shs,1799,MIFID-E,ESVUFR,Y,,,JSE Less Liquid,XJSE,106301635,N,,,,,,,,,,,,,,,,,1,ORD
TDHJ.J,16-JUN-2018,,,Equities,TRADEHOLD ORD,N/P,N/P,,ZAE000152658,,JNB,ZAc,1,Tradehold Ltd,,50919,Tradehold,ZAF,,,,,A1H5CM,,,,,,,,,,8688692,TRADEH,,TDHJ.J,,,,92,,,XJSE,XJSE,ORD,Y,TDH,Tradehold Ord Shs,1691,MIFID-E,CBMJXS,Y,,,JSE Less Liquid,XJSE,106301635,N,,,,,,,,,,,,,,,,,1,ORD
TEXJ.J,16-JUN-2018,,,Equities,TEXTON PROPERTY REIT ORD,N/P,N/P,,ZAE000190542,,JNB,ZAc,1,Texton Property Fund Ltd,,108327048,Texton Prpty fnd,ZAF,,,,,,,,,,,,,,,114910303,,,TEXJ.J,,,,92,,,XJSE,XJSE,ORD,Y,TEX,Texton Property Reit Ord Shs,1680,MIFID-E,CBMJXS,Y,,,JSE Less Liquid,XJSE,106301635,N,,,,,,,,,,,,,,,,,1,ORD
TFGJ.J,16-JUN-2018,,,Equities,TFG ORD,N/P,N/P,,ZAE000148466,,JNB,ZAc,1,Foschini Group Ltd,,41357,Foschini Group,ZAF,,,,,A1C6JZ,,,,,,,,,,2172317,FSCHNI,,TFGJ.J,,,,92,,,XJSE,XJSE,ORD,Y,TFG,The Foschini Group Ord Shs,1511,MIFID-E,ESVUFR,Y,F1WA.BE,BERB,Medium Liquid,XJSE,106301635,N,,,,,,,,,,,,,,,,,1,ORD
THAJ.J,16-JUN-2018,,,Equities,THARISA PLC ORD,N/P,N/P,,CY0103562118,,JNB,ZAc,1,Tharisa PLC,,111766866,Tharisa,CYP,,,,,A1113K,,,,,,,,,,117395816,,,THST.L,,,,92,,,XJSE,XJSE,ORD,Y,THA,Tharisa Ord Shs,1073,MIFID-E,ESVUFR,Y,THST.L,XLON,Medium Liquid,XJSE,106301635,N,,,,,,,,,,,,,,,,,,ORD
TKGJ.J,16-JUN-2018,,,Equities,TELKOM ORD,N/P,N/P,,ZAE000044897,,JNB,ZAc,1,Telkom SA SOC Ltd,,112040,Telkom SA,ZAF,,,,,213719,,,,,,,,,,12984883,TELKM,,TKGJ.J,,,,92,,,XJSE,XJSE,ORD,Y,TKG,Telkom SOC Ord Shs,1811,MIFID-E,ESVUFR,Y,TZL1.F,FRAB,Medium Liquid,XJSE,106301635,N,,,,,,,,,,,,,,,,,1,ORD
TLMJ.J,16-JUN-2018,,,Equities,TELEMASTR ORD,N/P,N/P,,ZAE000093324,,JNB,ZAc,1,Telemasters Holdings Ltd,,102909724,Telemasters,ZAF,,,,,,,,,,,,,,,104054224,TELMST,,TLMJ.J,,,,92,,,XJSE,XJSE,ORD,Y,TLM,TeleMasters Ord Shs,1750,MIFID-E,ESVUFR,Y,,,JSE Less Liquid,XJSE,106301635,N,,,,,,,,,,,,,,,,,1,ORD
TMTJ.J,16-JUN-2018,,,Equities,TREMATON CAP INV ORD,N/P,N/P,,ZAE000013991,,JNB,ZAc,1,Trematon Capital Investments Ltd,,127157,Trematon Capital,ZAF,,,,,,,,,,,,,,,4602794,TREMT,,TMTJ.J,,,,92,,,XJSE,XJSE,ORD,Y,TMT,Trematon (Safr) Ord Shs,1668,MIFID-E,ESVUFR,Y,,,JSE Less Liquid,XJSE,106301635,N,,,,,,,,,,,,,,,,,1,ORD
TONJ.J,16-JUN-2018,,,Equities,TONGAAT ORD,N/P,N/P,,ZAE000096541,,JNB,ZAc,1,Tongaat Hulett Ltd,,17916,Tongaat Hulett,ZAF,,855722,9265419,,A0MWMG,,,,,,,,,,113557,HULCO,,TONJ.J,,,,92,,9265419,XJSE,XJSE,ORD,Y,TON,Tongaat Hulett Ord Shs,1556,MIFID-E,ESVUFR,Y,THLT.L,XLON,Medium Liquid,XJSE,106301635,N,,,,,,,,,,,,,,,,,1,ORD
TOPCLIJ.J,16-JUN-2018,,,Equities,IBTOP40CLIQUET ETN,N/P,N/P,,ZAE000205944,,JNB,ZAc,1,Investec Bank Ltd,,118987,Investec Bank,ZAF,,,,,,,,,,,,,,,132876352,,,IBLUSDJ.J,,,,92,,,XJSE,XJSE,PRF,Y,TOPCLI,IBTOP40CLIQUETMAY20 ETN,1615,,EYMMMM,Y,,,JSE Exchange Traded,XJSE,106301635,N,,,,,,,,,,,,,,,,,1,ETN
TOPTR2J.J,16-JUN-2018,,,Equities,IBTOP40TR2ETNOCT22 ETN,N/P,N/P,,ZAE000250965,,JNB,ZAc,1,Investec Bank Ltd,,118987,Investec Bank,ZAF,,,,,,,,,,,,,,,148064519,,,IBLUSDJ.J,,,,92,,,XJSE,XJSE,PRF,Y,TOPTR2,IBTOP40TR2ETNOCT22 ETN,1615,,emxxxx,Y,,,JSE Exchange Traded,XJSE,106301635,N,,,,,,,,,,,,,,,,,1,ETN
TORJ.J,16-JUN-2018,,,Equities,TORRE INDUSTRIES ORD,N/P,N/P,,ZAE000188629,,JNB,ZAc,1,Torre Industries Ltd,,112555220,Torre,ZAF,,,,,A113UH,,,,,,,,,,120145258,,,TORJ.J,,,,92,,,,,ORD,Y,TOR,Torre Industries Limited Ord Shs,1145,MIFID-E,ESVUFR,,,,JSE Less Liquid,XJSE,106301635,N,,,,,,,,,,,,,,,,,1,ORD
TPCJ.J,16-JUN-2018,,,Equities,TRNPACO ORD,N/P,N/P,,ZAE000007480,,JNB,ZAc,1,Transpaco Ltd,,48351,Transpaco,ZAF,,,,,A0MZN4,,,,,,,,,,200838,MTPCK,,TPCJ.J,,,,92,,,XJSE,XJSE,ORD,Y,TPC,Transpaco Ord Shs,1130,MIFID-E,ESVUFR,Y,TPCJ.BE,BERB,JSE Less Liquid,XJSE,106301635,N,,,,,,,,,,,,,,,,,1,ORD
TPFJ.J,16-JUN-2018,,,Equities,TRANSCEND RESIDENTIAL Ord Shs,N/P,N/P,,ZAE000227765,,JNB,ZAc,1,Transcend Residential Property Fund Ltd,,115500032,Transcend,ZAF,,,,,,,,,,,,,,,142771718,,,TPFJ.J,,,,92,,,XJSE,XJSE,ORD,Y,TPF,Transcend Residential Property Fund Ord Shs,1683,MIFID-E,ESVUFR,Y,,,JSE Less Liquid,XJSE,106301635,N,,,,,,,,,,,,,,,,,1,ORD
TREJ.J,16-JUN-2018,,,Equities,TRENCOR ORD,N/P,N/P,,ZAE000007506,,JNB,ZAc,1,Trencor Ltd,,47828,Trencor,ZAF,,,,,912880,,,,,,,,,,250880,TREN,,TREJ.J,,,,92,,,XJSE,XJSE,ORD,Y,TRE,Trencor Ord Shs,1257,MIFID-E,ESVUFR,Y,TREJ.BE,BERB,Medium Liquid,XJSE,106301635,N,,,,,,,,,,,,,,,,,1,ORD
TRLJ.J,16-JUN-2018,,,Equities,TRELLIDOR HOLDINGS,N/P,N/P,,ZAE000209342,,JNB,ZAc,1,Trellidor Holdings Ltd,,114924556,Trellidor Hldg,ZAF,,,,,,,,,,,,,,,136171824,,,TRLJ.J,,,,92,,,XJSE,XJSE,ORD,Y,TRL,Trellidor Holdings Ord Shs,1359,MIFID-E,ESVUFR,Y,,,JSE Less Liquid,XJSE,106301635,N,,,,,,,,,,,,,,,,,1,ORD
TRUJ.J,16-JUN-2018,,,Equities,TRUWORTHS INT ORD,N/P,N/P,,ZAE000028296,,JNB,ZAc,1,Truworths International Ltd,,129323,Truworths Inter,ZAF,,,,,914428,,,,,,,,,,4925028,TRUWIN,,TRUJ.J,,,,92,,,XJSE,XJSE,ORD,Y,TRU,Truworths International Ord Shs,1511,MIFID-E,ESVUFR,Y,TRUJ.BE,BERB,Top Companies,XJSE,106301635,N,,,,,,,,,,,,,,,,,1,ORD
TSHJ.J,16-JUN-2018,,,Equities,TSOGO SUN ORD,N/P,N/P,,ZAE000156238,,JNB,ZAc,1,Tsogo Sun Holdings Ltd,,72417,Tsogo Sun Ho,ZAF,,,,,A1JC80,,,,,,,,,,609860,MDXSER,,TSHJ.J,,,,92,,,XJSE,XJSE,ORD,Y,TSH,Tsogo Sun Holdings Ord Shs,1416,MIFID-E,ESVUFR,Y,,,Medium Liquid,XJSE,106301635,N,,,,,,,,,,,,,,,,,1,ORD
TSXJ.J,16-JUN-2018,,,Equities,TRANSHEX ORD,N/P,N/P,,ZAE000018552,,JNB,ZAc,1,Trans Hex Group Ltd,,47829,Trans Hex,ZAF,,,,,912843,,,,,,,,,,113558,TRNSH,,TSXJ.J,,,,92,,,XJSE,XJSE,ORD,Y,TSX,Trans Hex Ord Shs,1074,MIFID-E,ESVUFR,Y,,,JSE Less Liquid,XJSE,106301635,N,,,,,,,,,,,,,,,,,1,ORD
TTOJ.J,16-JUN-2018,,,Equities,TRUSTCO ORD,N/P,N/P,,NA000A0RF067,,JNB,ZAc,1,Trustco Group Holdings Ltd,,102002632,Trustco,NAM,,,,,A0RF06,,,,,,,,,,106648104,TRCOGP,,TUC.NM,,,,92,,,XJSE,XJSE,ORD,,TTO,Trustco Group Holdings Ord Shs,1663,MIFID-E,ESXUFR,Y,,,JSE Less Liquid,XJSE,106301635,N,,,,,,,,,,,,,,,,,1,ORD
TWRJ.J,16-JUN-2018,,,Equities,TOWER ORD,N/P,N/P,,ZAE000179040,,JNB,ZAc,1,Tower Property Fund Ltd,,113288501,Tower Property,ZAF,,,,,,,,,,,,,,,122629407,,,TWRJ.J,,,,92,,,XJSE,XJSE,ORD,Y,TWR,Tower Ord Shs,1679,MIFID-E,CBMJXS,Y,,,JSE Less Liquid,XJSE,106301635,N,,,,,,,,,,,,,,,,,1,ORD
UCPJ.J,16-JUN-2018,,,Equities,UNICORN CAPITAL PNR ORD,N/P,N/P,,ZAE000244745,,JNB,ZAc,1,Unicorn Capital Partners Ltd,,50179,Unicorn Capital,ZAF,,,,,A2DVTP,,,,,,,,,,910987,SCHAMN,,UCPJ.J,,,,92,,,XJSE,XJSE,ORD,Y,UCP,UNICORN CAPITAL PNR ORD,1000,MIFID-E,ESVUFR,Y,RUHD.BE,,JSE Less Liquid,XJSE,106301635,N,,,,,,,,,,,,,,,,,1,ORD
UEFPCAJ.J,16-JUN-2018,,,Equities,UBS EFPCA 10FEB23 ETN,N/P,N/P,,ZAE000255477,,JNB,ZAc,1,UBS AG (London Branch),,105319744,UBS,GBR,,,,,,,,,,,,,,,154124581,,,BRTU.L,,,,92,,,XJSE,XJSE,PRF,Y,UEFPCA,UBS EFPCA 10FEB23 ETN,1615,,EYAXXI,Y,,,JSE Exchange Traded,XJSE,106301635,N,,,,,,,,,,,,,,,,,1,ETN
UPLJ.J,16-JUN-2018,,,Equities,UNIVERSAL PARTNERS Ord Shs,N/P,N/P,,MU0526N00007,,JNB,ZAc,1,Universal Partners Ltd,,115325177,Universal Prtnrs,MUS,,,,,,,,,,,,,,,141170387,,,UPL.MZ,,,,92,,,XJSE,XJSE,ORD,,UPL,UNIVERSAL PARTNERS Ord Shs,1691,MIFID-E,ESVUFR,Y,,,JSE Less Liquid,XJSE,106301635,N,,,,,,,,,,,,,,,,,1,ORD
VISJ.J,16-JUN-2018,,,Equities,VISUAL INTERNATIONAL ORD,N/P,N/P,,ZAE000187407,,JNB,ZAc,1,Visual International Holdings Ltd,,114145743,Visual Intl Hldg,ZAF,,,,,,,,,,,,,,,125730273,,,VISJ.J,,,,92,,,XJSE,XJSE,ORD,Y,VIS,Visual International Ord Shs,1668,MIFID-E,CBMJXS,Y,,,JSE Less Liquid,XJSE,106301635,N,,,,,,,,,,,,,,,,,1,ORD
VKEJ.J,16-JUN-2018,,,Equities,VUKILE REIT ORD,N/P,N/P,,ZAE000180865,,JNB,ZAc,1,Vukile Property Fund Ltd,,100435808,Vukile Prpty Fnd,ZAF,,,,,A14QUD,,,,,,,,,,101234312,VUKP,,VKEJ.J,,,,92,,,XJSE,XJSE,ORD,Y,VKE,VUKILE Property REIT Ord Shs,1679,MIFID-E,CBOIXS,Y,VKEJ.BE,BERB,Medium Liquid,XJSE,106301635,N,,,,,,,,,,,,,,,,,1,ORD
VLEJ.J,16-JUN-2018,,,Equities,VALUE GROUP ORD,N/P,N/P,,ZAE000016507,,JNB,ZAc,1,Value Group Ltd,,131600,Value Group,ZAF,,,,,917024,,,,,,,,,,5548488,VALUGP,,VLEJ.J,,,,92,,,XJSE,XJSE,ORD,Y,VLE,Value Group Ord Shs,1261,MIFID-E,ESVUFR,Y,VLEJ.BE,BERB,JSE Less Liquid,XJSE,106301635,N,,,,,,,,,,,,,,,,,1,ORD
VMKJ.J,16-JUN-2018,,,Equities,VERIMARK ORD,N/P,N/P,,ZAE000068011,,JNB,ZAc,1,Verimark Holdings Ltd,,101387398,Verimark,ZAF,,,,,,,,,,,,,,,102074854,CNTLAN,,VMKJ.J,,,,92,,,XJSE,XJSE,ORD,Y,VMK,Verimark Holdings Ord Shs,1464,MIFID-E,ESVUFR,Y,,,JSE Less Liquid,XJSE,106301635,N,,,,,,,,,,,,,,,,,1,ORD
VODJ.J,16-JUN-2018,,,Equities,VODACOM ORD,N/P,N/P,,ZAE000132577,,JNB,ZAc,1,Vodacom Group Ltd,,106986690,Vodacom Grp,ZAF,,,,,A0RM1C,,,,,,,,,,108727592,,,VODJ.J,,,,92,,,XJSE,XJSE,ORD,Y,VOD,Vodacom Group Ord Shs,1817,MIFID-E,ESVUFR,Y,VODJ.F,FRAB,Top Companies,XJSE,106301635,N,,,,,,,,,,,,,,,,,1,ORD
VUNJ.J,16-JUN-2018,,,Equities,VUNANI ORD,N/P,N/P,,ZAE000163382,,JNB,ZAc,1,Vunani Ltd,,105326841,Vunani,ZAF,,,,,A1JSYM,,,,,,,,,,106176470,VUNAN,,VUNJ.J,,,,92,,,XJSE,XJSE,ORD,Y,VUN,Vunani Ord Shs,1635,MIFID-E,ESVUFR,Y,VUG.BE,BERB,JSE Less Liquid,XJSE,106301635,N,,,,,,,,,,,,,,,,,1,ORD
VVOJ.J,16-JUN-2018,,,Equities,VIVO ENERGY ORD,N/P,N/P,,GB00BDGT2M75,,JNB,ZAc,1,Vivo Energy PLC,,116921933,Vivo Energy,GBR,,,,,A2JLJ8,,,,,,,,,,156772493,,,VVO.L,,,,92,,,XJSE,XJSE,ORD,,VVO,Vivo Energy Ord Shs,1013,MIFID-E,ESVUFR,Y,VVO.L,,Top Companies,XJSE,106301635,N,,,,,,,,,,,,,,,,,1,ORD
VVOJ.J,17-JUN-2018,,,Equities,VIVO ENERGY ORD,N/P,N/P,,GB00BDGT2M75,,JNB,ZAc,1,Vivo Energy PLC,,116921933,Vivo Energy,GBR,,,,,A2JLJ8,,,,,,,,,,156772493,,,VVO.L,,,,92,,,XJSE,XJSE,ORD,,VVO,Vivo Energy Ord Shs,1013,MIFID-E,ESVUFR,Y,VVO.L,,Top Companies,XJSE,106301635,N,,,,,,,,,,,,,,,,,1,ORD
WBOJ.J,16-JUN-2018,,,Equities,WBH OVCON ORD,N/P,N/P,,ZAE000009932,,JNB,ZAc,1,Wilson Bayly Holmes - Ovcon Ltd,,61188,WBHO,ZAF,,,,,A0HHCX,,,,,,,,,,587640,OVCSA,,WBOJ.J,,,,92,,,XJSE,XJSE,ORD,Y,WBO,WBH Ovcon Ord Shs,1189,MIFID-E,ESVUFR,Y,WBOJ.F,FRAB,Medium Liquid,XJSE,106301635,N,,,,,,,,,,,,,,,,,1,ORD
WEAJ.J,16-JUN-2018,,,Equities,WEARNE ORD,N/P,N/P,,ZAE000078002,,JNB,ZAc,1,W G Wearne Ltd,,101718828,W G Wearne,ZAF,,,,,A0X74S,,,,,,,,,,102630024,WGWRNE,,WEAJ.J,,,,92,,,XJSE,XJSE,ORD,Y,WEA,WG Wearne Ord Shs,1108,MIFID-E,ESVUFR,Y,,,JSE Less Liquid,XJSE,106301635,N,,,,,,,,,,,,,,,,,1,ORD
