sao_paulo,1AALL34.SA,American Airlines,American+Airlines,https://www.reuters.com/search/news?sortBy=date&dateRange=all&blob=1AALL34.SA,https://www.reuters.com/search/news?sortBy=date&dateRange=all&blob=American+Airlines
sao_paulo,1AALL34F.SA,American Airlines,American+Airlines,https://www.reuters.com/search/news?sortBy=date&dateRange=all&blob=1AALL34F.SA,https://www.reuters.com/search/news?sortBy=date&dateRange=all&blob=American+Airlines
sao_paulo,1AALR3.SA,Centro de,Centro+de,https://www.reuters.com/search/news?sortBy=date&dateRange=all&blob=1AALR3.SA,https://www.reuters.com/search/news?sortBy=date&dateRange=all&blob=Centro+de
sao_paulo,1AALR3F.SA,Centro de,Centro+de,https://www.reuters.com/search/news?sortBy=date&dateRange=all&blob=1AALR3F.SA,https://www.reuters.com/search/news?sortBy=date&dateRange=all&blob=Centro+de
sao_paulo,1AAPL34.SA,Apple Inc,Apple+Inc,https://www.reuters.com/search/news?sortBy=date&dateRange=all&blob=1AAPL34.SA,https://www.reuters.com/search/news?sortBy=date&dateRange=all&blob=Apple+Inc
sao_paulo,1AAPL34F.SA,Apple Inc,Apple+Inc,https://www.reuters.com/search/news?sortBy=date&dateRange=all&blob=1AAPL34F.SA,https://www.reuters.com/search/news?sortBy=date&dateRange=all&blob=Apple+Inc
sao_paulo,1ABBV34.SA,AbbVie Inc,AbbVie+Inc,https://www.reuters.com/search/news?sortBy=date&dateRange=all&blob=1ABBV34.SA,https://www.reuters.com/search/news?sortBy=date&dateRange=all&blob=AbbVie+Inc
sao_paulo,1ABBV34F.SA,AbbVie Inc,AbbVie+Inc,https://www.reuters.com/search/news?sortBy=date&dateRange=all&blob=1ABBV34F.SA,https://www.reuters.com/search/news?sortBy=date&dateRange=all&blob=AbbVie+Inc
sao_paulo,1ABCB4F.SA,Banco ABC,Banco+ABC,https://www.reuters.com/search/news?sortBy=date&dateRange=all&blob=1ABCB4F.SA,https://www.reuters.com/search/news?sortBy=date&dateRange=all&blob=Banco+ABC
sao_paulo,1ABCP11F.SA,FI Imobiliario,FI+Imobiliario,https://www.reuters.com/search/news?sortBy=date&dateRange=all&blob=1ABCP11F.SA,https://www.reuters.com/search/news?sortBy=date&dateRange=all&blob=FI+Imobiliario
sao_paulo,1ABEV3.SA,Ambev SA,Ambev+SA,https://www.reuters.com/search/news?sortBy=date&dateRange=all&blob=1ABEV3.SA,https://www.reuters.com/search/news?sortBy=date&dateRange=all&blob=Ambev+SA
sao_paulo,1ABEV3F.SA,Ambev SA,Ambev+SA,https://www.reuters.com/search/news?sortBy=date&dateRange=all&blob=1ABEV3F.SA,https://www.reuters.com/search/news?sortBy=date&dateRange=all&blob=Ambev+SA
sao_paulo,1ABTT34.SA,Abbott Laboratories,Abbott+Laboratories,https://www.reuters.com/search/news?sortBy=date&dateRange=all&blob=1ABTT34.SA,https://www.reuters.com/search/news?sortBy=date&dateRange=all&blob=Abbott+Laboratories
sao_paulo,1ABTT34F.SA,Abbott Laboratories,Abbott+Laboratories,https://www.reuters.com/search/news?sortBy=date&dateRange=all&blob=1ABTT34F.SA,https://www.reuters.com/search/news?sortBy=date&dateRange=all&blob=Abbott+Laboratories
sao_paulo,1ACNB34.SA,Accenture PLC,Accenture+PLC,https://www.reuters.com/search/news?sortBy=date&dateRange=all&blob=1ACNB34.SA,https://www.reuters.com/search/news?sortBy=date&dateRange=all&blob=Accenture+PLC
sao_paulo,1ACNB34F.SA,Accenture PLC,Accenture+PLC,https://www.reuters.com/search/news?sortBy=date&dateRange=all&blob=1ACNB34F.SA,https://www.reuters.com/search/news?sortBy=date&dateRange=all&blob=Accenture+PLC
sao_paulo,1ADHM3.SA,Advanced Digital,Advanced+Digital,https://www.reuters.com/search/news?sortBy=date&dateRange=all&blob=1ADHM3.SA,https://www.reuters.com/search/news?sortBy=date&dateRange=all&blob=Advanced+Digital
sao_paulo,1ADHM3F.SA,Advanced Digital,Advanced+Digital,https://www.reuters.com/search/news?sortBy=date&dateRange=all&blob=1ADHM3F.SA,https://www.reuters.com/search/news?sortBy=date&dateRange=all&blob=Advanced+Digital
sao_paulo,1AEFI11F.SA,Aesapar Fundo,Aesapar+Fundo,https://www.reuters.com/search/news?sortBy=date&dateRange=all&blob=1AEFI11F.SA,https://www.reuters.com/search/news?sortBy=date&dateRange=all&blob=Aesapar+Fundo
sao_paulo,1AELP3.SA,AES Elpa,AES+Elpa,https://www.reuters.com/search/news?sortBy=date&dateRange=all&blob=1AELP3.SA,https://www.reuters.com/search/news?sortBy=date&dateRange=all&blob=AES+Elpa
sao_paulo,1AELP3F.SA,AES Elpa,AES+Elpa,https://www.reuters.com/search/news?sortBy=date&dateRange=all&blob=1AELP3F.SA,https://www.reuters.com/search/news?sortBy=date&dateRange=all&blob=AES+Elpa
sao_paulo,1AETB34.SA,Aetna Inc,Aetna+Inc,https://www.reuters.com/search/news?sortBy=date&dateRange=all&blob=1AETB34.SA,https://www.reuters.com/search/news?sortBy=date&dateRange=all&blob=Aetna+Inc
sao_paulo,1AETB34F.SA,Aetna Inc,Aetna+Inc,https://www.reuters.com/search/news?sortBy=date&dateRange=all&blob=1AETB34F.SA,https://www.reuters.com/search/news?sortBy=date&dateRange=all&blob=Aetna+Inc
sao_paulo,1AFLT3.SA,Afluente Transmissao,Afluente+Transmissao,https://www.reuters.com/search/news?sortBy=date&dateRange=all&blob=1AFLT3.SA,https://www.reuters.com/search/news?sortBy=date&dateRange=all&blob=Afluente+Transmissao
