mkt,#RIC,Directory Company Name
lse,VRSf.TRE,Verisign Inc
lse,VRSKvi.TRE,Verisk Analytics Inc
lse,VRS.L,Versarien PLC
lse,VS1f.TRE,ViaSat Inc
lse,VSCde.TRE,4Sc AG
lse,VSLV.L,VPC Specialty Lending Investments PLC
lse,VSN.L,Verseon Corp
lse,VSPf.TRE,Starwood Property Trust Inc
lse,VSVS.L,Vesuvius PLC
lse,VT9de.TRE,VTG AG
lse,VTAV.L,Volta Finance Ltd
lse,VTBRl.TRE,Bank VTB PAO
lse,VTBRq.L,Bank VTB PAO
lse,VTC.L,Vitec Group Plc
lse,VTMf.TRE,Altius Minerals Corp
lse,VTU.L,Vertu Motors PLC
lse,VUCP.L,Vanguard USD Corporate Bond UCITS ETF Inc
lse,VUKE.L,Vanguard FTSE 100 UCITS ETF GBP
lse,VUSA.L,Vanguard S&P 500 UCITS ETF USD
lse,VUSC.L,Vanguard USD Corporate 1-3 Year Bond UCITS ETF
lse,VUSD.L,Vanguard S&P 500 UCITS ETF USD
lse,VUTY.L,Vanguard USD Treasury Bond UCITS ETF Inc
lse,VVAL.L,Vanguard Gl Value Factor UCITS ETF USD
lse,VVO.L,Vivo Energy PLC
lse,VVPRF.L,VanEck Vectors UCITS ETFs PLC
lse,VWRD.L,Vanguard FTSE All-World UCITS ETF USD
lse,VWRL.L,Vanguard FTSE All-World UCITS ETF USD
lse,VWSco.TRE,Vestas Wind Systems A/S
lse,VX1de.TRE,Vertex Pharmaceuticals Inc
lse,VX5E.L,Vanguard Euro STOXX 50 UCITS ETF EUR
lse,VZLBde.TRE,ETFS Metal Securities Ltd
lse,VZLCde.TRE,ETFS Metal Securities Ltd
lse,W02f.TRE,Washington Prime Group Inc
lse,W3Uf.TRE,Western Union Co
lse,W4Mf.TRE,AllianceBernstein Holding LP
lse,W7Df.TRE,Workday Inc
lse,W7L.L,Warpaint London PLC
lse,W8Ade.TRE,Walgreens Boots Alliance Inc
lse,WA9f.TRE,Wabash National Corp
lse,WACde.TRE,Wacker Neuson SE
lse,WAFde.TRE,Siltronic AG
lse,WAFM.L,West African Minerals Corp
lse,WALG.L,Walcom Group Ltd
lse,WALLBst.TRE,Wallenstam AB
lse,WAND.L,WANdisco PLC
lse,WATL.L,Lyxor World Water UCITS ETF D-EUR
lse,WATRI.L,Water Intelligence PLC
lse,WAZf.TRE,Waters Corp
lse,WBAGde.TRE,Wild Bunch AG
lse,WBCCf.TRE,Westpac Banking Corp
lse,WCHde.TRE,Wacker Chemie AG
lse,WCH.L,Wilmcote Holdings PLC
lse,WCMKde.TRE,WCM Beteiligungs und Grundbesitz AG
lse,WCOA.L,WisdomTree Enhanced Commodity UCITS ETF USD
lse,WCOB.L,WisdomTree Enhanced Commodity UCITS ETF USD
lse,WCOD.L,SPDR MSCI World Consumer Discretionary UCITS ETF
lse,WCOG.L,WisdomTree Enhanced Commodity UCITS ETF USD
lse,WCOS.L,SPDR MSCI World Consumer Staples UCITS ETF
lse,WCW.L,Walker Crips Group PLC
lse,WD5f.TRE,Wyndham Destinations Inc
lse,WDCde.TRE,Western Digital Corp
lse,WDCW.L,Widecells Group PLC
lse,WDHco.TRE,William Demant Holding A/S
lse,WDIde.TRE,Wirecard AG
lse,WDLde.TRE,windeln de SE
lse,WDMV.L,Ossiam World Minimum Variance NR UCITS ETF 1C USD
lse,WDPbr.TRE,Warehouses de Pauw Comm VA
lse,WDPde.TRE,Walt Disney Co
lse,WDSC.L,SPDR MSCI World Small Cap UCITS ETF
lse,WEAT.L,ETFS Commodity Securities Ltd
lse,WEBH.L,Webis Holding PLC
lse,WEIR.L,Weir Group PLC
lse,WEIRl.TRE,Weir Group PLC
lse,WESas.TRE,Koninklijke Wessanen NV
lse,WETI.L,Weatherly International PLC
lse,WEY.L,Wey Education PLC
lse,WF5Af.TRE,Kratos Defense and Security Solutions Inc
lse,WFIN.L,SPDR MSCI World Financials UCITS ETF
lse,WGB.L,Walker Greenbank PLC
lse,WGF1de.TRE,Williams Grand Prix Holdings PLC
lse,WG.L,John Wood Group PLC
lse,WGl.TRE,John Wood Group PLC
lse,WGSAf.TRE,SS&C Technologies Holdings Inc
lse,WHAas.TRE,Wereldhave NV
lse,WHCf.TRE,Weyerhaeuser Co
lse,WHEA.L,SPDR MSCI World Health Care UCITS ETF
lse,WHI.L,WH Ireland Group PLC
lse,WHRf.TRE,Whirlpool Corp
lse,WHRW.L,Warehouse REIT PLC
lse,WIAU.L,iShares EdgeMSCIEuropeMultifactorUCITS ETF EUR Acc
lse,WICf.TRE,WEC Energy Group Inc
lse,WIEvi.TRE,Wienerberger AG
lse,WIG1de.TRE,Sporttotal AG
lse,WIHLst.TRE,Wihlborgs Fastigheter AB
lse,WIL.L,Wilmington PLC
lse,WINde.TRE,Diebold Nixdorf AG
lse,WINEW.L,Majestic Wine PLC
lse,WINKM.L,M Winkworth PLC
lse,WIN.L,Wincanton PLC
lse,WIPA.L,Witan Pacific Investment Trust PLC
lse,WIQf.TRE,Clean Energy Fuels Corp
lse,WITN.L,[]
lse,WIZZ.L,Wizz Air Holdings PLC
lse,WIZZl.TRE,Wizz Air Holdings PLC
lse,WJG.L,Watkin Jones PLC
lse,WKLas.TRE,Wolters Kluwer NV
lse,WKOF.L,Weiss Korea Opportunity Fund Ltd
lse,WKP.L,Workspace Group PLC
lse,WKPl.TRE,Workspace Group PLC
lse,WL6de.TRE,Heidelberg Pharma AG
lse,WLDC.L,World Careers Network PLC
lse,WLDD.L,Lyxor MSCI World UCITS ETF D-EUR
lse,WLDHpa.TRE,Lyxor MSCI World UCITS ETF D-EUR
lse,WLDL.L,Lyxor MSCI World UCITS ETF D-EUR
lse,WLDpa.TRE,Lyxor MSCI World UCITS ETF D-EUR
lse,WLDS.L,iShares MSCI World Small Cap UCITS USD Acc
lse,WLDU.L,Lyxor MSCI World UCITS ETF D-EUR
lse,WLFE.L,Wolf Minerals Ltd
lse,WLNpa.TRE,Worldline SA
lse,WM1f.TRE,Williams-Sonoma Inc
lse,WMAT.L,SPDR MSCI World Materials UCITS ETF
lse,WMBf.TRE,Williams Companies Inc
lse,WMEf.TRE,Westmoreland Coal Co
lse,WMH.L,William Hill PLC
lse,WMTde.TRE,Walmart Inc
lse,WNDU.L,SPDR MSCI World Industrials UCITS ETF
lse,WNGE.L,iShares FallenAngelsHighYldCrpBdUCITS ETF USD Dist
lse,WNRG.L,Westmount Energy Ltd
lse,WOODT.L,iShares Global Timber&Forestry UCITS ETF USD(Dist)
lse,WOOf.TRE,Foot Locker Inc
lse,WOSC.L,SPDR MSCI World Small Cap UCITS ETF
lse,WPCT.L,Woodford Patient Capital Trust PLC
lse,WPHO.L,Windar Photonics PLC
lse,WPP.L,WPP PLC
lse,WPPl.TRE,WPP PLC
lse,WPYa.L,Worldpay Inc
lse,WPYf.TRE,W. P. Carey Inc
lse,WQDS.L,iShares MSCI World QualityDividend UCITS ETF Dist
lse,WQDV.L,iShares MSCI World QualityDividend UCITS ETF Dist
lse,WR1f.TRE,W. R. Berkley Corp
lse,WRESW.L,W Resources PLC
lse,WRLW.L,Wentworth Resources Ltd
lse,WRT1Vhe.TRE,Wartsila Oyj Abp
lse,WRWf.TRE,Sierra Wireless Inc
lse,WSBN.L,Wishbone Gold PLC
lse,WSE.L,Work Service SA
lse,WSG.L,Westminster Group PLC
lse,WSL.L,Worldsec Ltd
lse,WSO1de.TRE,Wallstreet Online AG
lse,WSP.L,Wynnstay Properties PLC
lse,WSTEPol.TRE,Webstep ASA
lse,WSUde.TRE,Washtec AG
lse,WT3BAL.L,Boost Issuer PLC
lse,WT3BAS.L,Boost Issuer PLC
lse,WT3BTL.L,Boost Issuer PLC
lse,WT3BTS.L,Boost Issuer PLC
lse,WT3BUL.L,Boost Issuer PLC
lse,WT3BUS.L,Boost Issuer PLC
lse,WT3ITL.L,Boost Issuer PLC
lse,WT3ITS.L,Boost Issuer PLC
lse,WTAN.L,Witan Investment Trust PLC
lse,WTB.L,Whitbread PLC
lse,WTBl.TRE,Whitbread PLC
lse,WTDEM.L,WisdomTree EM Equity Income UCITS ETF
lse,WTDGRG.L,WisdomTree US Quality Div Growth UCITS ETF USD Acc
lse,WTDGSE.L,WisdomTree EM SmallCap Div UCITS ETF
lse,WTEEI.L,WisdomTree Europe Equity Income UCITS ETF
lse,WTEL.L,SPDR MSCI World Telecommunications UCITS ETF
lse,WTGW.L,Watchstone Group PLC
lse,WTID.L,Boost Issuer PLC
lse,WTITBL.L,Boost Issuer PLC
lse,WTR.L,Lazard World Trust Fund SA
lse,WTYf.TRE,Willis Towers Watson PLC
lse,WUKD.L,WisdomTree UK Equity Income UCITS ETF GBP
lse,WUTI.L,SPDR MSCI World Utilities UCITS ETF
lse,WUWde.TRE,Wuestenrot & Wuerttembergische AG
lse,WV8f.TRE,AvalonBay Communities Inc
lse,WWFAf.TRE,World Wrestling Entertainment Inc
lse,WWH.L,Worldwide Healthcare Trust PLC
lse,WWIBol.TRE,Wilh Wilhelmsen Holding ASA
lse,WWIol.TRE,Wilh Wilhelmsen Holding ASA
lse,WWLol.TRE,Wallenius Wilhelmsen Logistics ASA
lse,WWTU.L,UBS AG (London Branch)
lse,WX2f.TRE,Federal Realty Investment Trust
lse,WX4f.TRE,Omega Healthcare Investors Inc
lse,WYGR.L,WYG PLC
lse,WYRf.TRE,Wynn Resorts Ltd
lse,WYWYN.L,Wynnstay Group PLC
lse,WZMf.TRE,Wizcom Technologies Ltd
lse,X010de.TRE,ComStage MSCI World TRN UCITS ETF
lse,X013de.TRE,ComStage MSCI North America TRN UCITS ETF
lse,X014de.TRE,ComStage MSCI Pacific TRN UCITS ETF
lse,X020de.TRE,ComStage MSCI USA TRN UCITS ETF
lse,X023de.TRE,ComStage S&P Small Cap 600 UCITS ETF
lse,X03Hzchi.TRE,db x-tr II Global Gov Bond UCITS ETF(DR)1C EUR Hgd
lse,X0M1f.TRE,XOMA Corp
lse,X13Gpa.TRE,AmundiETF Gov Lwst Rtd EuroMTS InvGrd1-3 UCITS ETF
lse,X1Gpa.TRE,AmundiETF GovBd Low Rated EuroMTS Inv Grade UCITs
lse,X6Cf.TRE,Newrange Gold Corp
lse,X7PP.L,Invesco STOXX Europe 600 Optimised Banks ETF
lse,X7PS.L,Invesco STOXX Europe 600 Optimised Banks ETF
lse,XA4f.TRE,Carmax Inc
lse,XABf.TRE,Netlist Inc
lse,XAD1de.TRE,DB ETC PLC
lse,XAD2de.TRE,DB ETC PLC
lse,XAD6de.TRE,DB ETC PLC
lse,XAF.L,Xafinity PLC
lse,XAGG.L,ETFS Longer All Comd Ex-Agr Livestock UCITS ETF
lse,XAGS.L,ETFS Longer All Comd Ex-Agr Livestock UCITS ETF
lse,XAR.L,Xaar PLC
lse,XASX.L,db x-trackers FTSE All-Share UCITS ETF (DR) 1D
lse,XAUS.L,db x-trackers S&P/ASX 200 UCITS ETF (DR) 1D
lse,XAXD.L,db x-trackers MSCI AC AsiaExJapan Idx UCITS ETF 1C
lse,XAXJ.L,db x-trackers MSCI AC AsiaExJapan Idx UCITS ETF 1C
lse,XB4Ade.TRE,db x-trackers ATX UCITS ETF (DR) 1C
lse,XBACde.TRE,db x-trackers II Barclays Glbl Agg Bd UCITS ETF 1D
lse,XBAEde.TRE,db x-trackers II Barclays Glbl Agg Bd UCITS ETF 1D
lse,XBAG.L,db x-trackers II Barclays Glbl Agg Bd UCITS ETF 1D
lse,XBAK.L,db x-trackers MSCI Pakistan IM Index UCITS ETF 1C
lse,XBAN.L,db x-trackers MSCI Bangladesh IM Idx UCITS ETF 1C
lse,XBATde.TRE,Db X Trackers Ii Iboxx Sovereigns Eurozone Aaa Total Return Index Etf
lse,XBAUde.TRE,db x-trackers II Barclays Glbl Agg Bd UCITS ETF 1D
lse,XBCU.L,db x-trackers DBLCI - OY Bal UCITS ETF 1C EUR Hgd
lse,XBGG.L,db x-trackers II Barclays Glbl Agg Bd UCITS ETF 1D
lse,XBLC.L,db x-trackers EUR Corporate Bond UCITS ETF(DR)1C
lse,XBO2de.TRE,db x-trackers II MTS Ex-Bnk Italy BOT UCITS ETF 1C
lse,XBRMIBmi.TRE,Lyxor FTSE MIB Daily (-2X) Inverse XBear UCITS ETF
lse,XC4f.TRE,CBIZ Inc
lse,XCAD.L,db x-trackers MSCI Canada Index UCITS ETF(DR)1C
lse,XCHA.L,Db X Trackers Csi300 Index Etf
lse,XCQf.TRE,Cabot Oil & Gas Corp
lse,XCS2.L,db x-trackers II Austl Gov Bond UCITS ETF(DR) 1C
lse,XCS3.L,db x-trackers MSCI Malaysia Idx UCITS ETF (DR) 1C
lse,XCS4.L,db x-trackers MSCI Thailand Idx UCITS ETF (DR) 1C
lse,XCS5.L,Db X Trackers Msci India Trn Index ETF
lse,XCS6.L,db x-trackers MSCI China Index UCITS ETF (DR) 1C
lse,XCT9.L,DB ETC Index PLC
lse,XCTLde.TRE,DB ETC Index PLC
lse,XCX3.L,db x-trackers MSCI Malaysia Idx UCITS ETF (DR) 1C
lse,XCX4.L,db x-trackers MSCI Thailand Idx UCITS ETF (DR) 1C
lse,XCX5.L,Db X Trackers Msci India Trn Index ETF
lse,XCX6.L,db x-trackers MSCI China Index UCITS ETF (DR) 1C
lse,XCYf.TRE,OPKO Health Inc
lse,XD3E.L,db x-trackers EurStoxxSlctDiv 30 UCITSETF (DR) 1D
lse,XD5D.L,db x-trackers MSCI EMU Index UCITS ETF (DR) 1D
lse,XD5E.L,db x-trackers MSCI EMU Index UCITS ETF (DR) 1D
lse,XD5F.L,db x-trackers Euro Stoxx 50 exFin UCITS ETF (DR)1D
lse,XD5S.L,db x-trackers MSCI EMU Index UCITS ETF (DR) 1D
lse,XD9U.L,db x-trackers MSCI USA Index UCITS ETF (DR)
lse,XDAX.L,db x-trackers DAX UCITS ETF (DR) 1C
lse,XDBG.L,db x-trackers DBLCI - OY Bal UCITS ETF 1C EUR Hgd
lse,XDDXde.TRE,db x-trackers DAX UCITS ETF (DR) Income 1D
lse,XDDX.L,db x-trackers DAX UCITS ETF (DR) Income 1D
lse,XDEB.L,db x-trac.MSCI Wld Min Volatility UCITS ETF (DR)1C
lse,XDEM.L,db x MSCI World Momentum Factor UCITS ETF (DR)1C
lse,XDEPde.TRE,db x-trackers iBoxx EUR Corp Yd + UCITS ETF (DR)1D
lse,XDEQ.L,db x-trac.MSCI Wld Quality Factor UCITS ETF (DR)1C
lse,XDER.L,db x-track FTSE EPR/NRT Dev Eur RE UCITS ETF 1C DR
lse,XDEV.L,db x-track.MSCI Wld Value Factor UCITS ETF (DR)1C
lse,XDEW.L,db x-trackers S&P 500 Equal Weight UCITS ETF (DR)
lse,XDEX.L,db x-trackers FTSE All-World ex UK UCITS ETF (DR)
lse,XDGEde.TRE,db x-trackers USD Corporate Bond UCITS ETF (DR)1D
lse,XDGM.L,db x-trackers Mttlstnd & MidCap Ger UCITS ETF (DR)
lse,XDGU.L,db x-trackers USD Corporate Bond UCITS ETF (DR)1D
lse,XDJP.L,db x-trackers Nikkei 225 UCITS ETF (DR) 1D
lse,XDN0.L,db x-trackers MSCI Nordic Index UCITS ETF (DR)
lse,XDND.L,db x-trackers MSCI N Am High Div Yld UCITS ETF DR
lse,XDNG.L,db x-track.JPX-Nikkei 400 UCITS ETF DR 1D
lse,XDNS.L,db x-track.JPX-Nikkei 400 UCITS ETF DR 1D
lse,XDNU.L,db x-track.JPX-Nikkei 400 UCITS ETF DR 1D
lse,XDNY.L,db x-track.JPX-Nikkei 400 UCITS ETF DR 1D
lse,XDPEde.TRE,db x-trackers S&P 500 UCITS ETF(DR)1C EUR Hgd
lse,XDPGD.L,db x-trackers S&P 500 UCITS ETF(DR)1C EUR Hgd
lse,XDUDde.TRE,db x-trackers DAX UCITS ETF (DR)-Income 4C CHF Hgd
lse,XDUK.L,db x-trackers FTSE 100 UCITS ETF (DR) 1C
lse,XDUS.L,db x-trackers MSCI USA Index UCITS ETF (DR)
lse,XDW0.L,db x-trackers MSCI World Energy UCITS ETF (DR) 1C
lse,XDWC.L,db x-trackers MSCI WdConsDiscrInd UCITS ETF(DR) 1C
lse,XDWD.L,db x-trackers MSCI World Index UCITS ETF (DR)
lse,XDWE.L,db x-trackers S&P 500 Equal Weight UCITS ETF (DR)
lse,XDWF.L,db x-trackers MSCI Wd Financials Ind ETF (DR) 1C
lse,XDWG.L,db x-trackers MSCI World Index UCITS ETF (DR)
lse,XDWH.L,db x-trackers MSCI Wd Health Care Ind ETF (DR) 1C
lse,XDWI.L,db x-trackers MSCI Wd Ind Index UCITS ETF (DR) 1C
lse,XDWL.L,db x-trackers MSCI World Index UCITS ETF (DR)
lse,XDWM.L,db x-trackers MSCI Wd Materials UCITS ETF (DR) 1C
lse,XDWS.L,db x-trackers MSCI Wd Cons Staples UCITS ETF DR 1C
lse,XDWT.L,db x-trackers MSCI Wd Info Tech UCITS ETF (DR) 1C
lse,XDWU.L,db x-trackers MSCI Wd Utilities UCITS ETF (DR) 1C
lse,XDWY.L,Xtrackers MSCI World High Dividend Yield UCITS ETF
lse,XEJf.TRE,Accuray Inc
lse,XEOU.L,db x-trackers MSCI Europe Index UCITS ETF (DR)
lse,XER1f.TRE,Xerox Corp
lse,XESC.L,db x-trackers Euro Stoxx 50 UCITS ETF (DR) 1C
lse,XESX.L,db x-trackers Euro Stoxx 50 UCITS ETF (DR) 1C
lse,XEUM.L,db x trackers MSCI EUROPE MID CAP TRN INDEX ETF 1C
lse,XFABpa.TRE,X Fab Silicon Foundries EV
lse,XFEW.L,db x-trackers FTSE 100 Equal Weight UCITS ETF
lse,XFRM.L,ETFS Commodity Securities Ltd
lse,XFVT.L,db x-trackers FTSE Vietnam ETF
lse,XG7S.L,db x-tr II Global Gov Bond UCITS ETF(DR)1C EUR Hgd
lse,XG7U.L,db x-tr II Gl Inf Linked Bd UCITS ETF(DR) 5C
lse,XGDD.L,Db X Trackers Dj Stoxx Global Select Div 100 Etf
lse,XGID.L,S&P Global Infrastructure Etf
lse,XGIG.L,db x-tr II Gl Inf Linked Bd UCITS ETF(DR) 5C
lse,XGIU.L,db x-tr II Gl Inf Linked Bd UCITS ETF(DR) 5C
lse,XGLD.L,DB ETC PLC
lse,XGLES.L,db x-trackers II Eurozn Gov.Bond UCITS ETF (DR) 1C
lse,XGLF.L,db x-trackers MSCI GCC Select Index UCITS ETF
lse,XGLS.L,DB ETC PLC
lse,XGSD.L,Db X Trackers Dj Stoxx Global Select Div 100 Etf
lse,XGSG.L,db x-tr II Global Gov Bond UCITS ETF(DR)1C EUR Hgd
lse,XGVDde.TRE,db x-tr II Global Gov Bond UCITS ETF(DR)1C EUR Hgd
lse,XHY1de.TRE,db x-trackers II iBoxx EUR HY Bd 1-3 UCITS ETF 1D
lse,XHYG.L,db x-trackers II EUR HY Corp Bd UCITS ETF (DR) 1D
lse,XHYPde.TRE,db x-trackers II iBx Sov EZ Yld+ UCITS ETF 1C
lse,XIDD.L,db x-trackers MSCI Indonesia Idx UCITS ETF 1C
lse,XIXde.TRE,Xilinx Inc
lse,XJSEde.TRE,db x-trackers II Japan Gov Bond UCITS ETF (DR) 1C
lse,XKS2.L,db x-trackers MSCI Korea Index UCITS ETF (DR) 1C
lse,XKSD.L,db x-trackers MSCI Korea Index UCITS ETF (DR) 1C
lse,XLBP.L,Invesco Materials S&P US Select Sector ETF
lse,XLBS.L,Invesco Materials S&P US Select Sector ETF
lse,XLDX.L,db x-trackers LevDax Daily UCITS ETF 1C
lse,XLEP.L,Invesco Energy S&P US Select Sector ETF
lse,XLES.L,Invesco Energy S&P US Select Sector ETF
lse,XLFf.TRE,XL Group Ltd
lse,XLFQ.L,Invesco Financials S&P US Select Sector ETF
lse,XLFS.L,Invesco Financials S&P US Select Sector ETF
lse,XLIP.L,Invesco Industrials S&P US Select Sector ETF
lse,XLIS.L,Invesco Industrials S&P US Select Sector ETF
lse,XLKQ.L,Invesco Technology S&P US Select Sector ETF
lse,XLKS.L,Invesco Technology S&P US Select Sector ETF
lse,XLM.L,XLMedia PLC
lse,XLPE.L,LPX MM Private Equity Etf
lse,XLPP.L,Invesco Consumer Staples S&P US Select Sector ETF
lse,XLPS.L,Invesco Consumer Staples S&P US Select Sector ETF
lse,XLUP.L,Invesco Utilities S&P US Select Sector ETF
lse,XLUS.L,Invesco Utilities S&P US Select Sector ETF
lse,XLVP.L,Invesco Health Care S&P US Select Sector ETF
lse,XLVS.L,Invesco Health Care S&P US Select Sector ETF
lse,XLYP.L,Invesco Consumer Disc S&P US Select Sector ETF
lse,XLYS.L,Invesco Consumer Disc S&P US Select Sector ETF
lse,XMAD.L,db x-trackers MSCI EM Asia Index UCITS ETF 1C
lse,XMAF.L,db x-trackers MSCI Africa Top50 Index UCITS ETF 1C
lse,XMAS.L,db x-trackers MSCI EM Asia Index UCITS ETF 1C
lse,XMAW.L,db x-trackers MSCI AC World Index UCITS ETF (DR)
lse,XMBD.L,db x-trackers MSCI Brazil Index UCITS ETF (DR) 1C
lse,XMBR.L,db x-trackers MSCI Brazil Index UCITS ETF (DR) 1C
lse,XMCX.L,db x-trackers FTSE 250 ETF
lse,XMDU.L,Xtrackers Morningstar US Quality Dividnd UCITS ETF
lse,XMED.L,db x-trackers MSCI Europe Index UCITS ETF (DR)
lse,XMEM.L,db x-trackers MSCI Em Markets Idx UCITS ETF 1C
lse,XMES.L,db x-trackers MSCI Mexico Index UCITS ETF (DR) 1C
lse,XMEU.L,db x-trackers MSCI Europe Index UCITS ETF (DR)
lse,XMEX.L,db x-trackers MSCI Mexico Index UCITS ETF (DR) 1C
lse,XMFAf.TRE,Sumitomo Mitsui Financial Group Inc
lse,XMGD.L,Xtrackers Morningstar Global Qual Div UCITS ETF 1D
lse,XMID.L,db x-trackers MSCI Indonesia Idx UCITS ETF 1C
lse,XMJD.L,db x-trackers MSCI Jp Ix UCITS ETF 1C (DR)
lse,XMJG.L,db x-trackers MSCI Jp Ix UCITS ETF 1C (DR)
lse,XMJP.L,db x-trackers MSCI Jp Ix UCITS ETF 1C (DR)
lse,XMK9de.TRE,db x-trackers MSCI Jp Ix UCITS ETF 1C (DR)
lse,XMLA.L,db x-trackers MSCI EM LATAM TRN Index
lse,XMLD.L,db x-trackers MSCI EM LATAM TRN Index
lse,XMMD.L,db x-trackers MSCI Em Markets Idx UCITS ETF 1C
lse,XMME.L,db x-trackers MSCI Em Mkts Index UCITS ETF (DR)1C
lse,XMMS.L,Xtrackers MSCI Emerging Markets UCITS ETF 1C
lse,XMPBf.TRE,Cytori Therapeutics Inc
lse,XMRC.L,db x-trackers MSCI Russia Capped Idx UCITS ETF 1C
lse,XMRD.L,db x-trackers MSCI Russia Capped Idx UCITS ETF 1C
lse,XMTbe.TRE,iShares SMI (CH)
lse,XMTD.L,db x-trackers MSCI Taiwan Index UCITS ETF 1C (DR)
lse,XMTFbe.TRE,iShares Core CHF Corporate Bond (CH)
lse,XMTHbe.TRE,iShares Swiss Domestic Government Bond 7-15 (CH)
lse,XMTNbe.TRE,iShares SMIM (CH)
lse,XMTW.L,db x-trackers MSCI Taiwan Index UCITS ETF 1C (DR)
lse,XMUD.L,db x-trackers MSCI USA Index UCITS ETF 1C
lse,XMUJ.L,db x-trackers MSCI Jp Ix UCITS ETF 1C (DR)
lse,XMUS.L,db x-trackers MSCI USA Index UCITS ETF 1C
lse,XMVU.L,dbx MSCI USA Min Volatility UCITS ETF (DR)1D
lse,XMWD.L,db x-trackers MSCI World Index UCITS ETF 1C
lse,XMXD.L,db x-trackers MSCI EM EMEA TRN INDEX ETF
lse,XNID.L,db x-trackers Nifty 50 UCITS ETF 1C
lse,XNIF.L,db x-trackers Nifty 50 UCITS ETF 1C
lse,XONAde.TRE,Exxon Mobil Corp
lse,XPAL.L,DB ETC PLC
lse,XPD.L,Xpediator PLC
lse,XPHf.TRE,Amphenol Corp
lse,XPHG.L,db x-trackers MSCI Philippines IM UCITS ETF 1C DR
lse,XPHI.L,db x-trackers MSCI Philippines IM UCITS ETF 1C DR
lse,XPLA.L,DB ETC PLC
lse,XPOpa.TRE,Xpo Logistics Europe SA
lse,XPP.L,XP Power Ltd
lse,XPS.L,XPS Pensions Group PLC
lse,XPXD.L,db x-trackers MSCI Pacific Ex Jpn UCITS ETF 1C DR
lse,XPXJ.L,db x-trackers MSCI Pacific Ex Jpn UCITS ETF 1C DR
lse,XQUA.L,db x-trackers iBoxx USD Em Sov Qlty Wghtd (DR) 1D
lse,XRAYvi.TRE,Dentsply Sirona Inc
lse,XREAde.TRE,db x-trackers FTSE Dev Eur ExUK Prop UCITS ETF DR
lse,XRES.L,Invesco Real Estate S&P US Select Sector UCITS ETF
lse,XRH0.L,DB ETC PLC
lse,XRMU.L,db x-trackers Russell Midcap UCITS ETF (DR)
lse,XRSG.L,db x-trackers Russell 2000 UCITS ETF (DR) 1C
lse,XRSS.L,db x-trackers Russell Midcap UCITS ETF (DR)
lse,XRSU.L,db x-trackers Russell 2000 UCITS ETF (DR) 1C
lse,XS2D.L,db x-trackers S&P 500 2x Levgd Dly UCITS ETF 1C
lse,XS3R.L,db x-trackers STOXX Eur 600 Food&Bev UCITS ETF 1C
lse,XS4f.TRE,ON Semiconductor Corp
lse,XS6R.L,db x-trackers STOXX Eur 600 Utilities UCITS ETF 1C
lse,XS7R.L,db x-trackers STOXX Eur 600 Banks UCITS ETF 1C
lse,XS8R.L,db x-trackers DJ STOXX 600 Technology ETF
lse,XSCD.L,Xtrackers MSCI USA Cons Discretionary UCITS ETF 1D
lse,XSCS.L,Xtrackers MSCI USA Consumer Staples UCITS ETF 1D
lse,XSD2.L,db x-trackers ShortDax x2 Daily UCITS ETF 1C
lse,XSDGsg.TRE,Samsung SDI Co Ltd
lse,XSDR.L,Db X Trackers Dj Stoxx 600 Health Care Etf
lse,XSDX.L,db x-trackers ShortDAX ETF
lse,XSEN.L,Xtrackers MSCI USA Energy UCITS ETF 1D
lse,XSER.L,db x-trackers STOXX Eur 600 Oil & Gas UCITS ETF 1C
lse,XSFD.L,S&P Select Frontier Etf 1C
lse,XSFN.L,Xtrackers MSCI USA Financials UCITS ETF 1D
lse,XSFR.L,S&P Select Frontier Etf 1C
lse,XSGI.L,S&P Global Infrastructure Etf
lse,XSG.L,Xeros Technology Group PLC
lse,XSHC.L,Xtrackers MSCI USA Health Care UCITS ETF 1D
lse,XSIL.L,DB ETC PLC
lse,XSKR.L,db x-trackers STOXX Eur 600 Telecom UCITS ETF 1C
lse,XSMCs.TRE,db x-trackers Swiss Large Cap Index UCITSETF(DR)1D
lse,XSNR.L,db x-trackers STOXX Eur 600 Indst Gds UCITS ETF 1C
lse,XSPD.L,S&P 500 Short Etf
lse,XSPRAYst.TRE,XSpray Pharma AB (publ)
lse,XSPR.L,db x-trackers STOXX Eur 600 Basic Res UCITS ETF 1C
lse,XSPS.L,S&P 500 Short Etf
lse,XSPU.L,db x-trackers S&P 500 UCITS ETF 1C
lse,XSPX.L,db x-trackers S&P 500 UCITS ETF 1C
lse,XSSX.L,db x-trackers EuroStoxx 50 Short Daily UCITSETF 1C
lse,XSTC.L,Xtrackers MSCI USA Information Tech UCITS ETF 1D
lse,XSTR.L,db x-trackers II Sterling Cash ETF
lse,XSX6.L,db x-trackers STOXX Eur 600 UCITS ETF (DR) 1C
lse,XT2D.L,db x-trackers S&P 500 2x Inverse Dly UCITS ETF 1C
lse,XTR.L,Xtract Resources PLC
lse,XUCD.L,db x-tr. MSCI USA Cons Discr Idx UCITS ETF (DR) 1D
lse,XUCS.L,db x-tr.MSCI USA Cons Staples Ix UCITS ETF (DR) 1D
lse,XUEN.L,db x-tr. MSCI USA Energy Index UCITS ETF (DR) 1D
lse,XUFN.L,db x-tr. MSCI USA Financials Idx UCITS ETF (DR) 1D
