mkt,#RIC,Directory Company Name
lse,BMEmc.TRE,Bolsas y Mercados Espanoles SHMSF SA
lse,BMIf.TRE,BP Prudhoe Bay Royalty Trust
lse,BMKB.L,Benchmark Holdings PLC
lse,BMNB.L,Bushveld Minerals Ltd
lse,BMPSmi.TRE,Banca Monte dei Paschi di Siena SpA
lse,BMRB.L,BMR Group PLC
lse,BMRNvi.TRE,Biomarin Pharmaceutical Inc
lse,BMT.L,TF & JH Braime Holdings PLC
lse,BMTt.L,TF & JH Braime Holdings PLC
lse,BMV.L,Bluebird Merchant Ventures Ltd
lse,BMW3de.TRE,Bayerische Motoren Werke AG
lse,BMWde.TRE,Bayerische Motoren Werke AG
lse,BN9f.TRE,Bank of New York Mellon Corp
lse,BNKEpa.TRE,Lyxor Euro Stoxx Banks (DR) UCITS ETF C-EUR
lse,BNKpa.TRE,Lyxor Stoxx Europe 600 Banks UCITS ETF
lse,BNKR.L,Bankers Investment Trust PLC
lse,BNKS.L,iShares S&P US Banks UCITS ETF USD Acc
lse,BNNde.TRE,BRAIN Biotechnology Research and Information Network AG
lse,BNpa.TRE,Danone SA
lse,BNPpa.TRE,BNP Paribas SA
lse,BNRB.L,Blenheim Natural Resources PLC
lse,BNRde.TRE,Brenntag AG
lse,BNSmi.TRE,Beni Stabili SpA Societa di Investimento Immobiliare Quotata
lse,BNZL.L,Bunzl plc
lse,BNZLl.TRE,Bunzl plc
lse,BO9f.TRE,Boston Properties Inc
lse,BOCH.L,Bank of Cyprus Holdings PLC
lse,BODP.L,Botswana Diamonds PLC
lse,BOEB.L,Boeing Co
lse,BOIL.L,Baron Oil PLC
lse,BOIpa.TRE,Boiron SA
lse,BOKAas.TRE,Koninklijke Boskalis Westminster NV
lse,BOK.L,Booker Group PLC
lse,BOKU.L,Boku Inc
lse,BOLpa.TRE,Bollore SA
lse,BOLst1.TRE,Boliden AB
lse,BOLst.TRE,Boliden AB
lse,BONAVBst.TRE,Bonava AB (publ)
lse,BONB.L,Bonmarche Holdings PLC
lse,BONEXst.TRE,Bonesupport Holding AB
lse,BOOH.L,Boohoo.Com PLC
lse,BOOKvi.TRE,Booking Holdings Inc
lse,BOOl.TRE,Boohoo.Com PLC
lse,BOOMA.L,Audioboom Group PLC
lse,BOOT.L,Henry Boot PLC
lse,BOOZTst.TRE,Boozt AB
lse,BOSSde.TRE,Hugo Boss AG
lse,BOTB.L,Best Of The Best PLC
lse,BOTHEbr.TRE,Bone Therapeutics SA
lse,BOWL.L,Hollywood Bowl Group PLC
lse,BOXf.TRE,Becton Dickinson and Co
lse,BOX.L,Boxhill Technologies PLC
lse,BOY.L,Bodycote PLC
lse,BP0f.TRE,Berry Global Group Inc
lse,BP2Nf.TRE,Spherix Inc
lse,BPCB.L,Bahamas Petroleum Company PLC
lse,BPCf.TRE,Biopharmx Corp
lse,BPCRc.L,BioPharma Credit PLC
lse,BPCR.L,BioPharma Credit PLC
lse,BPEmi.TRE,Bper Banca SpA
lse,BPIls.TRE,Banco BPI SA
lse,BP.L,BP PLC
lse,BPl.TRE,BP PLC
lse,BPM.L,B.P. Marsh & Partners PLC
lse,BPOSTbr.TRE,Bpost SA
lse,BP_pb.L,BP PLC
lse,BP_p.L,BP PLC
lse,BPSOmi.TRE,Banca Popolare di Sondrio ScpA
lse,BPXf.TRE,Bellicum Pharmaceuticals Inc
lse,BR02f.TRE,Cruz Cobalt Corp
lse,BRAVst.TRE,Bravida Holding AB
lse,BRBY.L,Burberry Group PLC
lse,BRBYl.TRE,Burberry Group PLC
lse,BRCI.L,BlackRock Commodities Income Investment Trust PLC
lse,BRDbx.TRE,BRD Groupe Societe Generale SA
lse,BRD.L,Bluerock Diamonds PLC
lse,BRDY.L,Brady PLC
lse,BRECf.TRE,Banco Bradesco SA
lse,BREE.L,Breedon Group PLC
lse,BREEl.TRE,Breedon Group PLC
lse,BREmi.TRE,Freni Brembo SpA
lse,BREM.L,[]
lse,BREpa.TRE,Lyxor Stoxx Europe 600 Basic Resources UCITS ETF
lse,BRFI.L,BlackRock Frontiers Investment Trust PLC
lse,BRGE.L,Blackrock Greater Europe Investment Trust PLC
lse,BRGol.TRE,Borregaard ASA
lse,BRHde.TRE,Berkshire Hathaway Inc
lse,BRH.L,Braveheart Investment Group PLC
lse,BRIC.L,iShares BRIC 50 UCITS ETF USD (Dist)
lse,BRIGB.L,Blackrock Income and Growth Investment Trust PLC
lse,BRK.L,Brooks Macdonald Group PLC
lse,BRLA.L,Blackrock Latin American Investment Trust PLC
lse,BRMde.TRE,Bristol-Myers Squibb Co
lse,BRMD.L,Baronsmead Second Venture Trust PLC
lse,BRMS.L,Braemar Shipping Services PLC
lse,BRNA.L,Blackrock North American Income Trust PLC
lse,BRND.L,Boost Issuer PLC
lse,BRNLas.TRE,Brunel International NV
lse,BRNT.L,ETFS Commodity Securities Ltd
lse,BROCf.TRE,Brighthouse Financial Inc
lse,BRR2f.TRE,Giga Metals Corp
lse,BRSC.L,Blackrock Smaller Companies Trust PLC
lse,BRT3.L,UBS AG (London Branch)
lse,BRTG.L,UBS AG (London Branch)
lse,BRTU.L,UBS AG (London Branch)
lse,BRW.L,Brewin Dolphin Holdings PLC
lse,BRWl.TRE,Brewin Dolphin Holdings PLC
lse,BRWM.L,Blackrock World Mining Trust PLC
lse,BRYNde.TRE,Berkshire Hathaway Inc
lse,BRZ.L,Amundi MSCI BRAZIL - UCITS ETF (C)
lse,BS3TYL.L,Boost Issuer PLC
lse,BS5f.TRE,Bioanalytical Systems Inc
lse,BSC.L,British Smaller Companies VCT2 PLC
lse,BSDB.L,BSD Crown Ltd
lse,BSDKf.TRE,Banco Santander SA
lse,BSE.L,Base Resources Ltd
lse,BSIF.L,Bluefield Solar Income Fund Ltd
lse,BSLde.TRE,Basler AG
lse,BSRf.TRE,GoldMining Inc
lse,BSRT.L,Baker Steel Resources Trust Ltd
lse,BSTH.L,Borders and Southern Petroleum PLC
lse,BST.L,Big Sofa Technologies Group PLC
lse,BSUf.TRE,BP PLC
lse,BSV.L,British Smaller Companies VCT PLC
lse,BSXf.TRE,Boston Scientific Corp
lse,BSXpa.TRE,Lyxor Euro Stoxx 50 Daily (-1X) Inverse UCITS ETF
lse,BT3f.TRE,BioTime Inc
lse,BTAl.TRE,BT Group PLC
lse,BTEC.L,iShares Nasdaq Biotechnology ETF USD Acc
lse,BTEE.L,iShares EURO STOXX 50 ex-Financials UCITS ETF (Dist) EUR
lse,BTEK.L,iShares Nasdaq Biotechnology ETF USD Acc
lse,BTEM.L,British Empire Trust PLC
lse,BTG.L,BTG PLC
lse,BTGLD.L,Boost Issuer PLC
lse,BTGl.TRE,BTG PLC
lse,BT.L,BT Group PLC
lse,BTP1Smi.TRE,Lyxor BTP Daily Short UCITS ETF - C-EUR
lse,BTPSpa.TRE,Lyxor BTP Daily (-2X) Inverse UCITS ETF
lse,BTQAf.TRE,BT Group PLC
lse,BTW_pa.L,Bristol Water PLC
lse,BU3f.TRE,Bunge Ltd
lse,BUCK.L,Multi Units France
lse,BUIL.L,Lyxor FTSE USA Core Infstctr Cappd UCTS ETF D-U
lse,BULL.L,ETFS Commodity Securities Ltd
lse,BULLst.TRE,Xact Bull
lse,BULPX.L,ETFS Commodity Securities Ltd
lse,BULTENst.TRE,Bulten AB
lse,BUNSpa.TRE,Lyxor Bund Daily Short UCITS ETF - C-EUR
lse,BUOY.L,Lyxor USD Floating Rate Note UCITS ETF - D-USD
lse,BUPpa.TRE,Biom Up SA
lse,BURF.L,Burford Capital Ltd
lse,BUT.L,Brunner Investment Trust PLC
lse,BUYB.L,Invesco Global Buyback Achievers UCITS ETF
lse,BUYf.TRE,Best Buy Co Inc
lse,BVAB.L,Banco Bilbao Vizcaya Argentaria S.A.
lse,BVBde.TRE,Borussia Dortmund GmbH & Co KGaA
lse,BVC.L,Batm Advanced Communications Ltd
lse,BVFf.TRE,Valeant Pharmaceuticals International Inc
lse,BVIC.L,Britvic PLC
lse,BVICl.TRE,Britvic PLC
lse,BVIpa.TRE,Bureau Veritas SA
lse,BVS.L,Bovis Homes Group PLC
lse,BVXP.L,Bioventix PLC
lse,BWLPGol.TRE,BW LPG Ltd
lse,BWNG.L,N Brown Group PLC
lse,BWNGl.TRE,N Brown Group PLC
lse,BWOl.TRE,Barloworld Ltd
lse,BWOol.TRE,BW Offshore Ltd
lse,BWOvi.TRE,BUWOG AG
lse,BWSPf.TRE,Global Blockchain Technologies Corp
lse,BWS_p.L,Bristol & West PLC
lse,BWY.L,Bellway PLC
lse,BWYl.TRE,Bellway PLC
lse,BX4pa.TRE,Lyxor CAC 40 Daily (-2X) Inverse UCITS ETF
lse,BXPf.TRE,Aspen Insurance Holdings Ltd
lse,BXPq.L,Beximco Pharmaceuticals Ltd
lse,BXXpa.TRE,Lyxor Euro Stoxx 50 Daily (-2X) Inverse UCITS ETF
lse,BY6Af.TRE,Byd Co Ltd
lse,BY6f.TRE,Byd Co Ltd
lse,BYBG.L,Amundi S&P 500 Buyback UCITS ETF - EUR (C)
lse,BYBq.L,Byblos Bank SAL
lse,BYBU.L,Amundi S&P 500 Buyback UCITS ETF - EUR (C)
lse,BYG.L,Big Yellow Group PLC
lse,BYGl.TRE,Big Yellow Group PLC
lse,BYOT.L,Byotrol PLC
lse,BYW6de.TRE,BayWa AG
lse,BZ9f.TRE,Booz Allen Hamilton Holding Corp
lse,BZF1f.TRE,VMware Inc
lse,BZM.L,Bellzone Mining PLC
lse,BZT.L,Bezant Resources PLC
lse,BZUmi.TRE,Buzzi Unicem SpA
lse,BZWwa.TRE,Bank Zachodni WBK SA
lse,BZZf.TRE,Bank of Montreal
lse,C001de1.TRE,ComStage DAX UCITS ETF
lse,C004de.TRE,ComStage ShortDAX TR UCITS ETF
lse,C005de.TRE,ComStage SDAX UCITS ETF
lse,C007de.TRE,ComStage MDAX UCITS ETF
lse,C010de.TRE,ComStage DJ Industrial Average UCITS ETF
lse,C012de.TRE,ComStage S&P 500 UCITS ETF
lse,C020de.TRE,ComStage Nikkei 225 UCITS ETF
lse,C050de.TRE,ComStage EURO STOXX 50 UCITS ETF
lse,C060de.TRE,ComStage STOXX Europe 600 NR UCITS ETF
lse,C063de.TRE,ComStage STOXX Europe 600 BR UCITS ETF
lse,C065de.TRE,ComStage STOXX Europe 600 C&M UCITS ETF
lse,C067de.TRE,ComStage STOXX Europe 600 F&B UCITS ETF
lse,C070de.TRE,ComStage STOXX Europe 600 Ins UCITS ETF
lse,C090de.TRE,ComStage Commerzbank Commodity ex-Agriculture EW Index TR UCITS ETF
lse,C099de.TRE,ComStage CBK Comm ex-Agr Monthly EUR Hdg UCITS ETF
lse,C0If.TRE,CymaBay Therapeutics Inc
lse,C10pa.TRE,AmundiETF Gov BD EuroMTS Brd InvGra10-15 UCITs
lse,C128de.TRE,ComStage MSCI EM Lev 2x Daily TRN UCITS ETF
lse,C13pa.TRE,AmundiETF Govt Bnd EurMTS Broad IG 1-3 UCITS ETF C
lse,C1Y.L,Carclo PLC
lse,C21.L,21st Century Technology PLC
lse,C25f.TRE,BioTelemetry Inc
lse,C2Gf.TRE,CDK Global Inc
lse,C2U1f.TRE,Dajin Resources Corp
lse,C2Upa.TRE,Amundi ETF Short MSCI USA Daily UCITS ETF
lse,C33pa.TRE,Amundi ETFGovt BdEuroMTS Brd IG 3-5 UCITS ETF
lse,C3Mpa.TRE,Amundi ETF Cash 3Mths Eurmts InvesGrd UCITS ETF(C)
lse,C3U.L,Christie Group plc
lse,C40pa1.TRE,Amundi ETF CAC 40 UCITS ETF DR (C)
lse,C47f.TRE,Control4 Corp
lse,C4Ff.TRE,CF Industries Holdings Inc
lse,C4XD.L,C4X Discovery Holdings PLC
lse,C50pa.TRE,Amundi ETF Euro Stoxx 50 UCITS ETF DR - EUR (C)
lse,C52f.TRE,Colfax Corp
lse,C53pa.TRE,Amundi ETF GovtBd EuroMTS Brd IG 5-7 UCITS ETF
lse,C5Epa.TRE,Amundi ETF Stoxx Europe 50 UCITS ETF
lse,C5Lpa.TRE,Amundi ETF Leveraged Euro Stoxx 50 Daily UCITS ETF
lse,C5N1f.TRE,Chinanet Online Holdings Inc
lse,C5Sf.TRE,CBS Corp
lse,C5Spa.TRE,Amundi ETF Short Euro Stoxx 50 Daily UCITS ETF
lse,C64f.TRE,Cheniere Energy Partners LP
lse,C67f.TRE,Cboe Global Markets Inc
lse,C6Epa.TRE,Amundi ETF Stoxx Europe 600 UCITS ETF
lse,C6Yf.TRE,Carlyle Group LP
lse,C73pa.TRE,AmundiETF Gov Bd EurMTS Broad InvGd7-10 Dly UCITs
lse,C83f.TRE,Camping World Holdings Inc
lse,C8M.L,Amundi ETF MSCI Europe Materials UCITS ETF
lse,C9Ff.TRE,Chipotle Mexican Grill Inc
lse,CA3f.TRE,Comerica Inc
lse,CABC.L,Cabot Energy PLC
lse,CABKmc.TRE,Caixabank SA
lse,CACMpa.TRE,Lyxor CAC Mid 60 UCITS ETF D-EUR
lse,CACpa.TRE,Lyxor CAC 40 (DR) UCITS ETF D-EUR
lse,CACX.L,Lyxor CAC 40 (DR) UCITS ETF D-EUR
lse,CADP.L,Cadogan Petroleum PLC
lse,CAFmc.TRE,Construcciones y Auxiliar de Ferrocarriles SA
lse,CAFpa.TRE,Caisse regionale de Credit Agricole Mutuel de Paris et d Ile de France
lse,CAGB.L,ETFS Short CAD Long GBP
lse,CAGp.L,Cheltenham & Gloucester PLC
lse,CAHUSzchi.TRE,UBS ETF MSCI Canada UCITS ETF (CAD) Adis
lse,CAIf.TRE,Canadian Imperial Bank of Commerce
lse,CAIvi.TRE,CA Immobilien Anlagen AG
lse,CAKEl.TRE,Patisserie Holdings PLC
lse,CAKEP.L,Patisserie Holdings PLC
lse,CAL.L,Capital & Regional PLC
lse,CALL.L,Cloudcall Group PLC
lse,CALq.L,Caledonia Mining Corporation Plc
lse,CAMBA.L,Cambria Automobiles PLC
lse,CAME.L,Camellia PLC
lse,CAML.L,Central Asia Metals PLC
lse,CANCDAs.TRE,UBS ETF MSCI Canada UCITS ETF (CAD) Adis
lse,CAOf.TRE,Conagra Brands Inc
lse,CApa.TRE,Carrefour SA
lse,CAPCC.L,Capital & Counties Properties PLC
lse,CAPCl.TRE,Capital & Counties Properties PLC
lse,CAPde.TRE,Capital Stage AG
lse,CAPD.L,Capital Drilling Ltd
lse,CAPE.L,Ossiam ShillerBarclaysCAPE EuSectValTR UCITSETF1CE
lse,CAPHzchi.TRE,Ossiam Shiller Barclays CAPE US Sector Val TR 1CU
lse,CAPMANhe.TRE,CapMan Oyj
lse,CAPpa.TRE,Capgemini SE
lse,CAPX.L,CAP XX Ltd
lse,CARB.L,ETFS Oil Securities Ltd
lse,CARBP.L,ETFS Oil Securities Ltd
lse,CARDC.L,Card Factory PLC
lse,CARDl.TRE,Card Factory PLC
lse,CARLBco.TRE,Carlsberg A/S
lse,CARMpa.TRE,Carmila SA
lse,CARRC.L,Carr's Group PLC
lse,CASE.L,ETFS-E Fund MSCI China A GO UCITS ETF USD
lse,CASH.L,ETFS-E Fund MSCI China A GO UCITS ETF USD
lse,CASHmc.TRE,Prosegur Cash SA
lse,CAS.L,Crusader Resources Ltd
lse,CASPC.L,Caspian Sunrise PLC
lse,CASSmi.TRE,Societa Cattolica di Assicurazione Sc
lse,CASTst.TRE,Castellum AB
lse,CATCCc.L,CATCo Reinsurance Opportunities Fund Ltd
lse,CATC.L,CATCo Reinsurance Opportunities Fund Ltd
lse,CATF.L,ETFS Commodity Securities Ltd
lse,CATL.L,ETFS Commodity Securities Ltd
lse,CAU.L,Centaur Media PLC
lse,CAV1Vhe.TRE,Caverion Oyj
lse,CAvi.TRE,CA Inc
lse,CAXf.TRE,Callinex Mines Inc
lse,CAY.L,Charles Stanley Group PLC
lse,CAZf.TRE,CBL & Associates Properties Inc
lse,CB3pa.TRE,Amundi ETF Gov Bd EuroMTS Brd Inv Grade UCITS
lse,CB5.L,Amundi ETF MSCI Europe Banks UCITS ETF
lse,CBBBpa.TRE,Amundi ETF BBB Corporate InvestmentGrade UCITS ETF
lse,CBCCME.L,CBK CCBI RQFII Money Market UCITS ETF A RMB
lse,CBE0.L,iShares Govt Bond 7-10yr UCITS ETF EUR (Acc)
lse,CBE3.L,iShares Govt Bond 1-3yr UCITS ETF EUR (Acc)
lse,CBE7.L,iShares Govt Bond 3-7yr UCITS ETF EUR (Acc)
lse,CBFNf.TRE,Seven Stars Cloud Group Inc
lse,CBGl.TRE,Close Brothers Group PLC
lse,CBOCf.TRE,Celsion Corp
lse,CBP.L,Curtis Banks Group PLC
lse,CBRO.L,Close Brothers Group PLC
lse,CBSE.L,UBS ETFBlmbrgBrcls MSCIEurAr LCrpSu UCI ETF(EUR)Ad
lse,CBSUTzchi.TRE,UBS ETFBloombergBrclsMSCIUS LCrpSustUCI ETF(USD)Ad
lse,CBU0.L,iShares $ Treasury Bond 7-10yr UCITS ETF USD (Acc)
lse,CBU3.L,iShares $ TreasuryBond 1-3yr UCITS ETF USD (Acc) B
lse,CBU7.L,iShares $ Treasury Bond 3-7yr UCITS ETF USD (Acc)
lse,CBUS5Ss.TRE,UBS ETFBlmbrgBrcls US LiqCorp1-5 Yr UCI ETF(USD)Ad
lse,CBUSSs.TRE,UBS ETF-Bloomberg Brcls US Liq Corp UCI ETF(USD)Ad
lse,CBUY.L,Cloudbuy PLC
lse,CC1de.TRE,CONSUS Real Estate AG
lse,CC1G.L,Amundi ETF MSCI China UCITS ETF - EUR
lse,CC1pa.TRE,Amundi ETF MSCI China UCITS ETF - EUR
lse,CC1U.L,Amundi ETF MSCI China UCITS ETF - EUR
lse,CC4pa.TRE,Amundi ETF Euro Corporates UCITS ETF(C)
lse,CC5f.TRE,Coca-Cola Bottling Co Consolidated
lse,CCAGde.TRE,Corestate Capital Holding SA
lse,CCAU.L,iShares MSCI Canada UCITS ETF USD (Acc)
lse,CCBO.L,WisdomTree AT1 CoCo Bond UCITS ETF USD Acc
lse,CCC3de.TRE,Coca-Cola Co
lse,CCCHASs.TRE,UBS ETFs plc - CMCI Comp SF UCITS ETF (USD) A-acc
lse,CCC.L,Computacenter PLC
lse,CCCl.TRE,Computacenter PLC
lse,CCCwa.TRE,CCC SA
lse,CCEUASmi.TRE,UBS ETFs plc - CMCI Comp SF UCITS ETF (USD) A-acc
lse,CCFS.L,Charter Court Financial Services Group PLC
lse,CCFSl.TRE,Charter Court Financial Services Group PLC
lse,CCH.L,Coca Cola HBC AG
lse,CCJf.TRE,Cincinnati Financial Corp
lse,CCJI.L,CC Japan Income and Growth Trust PLC
lse,CCL.L,Carnival PLC
lse,CCLl.TRE,Carnival PLC
lse,CCMG.L,CBK CCBI RQFII Money Market UCITS ETF A RMB
lse,CCMR.L,CBK CCBI RQFII Money Market UCITS ETF A RMB
lse,CCPE.L,CVC Credit Partners European Opportunities Ltd
lse,CCPG.L,CVC Credit Partners European Opportunities Ltd
lse,CCP.L,Celtic PLC
lse,CCPpa.L,Celtic PLC
lse,CCPp.L,Celtic PLC
lse,CCSL.L,Chenavari Capital Solutions Ltd
lse,CCT.L,Character Group PLC
lse,CCUSASs.TRE,UBS ETFs plc - CMCI Comp SF UCITS ETF (USD) A-acc
lse,CD6.L,AmundiETF MSCI Eup Consumer Discret UCITS (C/D)
lse,CD8pa.TRE,Amundi ETF MSCI Emu High Dividend UCITS ETF
lse,CD91de.TRE,ComStage NYSE Arca Gold BUGS UCITS ETF
lse,CDCG.L,Lyxor UCITS ETF MSCI Wld Cons Discret TR C-EUR
lse,CDFF.L,Cardiff Property PLC
lse,CDICf.TRE,CDTi Advanced Materials Inc
lse,CDI.L,Candover Investments PLC
lse,CDIpa.TRE,Christian Dior SE
lse,CDIS.L,SPDR MSCI Europe Consumer Discr UCITS ETF
lse,CDM1de.TRE,Coeur Mining Inc
lse,CDPP.L,ETFS Foreign Exchange Ltd
lse,CDRmc.TRE,Codere SA
lse,CDRwa.TRE,CD Projekt SA
lse,CDSf.TRE,Cadence Design Systems Inc
lse,CE01.L,iShares Govt Bond 7-10yr UCITS ETF EUR (Acc)
lse,CE2de.TRE,CropEnergies AG
lse,CE31.L,iShares Govt Bond 1-3yr UCITS ETF EUR (Acc)
lse,CE71.L,iShares Govt Bond 3-7yr UCITS ETF EUR (Acc)
lse,CE8pa.TRE,Amundi ETF MSCI World Ex Europe UCITS ETF - EUR
lse,CE9G.L,Amundi ETF MSCI East Europe ExRussia UCITS ETF EUR
lse,CE9pa.TRE,Amundi ETF MSCI East Europe ExRussia UCITS ETF EUR
lse,CE9U.L,Amundi ETF MSCI East Europe ExRussia UCITS ETF EUR
lse,CEA1.L,iShares MSCI EM Asia UCITS ETF USD (Acc)
lse,CECde.TRE,Ceconomy AG
lse,CECD.L,Lyxor Eastern Europe (CECE NTR EUR) UCITS ETF CEUR
lse,CECL.L,Lyxor Eastern Europe (CECE NTR EUR) UCITS ETF CEUR
lse,CELLNKBst.TRE,Cellink AB
lse,CEMA.L,iShares MSCI EM Asia UCITS ETF USD (Acc)
lse,CEMG.L,iShares MSCI EM ConsumerGrowth UCITS ETF USD (Acc)
lse,CEmi.TRE,Credito Emiliano SpA
lse,CEPSf.TRE,CTI Biopharma Corp
lse,CEPS.L,Ceps PLC
lse,CER.L,Cerillion PLC
lse,CERNvi.TRE,Cerner Corp
lse,CERP.L,Columbus Energy Resources PLC
lse,CERVmi.TRE,Cerved Group SpA
lse,CES1.L,iShares MSCI EMU Small Cap UCITS ETF EUR (Acc)
lse,CEU0.L,iShares MSCI EMU UCITS ETF EUR (Acc)
lse,CEU1.L,iShares MSCI EMU UCITS ETF EUR (Acc)
lse,CEUpa.TRE,Amundi ETF MSCI Europe UCITS ETF (C)
lse,CEUS.L,iShares MSCI EMU Small Cap UCITS ETF EUR (Acc)
lse,CEVde.TRE,Centrotec Sustainable AG
lse,CEY.L,Centamin PLC
lse,CEYl.TRE,Centamin PLC
lse,CEZpr.TRE,CEZ as
lse,CFEBbr.TRE,Aannemingsmaatschappij Cfe NV
lse,CFHSl.TRE,Cathay Financial Holding Co Ltd
lse,CFXf.TRE,Capital One Financial Corp
lse,CFX.L,Colefax Group PLC
lse,CFXUHY.L,db x-tr.USD Hi Yield Corporate Bd UCITS ETF (DR)1D
lse,CFYN.L,Caffyns PLC
lse,CG1.L,Amundi ETF DAX UCITS ETF
lse,CG3de.TRE,Celgene Corp
lse,CGB.L,db x-tr II Harvest CSI ChinaSovBd UCITS ETF (DR)1D
lse,CGCBVhe.TRE,Cargotec Oyj
lse,CGEO.L,Georgia Capital PLC
lse,CGGpa.TRE,CGG SA
lse,CGH.L,Chaart Gold Holdings Ltd
lse,CGIq.L,Canadian General Investments Ltd
lse,CGLO.L,Chagala Group Ltd
lse,CGNf.TRE,Cigna Corp
lse,CGNR.L,Conroy Gold and Natural Resources PLC
lse,CGS.L,Castings PLC
lse,CGT.L,Capital Gearing Trust PLC
lse,CGZf.TRE,Cognex Corp
lse,CH1Af.TRE,C.H. Robinson Worldwide Inc
lse,CH5.L,Amundi ETF MSCI Europe Healthcare UCITS ETF
lse,CHA.L,Concha PLC
lse,CHAL.L,Challenger Acquisitions Ltd
lse,CHARC.L,Chariot Oil and Gas Ltd
lse,CHCH.L,Churchill China PLC
lse,CHDVDzchi.TRE,iShares Swiss Dividend (CH)
lse,CHEq.L,Gruppa Cherkizovo PAO
lse,CHERbst.TRE,Cherry AB (publ)
lse,CHGB.L,ETFS Short CHF Long GBP
lse,CHG.L,Chemring Group PLC
lse,CHIC.L,ICBCCS WisdomTree S&P China500 UCITS ETF B USD Dis
lse,CHIP.L,ICBCCS WisdomTree S&P China500 UCITS ETF B USD Dis
lse,CHKPvi.TRE,Check Point Software Technologies Ltd
lse,CHLP.L,ETFS Foreign Exchange Ltd
lse,CHLV.L,Chelverton Growth Trust PLC
lse,CHMFmm.TRE,Severstal' PAO
lse,CHMpa.TRE,Lyxor Stoxx Europe 600 Chemicals UCITS ETF
lse,CHNA.L,CSOP Source FTSE China A50 ETF
lse,CHNP.L,CSOP Source FTSE China A50 ETF
lse,CHQ1f.TRE,Cheniere Energy Inc
lse,CHRco.TRE,Chr Hansen Holding A/S
lse,CHRT.L,Cohort PLC
lse,CHSPIs.TRE,iShares Core SPI  (CH)
lse,CHTRvi.TRE,Charter Communications Inc
lse,CHVde.TRE,Chevron Corp
lse,CHZNq.L,Chelyabinskiy Tsinkovyi Zavod PAO
lse,CI1.L,Amundi ETF MSCI Italy UCITS ETF
lse,CI2G.L,Amundi ETF MSCI India UCITS ETF - EUR
lse,CI2pa.TRE,Amundi ETF MSCI India UCITS ETF - EUR
lse,CI2U.L,Amundi ETF MSCI India UCITS ETF - EUR
lse,CI3pa.TRE,Amundi ETF Euro Inflation UCITS ETF(C)
lse,CI5Af.TRE,Criteo SA
lse,CIC.L,Conygar Investment Co PLC
lse,CIC_p.L,Regional Reit ZDP PLC
lse,CIE1f.TRE,Ciena Corp
lse,CIEmc.TRE,CIE Automotive SA
lse,CIFRi.L,Carador Income Fund PLC
lse,CIFu.L,Carador Income Fund PLC
lse,CIHf.TRE,Finning International Inc
lse,CIHL.L,Caribbean Investment Holdings Ltd
lse,CIMCOst.TRE,Cimco Marine AB
lse,CIND.L,iShares DowJones Industrial Avg UCITS ETF USD(Acc)
lse,CINEg.L,Cineworld Group PLC
lse,CINE.L,Cineworld Group PLC
lse,CINEn.L,Cineworld Group PLC
lse,CINNst.TRE,Cinnober Financial Technology AB
lse,CIP.L,CIP Merchant Capital Ltd
lse,CIRCI.L,Circassia Pharmaceuticals PLC
lse,CISde.TRE,Cisco Systems Inc
lse,CIT2.L,LEVERAGE SHARES 2X CITIGROUP ETP
lse,CITYC.L,CityFibre Infrastructure Holdings PLC
lse,CITY.L,City of London Group PLC
lse,CJ1G.L,Amundi ETF MSCI Japan UCITS ETF DR - EUR
lse,CJ1pa.TRE,Amundi ETF MSCI Japan UCITS ETF DR - EUR
lse,CJ1U.L,Amundi ETF MSCI Japan UCITS ETF DR - EUR
lse,CJ6f.TRE,Cameco Corp
lse,CJPU.L,iShares MSCI Japan UCITS ETF USD (Acc)
lse,CK0f.TRE,Coca-Cola European Partners PLC
lse,CK3f.TRE,Cars.com Inc
lse,CKN.L,Clarkson PLC
lse,CKNl.TRE,Clarkson PLC
lse,CL2pa.TRE,Amundi ETF Leveraged MSCI Usa Daily UCITS ETF EUR
lse,CL4pa.TRE,Amundi ETF Leveraged CAC 40 Daily UCITS ETF
lse,CLABst.TRE,Cloetta AB
lse,CLASBst.TRE,Clas Ohlson AB
lse,CLCCA.L,Calculus VCT PLC
lse,CLCN.L,Calculus VCT PLC
lse,CLDN.L,Caledonia Investments PLC
lse,CLG.L,Clipper Logistics PLC
lse,CLHf.TRE,Cardinal Health Inc
lse,CLIG.L,City of London Investment Group PLC
lse,CLINC.L,Clinigen Group PLC
lse,CLINl.TRE,Clinigen Group PLC
lse,CLL.L,Cello Group plc
lse,CLLNl.TRE,Carillion PLC
lse,CLNR.L,Cluff Natural Resources PLC
lse,CLNXmc.TRE,Cellnex Telecom SA
lse,CLON.L,Clontarf Energy PLC
lse,CLPC.L,Clear Leisure PLC
lse,CLS1h.TRE,McKesson Europe AG
lse,CLSH.L,CLS Holdings PLC
lse,CLSU.L,ClearStar Inc
lse,CLTV.L,Cellcast PLC
lse,CM9pa.TRE,Amundi ETF MSCI World Ex EMU UCITS ETF - C/D
lse,CMB1.L,iShares FTSE MIB UCITS ETF EUR (Acc)
lse,CMBC.L,Cambria Africa PLC
lse,CMBG.L,UBS AG (London Branch)
lse,CMBNC.L,Cambian Group PLC
lse,CMBU.L,UBS AG (London Branch)
lse,CMCf.TRE,JPMorgan Chase & Co
lse,CMCIL.L,UBS AG (London Branch)
