#RIC,Date[G],Time[G],GMT Offset,Type,Description,CUSIP Code,SEDOL,Common Code,ISIN Code,Issue Classification,Exchange Identification,Currency Code,Trading Status,Directory Company Name,Industrial Classification Code,Organisation ID ORGID,Organisation Display Name,Organisation Geographical Unit,Australia Code,Austria Code,Belgium Code,France Code Sicovam,Wertpapier WM,Japan Code SICC,Netherlands Code,Rio De Janeiro Code,Sao Paulo Code,Switzerland Code VALOREN,Taiwan Code,Hong Kong Code,Malaysia Code,Singapore Code,Primary Issue Level Code PILC,Finsbury Company Code,ISO CFI Code,Primary RIC Edcoid,New MSCI Industrial Classification Code GICS,Dow Jones Stoxx Industrial Classification Code,FTSE Industrial Classification Code,PE Code,Quotron Symbol,New Belgian Code,Market Identifier Code MIC,Official Place Of Listing OPOL,Asset Categories,Primary Trading RIC,Ticker Symbol,Issue Long Name,RBSS Code,MiFID Indicator,CFI Code,Place Of Listing,Primary Reference Market Quote,Primary Execution Venue,Market Segment Name,Market MIC,Organizational Identifier of the Competent Regulatory Authority,CESR EEA Regulated,CESR Most Relevant Market,CESR Average Daily Turnover,CESR Average Daily Turnover Currency,CRA Average Daily Turnover,CRA Average Daily Turnover Currency,CESR Average Value Of Orders Executed,CESR Average Value Of Orders Executed Currency,CRA Average Value Of Orders Executed,CRA Average Value Of Orders Executed Currency,CESR Free Float,CESR Free Float Currency,CRA Free Float,CRA Free Float Currency,CESR Standard Market Size,CESR Standard Market Size Currency,New Netherlands Code,Round Lot Size,Reuters Classification Scheme
1AALL34.SA,16-JUN-2018,,,Equities,AMERICAN AIRLINES GROUP INC BDR,N/P,N/P,,BRAALLBDR003,,SAO,BRL,1,American Airlines Group Inc,,18175,American Airline,USA,,,,,,,,,,,,,,,141019335,AMAIR,,AAL.OQ,,,,5091,,,,,DRC,,AALL34,American Airlines Group Inc BDR,1267,,EDSXPR,,,,Bovespa,BVMF,,N,,,,,,,,,,,,,,,,,100,BDR
1AALL34F.SA,16-JUN-2018,,,Equities,AMERICAN AIRLINES GROUP INC BDR,N/P,N/P,,BRAALLBDR003,,SAO,BRL,1,American Airlines Group Inc,,18175,American Airline,USA,,,,,,,,,,,,,,,141019335,AMAIR,,AAL.OQ,,,,5091,,,,,DRC,,AALL34F,American Airlines Group Inc BDR,1267,,EDSXPR,,,,Bovespa,BVMF,,N,,,,,,,,,,,,,,,,,100,BDR
1AALR3.SA,16-JUN-2018,,,Equities,CENTRO DE IMAGEM DIAGNOSTICOS ORD,N/P,N/P,,BRAALRACNOR6,,SAO,BRL,1,Centro de Imagem Diagnosticos SA,,113267217,Centro de Imagem,BRA,,,,,,,,,,,,,,,141498996,,,AALR3.SA,,,,5091,,,,,ORD,,AALR3,Centro de Imagem Diagnosticos Ord Shs,1722,,ESVUFR,,,,Bovespa,BVMF,,N,,,,,,,,,,,,,,,,,100,ORD
1AALR3F.SA,16-JUN-2018,,,Equities,CENTRO DE IMAGEM DIAGNOSTICOS ORD,N/P,N/P,,BRAALRACNOR6,,SAO,BRL,1,Centro de Imagem Diagnosticos SA,,113267217,Centro de Imagem,BRA,,,,,,,,,,,,,,,141498996,,,AALR3.SA,,,,5091,,,,,ORD,,AALR3F,Centro de Imagem Diagnosticos Ord Shs,1722,,ESVUFR,,,,Bovespa,BVMF,,N,,,,,,,,,,,,,,,,,100,ORD
1AAPL34.SA,16-JUN-2018,,,Equities,APPLE BDR,N/P,N/P,,BRAAPLBDR004,,SAO,BRL,1,Apple Inc,,19775,Apple,USA,,,,,,,,,AAPL3,,,,,,112660241,APPLC,,AAPL.OQ,,,,5091,,,,,DRC,,AAPL34,Apple BDR,1769,MIFID-E,EDSXPR,,,,Bovespa,BVMF,,N,,,,,,,,,,,,,,,,,,BDR
1AAPL34F.SA,16-JUN-2018,,,Equities,APPLE BDR,N/P,N/P,,BRAAPLBDR004,,SAO,BRL,1,Apple Inc,,19775,Apple,USA,,,,,,,,,AAPL3,,,,,,112660241,APPLC,,AAPL.OQ,,,,5091,,,,,DRC,,1AAPL34F,Apple BDR,1769,MIFID-E,EDSXPR,,,,Bovespa,BVMF,,N,,,,,,,,,,,,,,,,,,BDR
1ABBV34.SA,16-JUN-2018,,,Equities,ABBVIE INC BDR,N/P,N/P,,BRABBVBDR001,,SAO,BRL,1,AbbVie Inc,,112105472,AbbVie,USA,,,,,,,,,,,,,,,139584911,,,ABBV.N,,,,5091,,,,,DRC,,ABBV34,Abbvie Inc BDR,1730,MIFID-E,EDSXPR,,,,Bovespa,BVMF,,N,,,,,,,,,,,,,,,,,100,BDR
1ABBV34F.SA,16-JUN-2018,,,Equities,ABBVIE INC BDR,N/P,N/P,,BRABBVBDR001,,SAO,BRL,1,AbbVie Inc,,112105472,AbbVie,USA,,,,,,,,,,,,,,,139584911,,,ABBV.N,,,,5091,,,,,DRC,,ABBV34F,Abbvie Inc BDR,1730,MIFID-E,EDSXPR,,,,Bovespa,BVMF,,N,,,,,,,,,,,,,,,,,100,BDR
1ABCB4F.SA,16-JUN-2018,,,Equities,BANCO ABC BRASIL PRF,N/P,N/P,,BRABCBACNPR4,,SAO,BRL,1,Banco ABC Brasil SA,,138001,ABC Brasil,BRA,,,,,A0M220,,,,ABCB4,,,,,,104530224,BABCBR,,ABCB4.SA,,,,5091,,,,,PRF,,1ABCB4F,Banco ABC Brasil Pref Shs,1615,,EPNNPR,,,,Bovespa,BVMF,,N,,,,,,,,,,,,,,,,,100,PRF
1ABCP11F.SA,16-JUN-2018,,,Equities,FDO INV IMOB GRAND PLAZA SHOP CF,N/P,N/P,,BRABCPCTF000,,SAO,BRL,1,FI Imobiliario Grand Plaza Shopping,,105892064,FII Grand Plaza,BRA,,,,,,,,,ABCP1,,,,,,100961215,,,ABCP11.SA,,,,5091,,,,,ECL,,1ABCP11F,FI Imobiliario Grand Plaza Shopping,,,CICIRU,,,,Bovespa,BVMF,,N,,,,,,,,,,,,,,,,,1,CEF
1ABEV3.SA,16-JUN-2018,,,Equities,AMBEV ORD,N/P,N/P,,BRABEVACNOR1,,SAO,BRL,1,Ambev SA,,106741612,Ambev,BRA,,,,,A1W8BB,,,,ABEV3,,,,,,115941994,,,ABEV3.SA,,,,5091,,,,,ORD,,ABEV3,Ambev Ord Shs,1525,,ESVUFR,,,,Bovespa,BVMF,,N,,,,,,,,,,,,,,,,,100,ORD
1ABEV3F.SA,16-JUN-2018,,,Equities,AMBEV ORD,N/P,N/P,,BRABEVACNOR1,,SAO,BRL,1,Ambev SA,,106741612,Ambev,BRA,,,,,A1W8BB,,,,ABEV3,,,,,,115941994,,,ABEV3.SA,,,,5091,,,,,ORD,,ABEV3F,Ambev Ord Shs,1525,,ESVUFR,,,,Bovespa,BVMF,,N,,,,,,,,,,,,,,,,,100,ORD
1ABTT34.SA,16-JUN-2018,,,Equities,ABBOTT LABORATORIES BDR,N/P,N/P,,BRABTTBDR007,,SAO,BRL,1,Abbott Laboratories,,18176,Abbott,USA,,,,,,,,,ABTT3,,,,,,117522735,ABOTLB,,ABT.N,,,,5091,,,,,DRC,,ABTT34,Abbott Laboratories BDR,1729,MIFID-E,EDSXPR,,,,Bovespa,BVMF,,N,,,,,,,,,,,,,,,,,,BDR
1ABTT34F.SA,16-JUN-2018,,,Equities,ABBOTT LABORATORIES BDR,N/P,N/P,,BRABTTBDR007,,SAO,BRL,1,Abbott Laboratories,,18176,Abbott,USA,,,,,,,,,ABTT3,,,,,,117522735,ABOTLB,,ABT.N,,,,5091,,,,,DRC,,1ABTT34F,Abbott Laboratories BDR,1729,MIFID-E,EDSXPR,,,,Bovespa,BVMF,,N,,,,,,,,,,,,,,,,,,BDR
1ACNB34.SA,16-JUN-2018,,,Equities,ACCENTURE PLC BDR,N/P,N/P,,BRACNBBDR006,,SAO,BRL,1,Accenture PLC,,159602,Accenture,IRL,,,,,,,,,ACNB3,,,,,,134817501,ANDAC,,ACN.N,,,,5091,,,,,DRC,,ACNB34,Accenture Plc Bdr,1790,,EDSXPR,,,,Bovespa,BVMF,,N,,,,,,,,,,,,,,,,,100,DRC
1ACNB34F.SA,16-JUN-2018,,,Equities,ACCENTURE PLC BDR,N/P,N/P,,BRACNBBDR006,,SAO,BRL,1,Accenture PLC,,159602,Accenture,IRL,,,,,,,,,ACNB3,,,,,,134817501,ANDAC,,ACN.N,,,,5091,,,,,DRC,,ACNB34F,Accenture Plc Bdr,1790,,EDSXPR,,,,Bovespa,BVMF,,N,,,,,,,,,,,,,,,,,100,DRC
1ADHM3.SA,16-JUN-2018,,,Equities,ADVANCED DIGITAL HEALTH MEDICINA PRE,N/P,N/P,,BRADHMACNOR9,,SAO,BRL,1,Advanced Digital Health Medicina Preventiva SA,,106813914,Advanced Digital,BRA,,,,,A2DJ9A,,,,SWET3,,,,,,133094743,,,ADHM3.SA,,,,5091,,,,,ORD,,ADHM3,Advanced Digital Health Medicina Preventiva Ord Shs,1717,,ESVUFR,,,,Bovespa,BVMF,,N,,,,,,,,,,,,,,,,,100,ORD
1ADHM3F.SA,16-JUN-2018,,,Equities,ADVANCED DIGITAL HEALTH MEDICINA PRE,N/P,N/P,,BRADHMACNOR9,,SAO,BRL,1,Advanced Digital Health Medicina Preventiva SA,,106813914,Advanced Digital,BRA,,,,,A2DJ9A,,,,SWET3,,,,,,133094743,,,ADHM3.SA,,,,5091,,,,,ORD,,ADHM3F,Advanced Digital Health Medicina Preventiva Ord Shs,1717,,ESVUFR,,,,Bovespa,BVMF,,N,,,,,,,,,,,,,,,,,100,ORD
1AEFI11F.SA,16-JUN-2018,,,Equities,FDO INV IMOB AESAPAR ETF,N/P,N/P,,BRAEFICTF002,,SAO,BRL,1,Aesapar Fundo de Investimento Imobiliario FII,,111680819,Aesapar FII,BRA,,,,,,,,,AEFI1,,,,,,116859268,,,AEFI11.SA,,,,5091,,,,,ECL,,AEFI11F,Aesapar FI Imobiliario,1694,,CICIRU,,,,Bovespa,BVMF,,N,,,,,,,,,,,,,,,,,1,CEF
1AELP3.SA,16-JUN-2018,,,Equities,AES ELPAS ORD,N/P,N/P,,BRAELPACNOR2,,SAO,BRL,1,AES Elpa SA,,172600,AES Elpa,BRA,,,,,,,,,AELP3,,,,,,12469136,AESELP,,AELP3.SA,,,,5091,,,,,ORD,,AELP3,Aes Elpa Ord Shs,1823,,ESVUFR,,,,Bovespa,BVMF,,N,,,,,,,,,,,,,,,,,100,ORD
1AELP3F.SA,16-JUN-2018,,,Equities,AES ELPAS ORD,N/P,N/P,,BRAELPACNOR2,,SAO,BRL,1,AES Elpa SA,,172600,AES Elpa,BRA,,,,,,,,,AELP3,,,,,,12469136,AESELP,,AELP3.SA,,,,5091,,,,,ORD,,1AELP3F,Aes Elpa Ord Shs,1823,,ESVUFR,,,,Bovespa,BVMF,,N,,,,,,,,,,,,,,,,,100,ORD
1AETB34.SA,16-JUN-2018,,,Equities,AETNA INC BDR,N/P,N/P,,BRAETBBDR009,,SAO,BRL,1,Aetna Inc,,18177,Aetna,USA,,,,,,,,,,,,,,,141933690,AETLA,,AET.N,,,,5091,,,,,DRC,,AETB34,Aetna Inc BDR,1727,MIFID-E,EDSXPR,,,,Bovespa,BVMF,,N,,,,,,,,,,,,,,,,,100,BDR
1AETB34F.SA,16-JUN-2018,,,Equities,AETNA INC BDR,N/P,N/P,,BRAETBBDR009,,SAO,BRL,1,Aetna Inc,,18177,Aetna,USA,,,,,,,,,,,,,,,141933690,AETLA,,AET.N,,,,5091,,,,,DRC,,AETB34F,Aetna Inc BDR,1727,MIFID-E,EDSXPR,,,,Bovespa,BVMF,,N,,,,,,,,,,,,,,,,,100,BDR
1AFLT3.SA,16-JUN-2018,,,Equities,AFLUENTE TRANS ENER ELETRICA ORD,N/P,N/P,,BRAFLTACNOR1,,SAO,BRL,1,Afluente Transmissao de Energia Eletrica SA,,107149413,Afluente,BRA,,,,,A1131Z,,,,AFLT3,,,,,,112813347,,,AFLT3.SA,,,,5091,,,,,ORD,,AFLT3,Afluente Transmissao de Energia Eletrica Ord Shs,1822,,ESVUFR,,,,Bovespa,BVMF,,N,,,,,,,,,,,,,,,,,100,ORD
1AFLT3F.SA,16-JUN-2018,,,Equities,AFLUENTE TRANS ENER ELETRICA ORD,N/P,N/P,,BRAFLTACNOR1,,SAO,BRL,1,Afluente Transmissao de Energia Eletrica SA,,107149413,Afluente,BRA,,,,,A1131Z,,,,AFLT3,,,,,,112813347,,,AFLT3.SA,,,,5091,,,,,ORD,,1AFLT3F,Afluente Transmissao de Energia Eletrica Ord Shs,1822,,ESVUFR,,,,Bovespa,BVMF,,N,,,,,,,,,,,,,,,,,100,ORD
1AGCX11F.SA,16-JUN-2018,,,Equities,FDO INV IMOB AGENCIAS CAIXA ETF,N/P,N/P,,BRAGCXCTF003,,SAO,BRL,1,FII Imobiliario Agencias Caixa,,112547464,FII Imobiliario,BRA,,,,,,,,,AGCX1,,,,,,120022018,,,AGCX11.SA,,,,5091,,,,,ECL,,AGCX11F,FII Imobiliario Agencias Caixa,,,CICIRU,,,,Bovespa,BVMF,,N,,,,,,,,,,,,,,,,,1,CEF
1AGRO3.SA,16-JUN-2018,,,Equities,BRASILAGRO ORD,N/P,N/P,,BRAGROACNOR7,,SAO,BRL,1,Brasilagro Companhia Brasileira de Propriedades Agricolas,,101599033,Brasilagro,BRA,,,,,A0MQ64,,,,AGRO3,,,,,,102380626,BRZAGR,,AGRO3.SA,,,,5091,,,,,ORD,,AGRO3,BrasilAgro Ord Shs,1537,,ESVUFR,,,,Bovespa,BVMF,,N,,,,,,,,,,,,,,,,,100,ORD
1AGRO3F.SA,16-JUN-2018,,,Equities,BRASILAGRO ORD,N/P,N/P,,BRAGROACNOR7,,SAO,BRL,1,Brasilagro Companhia Brasileira de Propriedades Agricolas,,101599033,Brasilagro,BRA,,,,,A0MQ64,,,,AGRO3,,,,,,102380626,BRZAGR,,AGRO3.SA,,,,5091,,,,,ORD,,1AGRO3F,BrasilAgro Ord Shs,1537,,ESVUFR,,,,Bovespa,BVMF,,N,,,,,,,,,,,,,,,,,100,ORD
1AHEB3.SA,16-JUN-2018,,,Equities,ANHEMBI TUR ORD,N/P,N/P,,BRAHEBACNOR0,,SAO,BRL,1,Sao Paulo Turismo SA,,50601,Sao Paulo Turism,BRA,,,,,A0YKDK,,,,AHEB3,,,,,,909432,ATEEC,,AHEB3.SA,,,,5091,,,,,ORD,,AHEB3,Sao Paulo Turismo Ord Shs,1421,,ESVUFR,,,,Bovespa,BVMF,,N,,,,,,,,,,,,,,,,,100,ORD
1AHEB3F.SA,16-JUN-2018,,,Equities,ANHEMBI TUR ORD,N/P,N/P,,BRAHEBACNOR0,,SAO,BRL,1,Sao Paulo Turismo SA,,50601,Sao Paulo Turism,BRA,,,,,A0YKDK,,,,AHEB3,,,,,,909432,ATEEC,,AHEB3.SA,,,,5091,,,,,ORD,,1AHEB3F,Sao Paulo Turismo Ord Shs,1421,,ESVUFR,,,,Bovespa,BVMF,,N,,,,,,,,,,,,,,,,,100,ORD
1AHEB5F.SA,16-JUN-2018,,,Equities,ANHEMBI TUR A PRF,N/P,N/P,,BRAHEBACNPA3,,SAO,BRL,1,Sao Paulo Turismo SA,,50601,Sao Paulo Turism,BRA,,,,,,,,,AHEB5,,,,,,909430,ATEEC,,AHEB3.SA,,,,5091,,,,,PRF,,1AHEB5F,Sao Paulo Turismo Class A Pref Shs,1421,,EPNNPR,,,,Bovespa,BVMF,,N,,,,,,,,,,,,,,,,,100,PRF
1AHEB6F.SA,16-JUN-2018,,,Equities,ANHEMBI TUR B PRF,N/P,N/P,,BRAHEBACNPB1,,SAO,BRL,1,Sao Paulo Turismo SA,,50601,Sao Paulo Turism,BRA,,,,,,,,,AHEB6,,,,,,909431,ATEEC,,AHEB3.SA,,,,5091,,,,,PRF,,1AHEB6F,Sao Paulo Turismo Class B Pref Shs,1421,,EPNNPR,,,,Bovespa,BVMF,,N,,,,,,,,,,,,,,,,,100,PRF
1AIGB34.SA,16-JUN-2018,,,Equities,AMERICAN INTERNATIONAL GROUP BDR,N/P,N/P,,BRAIGBBDR007,,SAO,BRL,1,American International Group Inc,,19525,AIG,USA,,,,,,,,,,,,,,,141933689,AIU,,AIG.N,,,,5091,,,,,DRC,,AIGB34,American International Group BDR,1654,MIFID-E,EDSXPR,,,,Bovespa,BVMF,,N,,,,,,,,,,,,,,,,,100,BDR
1AIGB34F.SA,16-JUN-2018,,,Equities,AMERICAN INTERNATIONAL GROUP BDR,N/P,N/P,,BRAIGBBDR007,,SAO,BRL,1,American International Group Inc,,19525,AIG,USA,,,,,,,,,,,,,,,141933689,AIU,,AIG.N,,,,5091,,,,,DRC,,AIGB34F,American International Group BDR,1654,MIFID-E,EDSXPR,,,,Bovespa,BVMF,,N,,,,,,,,,,,,,,,,,100,BDR
1ALMI11F.SA,16-JUN-2018,,,Equities,FDO INV IMOB TORRE ALMIRANTE CF,N/P,N/P,,BRALMICTF003,,SAO,BRL,1,FI Imobiliario - FII Torre Almirante,,115611737,FI Imob FII Torr,BRA,,,,,,,,,ALMI1,,,,,,102134027,,,ALMI11.SA,,,,5091,,,,,ECL,,ALMI11F,Fundo De Investimento Imobiliario Torre Almirante Closed Fund,,,CICIRU,,,,Bovespa,BVMF,,N,,,,,,,,,,,,,,,,,1,CEF
1ALPA3.SA,16-JUN-2018,,,Equities,ALPARGATAS ORD,N/P,N/P,,BRALPAACNOR0,,SAO,BRL,1,Alpargatas SA,,46275,Alpargatas SA,BRA,,,,,A0NDWY,,,,ALPA3,,,,,,658164,SPALPG,,ALPA4.SA,,,,5091,,,,,ORD,,ALPA3,Alpargatas Ord Shs,1344,,ESVUFR,,,,Bovespa,BVMF,,N,,,,,,,,,,,,,,,,,100,ORD
1ALPA3F.SA,16-JUN-2018,,,Equities,ALPARGATAS ORD,N/P,N/P,,BRALPAACNOR0,,SAO,BRL,1,Alpargatas SA,,46275,Alpargatas SA,BRA,,,,,A0NDWY,,,,ALPA3,,,,,,658164,SPALPG,,ALPA4.SA,,,,5091,,,,,ORD,,1ALPA3F,Alpargatas Ord Shs,1344,,ESVUFR,,,,Bovespa,BVMF,,N,,,,,,,,,,,,,,,,,100,ORD
1ALPA4F.SA,16-JUN-2018,,,Equities,ALPARGATAS PRF,N/P,N/P,,BRALPAACNPR7,,SAO,BRL,1,Alpargatas SA,,46275,Alpargatas SA,BRA,,,,,909167,,,,ALPA4,,,,,,658163,SPALPG,,ALPA4.SA,,,,5091,,,,,PRF,,1ALPA4F,Sao Paulo Alpargatas Pref Shs,1344,,EPNNPR,,,,Bovespa,BVMF,,N,,,,,,,,,,,,,,,,,100,PRF
1ALSC3.SA,16-JUN-2018,,,Equities,ALIANSCE SHOPPING CENTERS ORD,N/P,N/P,,BRALSCACNOR0,,SAO,BRL,1,Aliansce Shopping Centers SA,,103048826,Aliansce Shop,BRA,,,,,,,,,ALSC3,,,,,,104572156,ALISHO,,ALSC3.SA,,,,5091,,,,,ORD,,ALSC3,Aliansce Shopping Centers Ord Shs,1670,,ESVUFR,,,,Bovespa,BVMF,,N,,,,,,,,,,,,,,,,,100,ORD
1ALSC3F.SA,16-JUN-2018,,,Equities,ALIANSCE SHOPPING CENTERS ORD,N/P,N/P,,BRALSCACNOR0,,SAO,BRL,1,Aliansce Shopping Centers SA,,103048826,Aliansce Shop,BRA,,,,,,,,,ALSC3,,,,,,104572156,ALISHO,,ALSC3.SA,,,,5091,,,,,ORD,,1ALSC3F,Aliansce Shopping Centers Ord Shs,1670,,ESVUFR,,,,Bovespa,BVMF,,N,,,,,,,,,,,,,,,,,100,ORD
1ALUP11F.SA,16-JUN-2018,,,Equities,ALUPAR UNT,N/P,N/P,,BRALUPCDAM15,,SAO,BRL,1,Alupar Investimento SA,,105575090,Alupar,BRA,,,,,A1W6FJ,,,,ALUP1,,,,,,121678711,,,ALUP11.SA,,,,5091,,,,,UNT,,ALUP11F,Alupar Investimento Units,1822,,EMXXXR,,,,Bovespa,BVMF,,N,,,,,,,,,,,,,,,,,100,BRAZILUNT
1ALUP3.SA,16-JUN-2018,,,Equities,ALUPAR ORD,N/P,N/P,,BRALUPACNOR8,,SAO,BRL,1,Alupar Investimento SA,,105575090,Alupar,BRA,,,,,A1T9QN,,,,ALUP3,,,,,,121678710,,,ALUP11.SA,,,,5091,,,,,ORD,,ALUP3,Alupar Investimento Ord Shs,1822,,ESVUFR,,,,Bovespa,BVMF,,N,,,,,,,,,,,,,,,,,100,ORD
1ALUP3F.SA,16-JUN-2018,,,Equities,ALUPAR ORD,N/P,N/P,,BRALUPACNOR8,,SAO,BRL,1,Alupar Investimento SA,,105575090,Alupar,BRA,,,,,A1T9QN,,,,ALUP3,,,,,,121678710,,,ALUP11.SA,,,,5091,,,,,ORD,,ALUP3F,Alupar Investimento Ord Shs,1822,,ESVUFR,,,,Bovespa,BVMF,,N,,,,,,,,,,,,,,,,,100,ORD
1ALUP4F.SA,16-JUN-2018,,,Equities,ALUPAR INVESTIMENTOS PRF,N/P,N/P,,BRALUPACNPR5,,SAO,BRL,1,Alupar Investimento SA,,105575090,Alupar,BRA,,,,,,,,,ALUP4,,,,,,106355927,,,ALUP11.SA,,,,5091,,,,,PRF,,ALUP4F,Alupar Investimentos Pref Shs,1822,,EPNNPR,,,,Bovespa,BVMF,,N,,,,,,,,,,,,,,,,,100,PRF
1ALZR11F.SA,16-JUN-2018,,,Equities,FDO INV IMOB ALIANZA TRUST RENDA IMO,N/P,N/P,,BRALZRCTF006,,SAO,BRL,1,Alianza Trust Renda Imobiliaria Fundo de Investimento Imobiliario FII,,116495235,Alianza FII,BRA,,,,,,,,,,,,,,,150761326,,,ALZR11.SA,,,,5091,,,,,ECL,,ALZR11F,Alianza Trust Renda Imobiliaria FII,1679,,CMXXXS,,,,Bovespa,BVMF,,N,,,,,,,,,,,,,,,,,1,CEF
1AMAR3.SA,16-JUN-2018,,,Equities,LOJAS MARISA ORD,N/P,N/P,,BRAMARACNOR4,,SAO,BRL,1,Marisa Lojas SA,,100912903,Marisa Lojas,BRA,,,,,A1C1MJ,,,,AMAR3,,,,,,105070224,LOJMAR,,AMAR3.SA,,,,5091,,,,,ORD,,AMAR3,Lojas Marisa Ord Shs,1464,,ESVUFR,,,,Bovespa,BVMF,,N,,,,,,,,,,,,,,,,,100,ORD
1AMAR3F.SA,16-JUN-2018,,,Equities,LOJAS MARISA ORD,N/P,N/P,,BRAMARACNOR4,,SAO,BRL,1,Marisa Lojas SA,,100912903,Marisa Lojas,BRA,,,,,A1C1MJ,,,,AMAR3,,,,,,105070224,LOJMAR,,AMAR3.SA,,,,5091,,,,,ORD,,1AMAR3F,Lojas Marisa Ord Shs,1464,,ESVUFR,,,,Bovespa,BVMF,,N,,,,,,,,,,,,,,,,,100,ORD
1AMGN34.SA,16-JUN-2018,,,Equities,AMGEN INC. BDR,N/P,N/P,,BRAMGNBDR004,,SAO,BRL,1,Amgen Inc,,19655,Amgen,USA,,,,,,,,,AMGN3,,,,,,117279368,AMGE,,AMGN.OQ,,,,5091,,,,,DRC,,AMGN34,Amgen Inc. BDR,1729,MIFID-E,EDSXPR,,,,Bovespa,BVMF,,N,,,,,,,,,,,,,,,,,,BDR
1AMGN34F.SA,16-JUN-2018,,,Equities,AMGEN INC. BDR,N/P,N/P,,BRAMGNBDR004,,SAO,BRL,1,Amgen Inc,,19655,Amgen,USA,,,,,,,,,AMGN3,,,,,,117279368,AMGE,,AMGN.OQ,,,,5091,,,,,DRC,,1AMGN34F,Amgen Inc. BDR,1729,MIFID-E,EDSXPR,,,,Bovespa,BVMF,,N,,,,,,,,,,,,,,,,,,BDR
1AMZO34.SA,16-JUN-2018,,,Equities,AMAZON BDR,N/P,N/P,,BRAMZOBDR002,,SAO,BRL,1,Amazon.com Inc,,114492,Amazon.com,USA,,,,,,,,,AMZO3,,,,,,115124644,AMZCOM,,AMZN.OQ,,,,5091,,,,,DRC,,AMZO34,Amazon BDR,1467,MIFID-E,EDSXPR,,,,Bovespa,BVMF,,N,,,,,,,,,,,,,,,,,,BDR
1AMZO34F.SA,16-JUN-2018,,,Equities,AMAZON BDR,N/P,N/P,,BRAMZOBDR002,,SAO,BRL,1,Amazon.com Inc,,114492,Amazon.com,USA,,,,,,,,,AMZO3,,,,,,115124644,AMZCOM,,AMZN.OQ,,,,5091,,,,,DRC,,1AMZO34F,Amazon BDR,1467,MIFID-E,EDSXPR,,,,Bovespa,BVMF,,N,,,,,,,,,,,,,,,,,,BDR
1ANDV34.SA,16-JUN-2018,,,Equities,ANDEAVOR BDR,N/P,N/P,,BRANDVBDR002,,SAO,BRL,1,Andeavor,,31870,Andeavor US,USA,,,,,,,,,ANDV3,,,,,,141019324,TSPTC,,ANDV.N,,,,5091,,,,,DRC,,ANDV34,Andeavor BDR,1010,MIFID-E,EDSXPR,,,,Bovespa,BVMF,,N,,,,,,,,,,,,,,,,,100,BDR
1ANDV34F.SA,16-JUN-2018,,,Equities,ANDEAVOR BDR,N/P,N/P,,BRANDVBDR002,,SAO,BRL,1,Andeavor,,31870,Andeavor US,USA,,,,,,,,,ANDV3,,,,,,141019324,TSPTC,,ANDV.N,,,,5091,,,,,DRC,,ANDV34F,Andeavor BDR,1010,MIFID-E,EDSXPR,,,,Bovespa,BVMF,,N,,,,,,,,,,,,,,,,,100,BDR
1ANIM3.SA,16-JUN-2018,,,Equities,GAEC EDUCACAO ORD,N/P,N/P,,BRANIMACNOR6,,SAO,BRL,1,Anima Holding SA,,111964573,Anima Holding,BRA,,,,,,,,,ANIM3,,,,,,123144514,,,ANIM3.SA,,,,5091,,,,,ORD,,ANIM3,Gaec Educacao Ord Shs,1600,,ESVUFR,,,,Bovespa,BVMF,,N,,,,,,,,,,,,,,,,,100,ORD
1ANIM3.SA,18-JUN-2018,,,Equities,GAEC EDUCACAO ORD,N/P,N/P,,BRANIMACNOR6,,SAO,BRL,1,Anima Holding SA,,111964573,Anima Hldg,BRA,,,,,,,,,ANIM3,,,,,,123144514,,,ANIM3.SA,,,,5091,,,,,ORD,,ANIM3,Gaec Educacao Ord Shs,1600,,ESVUFR,,,,Bovespa,BVMF,,N,,,,,,,,,,,,,,,,,100,ORD
1ANIM3F.SA,16-JUN-2018,,,Equities,GAEC EDUCACAO ORD,N/P,N/P,,BRANIMACNOR6,,SAO,BRL,1,Anima Holding SA,,111964573,Anima Holding,BRA,,,,,,,,,ANIM3,,,,,,123144514,,,ANIM3.SA,,,,5091,,,,,ORD,,ANIM3F,Gaec Educacao Ord Shs,1600,,ESVUFR,,,,Bovespa,BVMF,,N,,,,,,,,,,,,,,,,,100,ORD
1ANIM3F.SA,18-JUN-2018,,,Equities,GAEC EDUCACAO ORD,N/P,N/P,,BRANIMACNOR6,,SAO,BRL,1,Anima Holding SA,,111964573,Anima Hldg,BRA,,,,,,,,,ANIM3,,,,,,123144514,,,ANIM3.SA,,,,5091,,,,,ORD,,ANIM3F,Gaec Educacao Ord Shs,1600,,ESVUFR,,,,Bovespa,BVMF,,N,,,,,,,,,,,,,,,,,100,ORD
1APTI3.SA,16-JUN-2018,,,Equities,ALIPERTI ORD,N/P,N/P,,BRAPTIACNOR6,,SAO,BRL,1,Siderurgica JL Aliperti SA,,38284,Sider Aliperti,BRA,,,,,,,,,APTI3,,,,,,737641,ALPT,,APTI4.SA,,,,5091,,,,,ORD,,APTI3,Aliperti Ord Shs,1086,,ESVUFR,,,,Bovespa,BVMF,,N,,,,,,,,,,,,,,,,,100,ORD
