#RIC,Date[G],Time[G],GMT Offset,Type,Description,CUSIP Code,SEDOL,Common Code,ISIN Code,Issue Classification,Exchange Identification,Currency Code,Trading Status,Directory Company Name,Industrial Classification Code,Organisation ID ORGID,Organisation Display Name,Organisation Geographical Unit,Australia Code,Austria Code,Belgium Code,France Code Sicovam,Wertpapier WM,Japan Code SICC,Netherlands Code,Rio De Janeiro Code,Sao Paulo Code,Switzerland Code VALOREN,Taiwan Code,Hong Kong Code,Malaysia Code,Singapore Code,Primary Issue Level Code PILC,Finsbury Company Code,ISO CFI Code,Primary RIC Edcoid,New MSCI Industrial Classification Code GICS,Dow Jones Stoxx Industrial Classification Code,FTSE Industrial Classification Code,PE Code,Quotron Symbol,New Belgian Code,Market Identifier Code MIC,Official Place Of Listing OPOL,Asset Categories,Primary Trading RIC,Ticker Symbol,Issue Long Name,RBSS Code,MiFID Indicator,CFI Code,Place Of Listing,Primary Reference Market Quote,Primary Execution Venue,Market Segment Name,Market MIC,Organizational Identifier of the Competent Regulatory Authority,CESR EEA Regulated,CESR Most Relevant Market,CESR Average Daily Turnover,CESR Average Daily Turnover Currency,CRA Average Daily Turnover,CRA Average Daily Turnover Currency,CESR Average Value Of Orders Executed,CESR Average Value Of Orders Executed Currency,CRA Average Value Of Orders Executed,CRA Average Value Of Orders Executed Currency,CESR Free Float,CESR Free Float Currency,CRA Free Float,CRA Free Float Currency,CESR Standard Market Size,CESR Standard Market Size Currency,New Netherlands Code,Round Lot Size,Reuters Classification Scheme
KTLG.SI,16-JUN-2018,,,Equities,KTL GLOBAL ORD,N/P,N/P,,SG1W37938998,,SES,SGD,1,KTL Global Ltd,,105314669,KTL Global,SGP,,,,,A0M872,,,,,,,,,EB7,106099408,KTLGL,,KTLG.SI,,,,3051,,,XSES,XSES,ORD,Y,EB7,KTL Global Ord Shs,1022,MIFID-E,ESXXXX,Y,KTLG.BE,BERB,Main Board,XSES,,N,,,,,,,,,,,,,,,,,100,FULLPAID
KTLGbi.SI,16-JUN-2018,,,Equities,KTL GLOBAL ORD,N/P,N/P,,SG1W37938998,,SES,SGD,1,KTL Global Ltd,,105314669,KTL Global,SGP,,,,,A0M872,,,,,,,,,EB7-B,106099408,KTLGL,,KTLG.SI,,,,4082,,,,,ORD,,EB7,KTL Global Ord Shs,1022,MIFID-E,ESXXXX,,KTLG.BE,BERB,Main Board,XSES,,N,,,,,,,,,,,,,,,,,1,FULLPAID
KTLGol.SI,16-JUN-2018,,,Equities,KTL GLOBAL ORD,N/P,N/P,,SG1W37938998,,SES,SGD,1,KTL Global Ltd,,105314669,KTL Global,SGP,,,,,A0M872,,,,,,,,,EB7-O,106099408,KTLGL,,KTLG.SI,,,,4082,,,,,ORD,,EB7,KTL Global Ord Shs,1022,MIFID-E,ESXXXX,,KTLG.BE,BERB,Main Board,XSES,,N,,,,,,,,,,,,,,,,,1,FULLPAID
LAFE.SI,16-JUN-2018,,,Equities,LAFE ORD,N/P,N/P,,BMG5352E1479,,SES,SGD,1,Lafe Corporation Ltd,,143543,Lafe Corp,SGP,,,,,A14TQM,,,,,,,,,AYB,7579104,LAFESI,,LAFE.SI,,,,3051,,,XSES,XSES,ORD,Y,AYB,Lafe Ord Shs,1668,MIFID-E,ESVUFR,Y,LAE2.F,FRAB,Main Board,XSES,,N,,,,,,,,,,,,,,,,,100,FULLPAID
LAFEbi.SI,16-JUN-2018,,,Equities,LAFE ORD,N/P,N/P,,BMG5352E1479,,SES,SGD,1,Lafe Corporation Ltd,,143543,Lafe Corp,SGP,,,,,A14TQM,,,,,,,,,AYB-B,7579104,LAFESI,,LAFE.SI,,,,4082,,,,,ORD,,AYB,Lafe Ord Shs,1668,MIFID-E,ESVUFR,,LAE2.F,FRAB,Main Board,XSES,,N,,,,,,,,,,,,,,,,,1,FULLPAID
LAFEol.SI,16-JUN-2018,,,Equities,LAFE ORD,N/P,N/P,,BMG5352E1479,,SES,SGD,1,Lafe Corporation Ltd,,143543,Lafe Corp,SGP,,,,,A14TQM,,,,,,,,,AYB-O,7579104,LAFESI,,LAFE.SI,,,,4082,,,,,ORD,,AYB,Lafe Ord Shs,1668,MIFID-E,ESVUFR,,LAE2.F,FRAB,Main Board,XSES,,N,,,,,,,,,,,,,,,,,1,FULLPAID
LANG.SI,16-JUN-2018,,,Equities,LANG CAPITAL FUND UNT,N/P,N/P,,SG9047000006,,SES,USD,1,Lang Capital Fund,,114716144,Lang Capital,SGP,,,,,,,,,,,,,,ATO,131410834,,,LANG.SI,,,,3051,,,XSES,XSES,ORD,Y,ATO,Lang Capital Fund Ord Shs,1691,,esxxxx,Y,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,50000,ORD
LANGbi.SI,16-JUN-2018,,,Equities,LANG CAPITAL FUND UNT,N/P,N/P,,SG9047000006,,SES,USD,1,Lang Capital Fund,,114716144,Lang Capital,SGP,,,,,,,,,,,,,,ATO-B,131410834,,,LANG.SI,,,,4082,,,,,ORD,,ATO,Lang Capital Fund Ord Shs,1691,,esxxxx,,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,50000,ORD
LANGol.SI,16-JUN-2018,,,Equities,LANG CAPITAL FUND UNT,N/P,N/P,,SG9047000006,,SES,USD,1,Lang Capital Fund,,114716144,Lang Capital,SGP,,,,,,,,,,,,,,ATO-O,131410834,,,LANG.SI,,,,4082,,,,,ORD,,ATO,Lang Capital Fund Ord Shs,1691,,esxxxx,,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,50000,ORD
LASS.SI,16-JUN-2018,,,Equities,LASSETERS INTERNATIONAL HOLDINGS ORD,N/P,N/P,,SG1P64918631,,SES,SGD,1,Lasseters International Holdings Ltd,,100389704,Lasseters Intl,MYS,,,,,A113X4,,,,,,,,,5EL,101111223,LASSOL,,LASS.SI,,,,3051,,,XSCA,XSCA,ORD,Y,5EL,Lasseters International Holdings Ord Shs,1413,,ESXXXX,Y,,,Catalist,XSCA,,N,,,,,,,,,,,,,,,,,100,FULLPAID
LASSbi.SI,16-JUN-2018,,,Equities,LASSETERS INTERNATIONAL HOLDINGS ORD,N/P,N/P,,SG1P64918631,,SES,SGD,1,Lasseters International Holdings Ltd,,100389704,Lasseters Intl,MYS,,,,,A113X4,,,,,,,,,5EL-B,101111223,LASSOL,,LASS.SI,,,,4082,,,,,ORD,,5EL,Lasseters International Holdings Ord Shs,1413,,ESXXXX,,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,1,FULLPAID
LASSol.SI,16-JUN-2018,,,Equities,LASSETERS INTERNATIONAL HOLDINGS ORD,N/P,N/P,,SG1P64918631,,SES,SGD,1,Lasseters International Holdings Ltd,,100389704,Lasseters Intl,MYS,,,,,A113X4,,,,,,,,,5EL-O,101111223,LASSOL,,LASS.SI,,,,4082,,,,,ORD,,5EL,Lasseters International Holdings Ord Shs,1413,,ESXXXX,,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,1,FULLPAID
LCTH.SI,16-JUN-2018,,,Equities,LCT HOLDINGS ORD,N/P,N/P,,BMG5376C1010,,SES,SGD,1,LCT Holdings Ltd,,101088532,LCT Holdings,CHN,,,,,A2ATEZ,,,,,,,,,BJL,101826750,LONCHE,,LCTH.SI,,,,3051,,,XSES,XSES,ORD,Y,BJL,LCT Holdings Ord Shs,1751,MIFID-E,ESVUFR,Y,L5N1.F,FRAB,Main Board,XSES,,N,,,,,,,,,,,,,,,,,100,FULLPAID
LCTHbi.SI,16-JUN-2018,,,Equities,LCT HOLDINGS ORD,N/P,N/P,,BMG5376C1010,,SES,SGD,1,LCT Holdings Ltd,,101088532,LCT Holdings,CHN,,,,,A2ATEZ,,,,,,,,,BJL-B,101826750,LONCHE,,LCTH.SI,,,,4082,,,,,ORD,,BJL,LCT Holdings Ord Shs,1751,MIFID-E,ESVUFR,,L5N1.F,FRAB,Main Board,XSES,,N,,,,,,,,,,,,,,,,,1,FULLPAID
LCTHol.SI,16-JUN-2018,,,Equities,LCT HOLDINGS ORD,N/P,N/P,,BMG5376C1010,,SES,SGD,1,LCT Holdings Ltd,,101088532,LCT Holdings,CHN,,,,,A2ATEZ,,,,,,,,,BJL-O,101826750,LONCHE,,LCTH.SI,,,,4082,,,,,ORD,,BJL,LCT Holdings Ord Shs,1751,MIFID-E,ESVUFR,,L5N1.F,FRAB,Main Board,XSES,,N,,,,,,,,,,,,,,,,,1,FULLPAID
LEEM.SI,16-JUN-2018,,,Equities,LEE METAL GROUP ORD,N/P,N/P,,SG1I42881876,,SES,SGD,1,Lee Metal Group Ltd,,144000,Lee Metal Group,SGP,,,,,A0D803,,,,,,,,,593,7638151,LEEMSI,,LEEM.SI,,,,3051,,,XSES,XSES,ORD,Y,593,Lee Metal Group Ord Shs,1086,,ESXXXX,Y,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,100,FULLPAID
LEEMbi.SI,16-JUN-2018,,,Equities,LEE METAL GROUP ORD,N/P,N/P,,SG1I42881876,,SES,SGD,1,Lee Metal Group Ltd,,144000,Lee Metal Group,SGP,,,,,A0D803,,,,,,,,,593-B,7638151,LEEMSI,,LEEM.SI,,,,4082,,,,,ORD,,593,Lee Metal Group Ord Shs,1086,,ESXXXX,,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,1,FULLPAID
LEEMol.SI,16-JUN-2018,,,Equities,LEE METAL GROUP ORD,N/P,N/P,,SG1I42881876,,SES,SGD,1,Lee Metal Group Ltd,,144000,Lee Metal Group,SGP,,,,,A0D803,,,,,,,,,593-O,7638151,LEEMSI,,LEEM.SI,,,,4082,,,,,ORD,,593,Lee Metal Group Ord Shs,1086,,ESXXXX,,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,1,FULLPAID
LETL.SI,16-JUN-2018,,,Equities,LEADER ENVIRONMENTAL TECHNOLOGY ORD,N/P,N/P,,SG2B93959478,,SES,SGD,1,Leader Environmental Technologies Ltd,,107646625,Leader Env Tech,CHN,,,,,A1JA9R,,,,,,,,,LS9,111915638,,,LETL.SI,,,,3051,,,XSES,XSES,ORD,Y,LS9,Leader Environmental Technologies Ord Shs,1204,MIFID-E,ESXXXX,Y,6LE.SG,STUB,Main Board,XSES,,N,,,,,,,,,,,,,,,,,100,ORD
LETLbi.SI,16-JUN-2018,,,Equities,LEADER ENVIRONMENTAL TECHNOLOGY ORD,N/P,N/P,,SG2B93959478,,SES,SGD,1,Leader Environmental Technologies Ltd,,107646625,Leader Env Tech,CHN,,,,,A1JA9R,,,,,,,,,LS9-B,111915638,,,LETL.SI,,,,4082,,,,,ORD,,LS9,Leader Environmental Technologies Ord Shs,1204,MIFID-E,ESXXXX,,6LE.SG,STUB,Main Board,XSES,,N,,,,,,,,,,,,,,,,,1,ORD
LETLol.SI,16-JUN-2018,,,Equities,LEADER ENVIRONMENTAL TECHNOLOGY ORD,N/P,N/P,,SG2B93959478,,SES,SGD,1,Leader Environmental Technologies Ltd,,107646625,Leader Env Tech,CHN,,,,,A1JA9R,,,,,,,,,LS9-O,111915638,,,LETL.SI,,,,4082,,,,,ORD,,LS9,Leader Environmental Technologies Ord Shs,1204,MIFID-E,ESXXXX,,6LE.SG,STUB,Main Board,XSES,,N,,,,,,,,,,,,,,,,,1,ORD
LEYC.SI,16-JUN-2018,,,Equities,LEY CHOON GROUP ORD,N/P,N/P,,SG2F02983607,,SES,SGD,1,Ley Choon Group Holdings Ltd,,131573,Ley Choon Group,SGP,,,,,A1J1GA,,,,,,,,,Q0X,5544921,ULTECH,,LEYC.SI,,,,3051,,,XSES,XSES,ORD,Y,Q0X,Ley Choon Group Ord Shs,1171,,ESXXXX,Y,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,100,FULLPAID
LEYCbi.SI,16-JUN-2018,,,Equities,LEY CHOON GROUP ORD,N/P,N/P,,SG2F02983607,,SES,SGD,1,Ley Choon Group Holdings Ltd,,131573,Ley Choon Group,SGP,,,,,A1J1GA,,,,,,,,,Q0X-B,5544921,ULTECH,,LEYC.SI,,,,4082,,,,,ORD,,Q0X,Ley Choon Group Ord Shs,1171,,ESXXXX,,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,1,FULLPAID
LEYCol.SI,16-JUN-2018,,,Equities,LEY CHOON GROUP ORD,N/P,N/P,,SG2F02983607,,SES,SGD,1,Ley Choon Group Holdings Ltd,,131573,Ley Choon Group,SGP,,,,,A1J1GA,,,,,,,,,Q0X-O,5544921,ULTECH,,LEYC.SI,,,,4082,,,,,ORD,,Q0X,Ley Choon Group Ord Shs,1171,,ESXXXX,,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,1,FULLPAID
LHNL.SI,16-JUN-2018,,,Equities,LHN ORD,N/P,N/P,,SG1AH9000002,,SES,SGD,1,LHN Ltd,,114707445,LHN,SGP,,,,,,,,,,,,1730,,41O,131157421,,,LHNL.SI,,,,3051,,,XSCA,XSCA,ORD,Y,41O,LHN Ord Shs,1668,,esxxxx,Y,,,Catalist,XSCA,,N,,,,,,,,,,,,,,,,,100,ORD
LHNLbi.SI,16-JUN-2018,,,Equities,LHN ORD,N/P,N/P,,SG1AH9000002,,SES,SGD,1,LHN Ltd,,114707445,LHN,SGP,,,,,,,,,,,,1730,,41O-B,131157421,,,LHNL.SI,,,,4082,,,,,ORD,,41O,LHN Ord Shs,1668,,esxxxx,,,,Catalist,XSCA,,N,,,,,,,,,,,,,,,,,1,ORD
LHNLol.SI,16-JUN-2018,,,Equities,LHN ORD,N/P,N/P,,SG1AH9000002,,SES,SGD,1,LHN Ltd,,114707445,LHN,SGP,,,,,,,,,,,,1730,,41O-O,131157421,,,LHNL.SI,,,,4082,,,,,ORD,,41O,LHN Ord Shs,1668,,esxxxx,,,,Catalist,XSCA,,N,,,,,,,,,,,,,,,,,1,ORD
LHTH.SI,16-JUN-2018,,,Equities,LHT HOLDINGS ORD,N/P,N/P,,SG1BG5000006,,SES,SGD,1,LHT Holdings Ltd,,137005,LHT Hldgs,SGP,,,,,A14YJ6,,,,,,,,,BEI,6477393,LHTHOL,,LHTH.SI,,,,3051,,,XSES,XSES,ORD,Y,BEI,LHT Holdings Ord Shs,1119,,ESXXXX,Y,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,100,FULLPAID
LHTHbi.SI,16-JUN-2018,,,Equities,LHT HOLDINGS ORD,N/P,N/P,,SG1BG5000006,,SES,SGD,1,LHT Holdings Ltd,,137005,LHT Hldgs,SGP,,,,,A14YJ6,,,,,,,,,BEI-B,6477393,LHTHOL,,LHTH.SI,,,,4082,,,,,ORD,,BEI,LHT Holdings Ord Shs,1119,,ESXXXX,,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,1,FULLPAID
LHTHol.SI,16-JUN-2018,,,Equities,LHT HOLDINGS ORD,N/P,N/P,,SG1BG5000006,,SES,SGD,1,LHT Holdings Ltd,,137005,LHT Hldgs,SGP,,,,,A14YJ6,,,,,,,,,BEI-O,6477393,LHTHOL,,LHTH.SI,,,,4082,,,,,ORD,,BEI,LHT Holdings Ord Shs,1119,,ESXXXX,,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,1,FULLPAID
LIAS.SI,16-JUN-2018,,,Equities,LION ASIAPAC ORD,N/P,N/P,,SG1BD6000002,,SES,SGD,1,Lion Asiapac Ltd,,50125,Lion Asiapac,SGP,,,,,A14WKR,,,,,,,,,BAZ,318402,METCON,,LIAS.SI,,,,3051,,,XSES,XSES,ORD,Y,BAZ,Lion Asiapac Ord Shs,1108,,ESXXXX,Y,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,100,FULLPAID
LIASbi.SI,16-JUN-2018,,,Equities,LION ASIAPAC ORD,N/P,N/P,,SG1BD6000002,,SES,SGD,1,Lion Asiapac Ltd,,50125,Lion Asiapac,SGP,,,,,A14WKR,,,,,,,,,BAZ-B,318402,METCON,,LIAS.SI,,,,4082,,,,,ORD,,BAZ,Lion Asiapac Ord Shs,1108,,ESXXXX,,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,1,FULLPAID
LIASol.SI,16-JUN-2018,,,Equities,LION ASIAPAC ORD,N/P,N/P,,SG1BD6000002,,SES,SGD,1,Lion Asiapac Ltd,,50125,Lion Asiapac,SGP,,,,,A14WKR,,,,,,,,,BAZ-O,318402,METCON,,LIAS.SI,,,,4082,,,,,ORD,,BAZ,Lion Asiapac Ord Shs,1108,,ESXXXX,,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,1,FULLPAID
LIBG.SI,16-JUN-2018,,,Equities,LIAN BENG GROUP ORD,N/P,N/P,,SG1G55870362,,SES,SGD,1,Lian Beng Group Ltd,,134815,Lian Beng Group,SGP,,,,,A0JKHV,,,,,,,,,L03,6088738,LBCPL,,LIBG.SI,,,,3051,,,XSES,XSES,ORD,Y,L03,Lian Beng Group Ord Shs,1189,MIFID-E,ESXXXX,Y,LIBG.F,FRAB,Main Board,XSES,,N,,,,,,,,,,,,,,,,,100,FULLPAID
LIBGbi.SI,16-JUN-2018,,,Equities,LIAN BENG GROUP ORD,N/P,N/P,,SG1G55870362,,SES,SGD,1,Lian Beng Group Ltd,,134815,Lian Beng Group,SGP,,,,,A0JKHV,,,,,,,,,L03-B,6088738,LBCPL,,LIBG.SI,,,,4082,,,,,ORD,,L03,Lian Beng Group Ord Shs,1189,MIFID-E,ESXXXX,,LIBG.F,FRAB,Main Board,XSES,,N,,,,,,,,,,,,,,,,,1,FULLPAID
LIBGol.SI,16-JUN-2018,,,Equities,LIAN BENG GROUP ORD,N/P,N/P,,SG1G55870362,,SES,SGD,1,Lian Beng Group Ltd,,134815,Lian Beng Group,SGP,,,,,A0JKHV,,,,,,,,,L03-O,6088738,LBCPL,,LIBG.SI,,,,4082,,,,,ORD,,L03,Lian Beng Group Ord Shs,1189,MIFID-E,ESXXXX,,LIBG.F,FRAB,Main Board,XSES,,N,,,,,,,,,,,,,,,,,1,FULLPAID
LIFE.SI,16-JUN-2018,,,Equities,LIFEBRANDZ ORD,N/P,N/P,,SG1DF7000002,,SES,SGD,1,Lifebrandz Ltd,,100425404,Lifebrandz,SGP,,,,,A2DQJ1,,,,,,,,,1D3,101202511,LIFBND,,LIFE.SI,,,,3051,,,XSES,XSES,ORD,Y,1D3,LifeBrandz Ord Shs,1419,,esxxfx,Y,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,100,FULLPAID
LIFEbi.SI,16-JUN-2018,,,Equities,LIFEBRANDZ ORD,N/P,N/P,,SG1DF7000002,,SES,SGD,1,Lifebrandz Ltd,,100425404,Lifebrandz,SGP,,,,,A2DQJ1,,,,,,,,,1D3-B,101202511,LIFBND,,LIFE.SI,,,,4082,,,,,ORD,,1D3,LifeBrandz Ord Shs,1419,,esxxfx,,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,1,FULLPAID
LIFEol.SI,16-JUN-2018,,,Equities,LIFEBRANDZ ORD,N/P,N/P,,SG1DF7000002,,SES,SGD,1,Lifebrandz Ltd,,100425404,Lifebrandz,SGP,,,,,A2DQJ1,,,,,,,,,1D3-O,101202511,LIFBND,,LIFE.SI,,,,4082,,,,,ORD,,1D3,LifeBrandz Ord Shs,1419,,esxxfx,,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,1,FULLPAID
LIGL.SI,16-JUN-2018,,,Equities,LIBRA GROUP ORD,N/P,N/P,,SG2D82975475,,SES,SGD,1,Libra Group Ltd,,111213999,Libra Group,SGP,,,,,A113Y0,,,,,,,,,5TR,116206190,,,LIGL.SI,,,,3051,,,XSCA,XSCA,ORD,Y,5TR,Libra Group Ord Shs,1189,,ESXXXX,Y,,,Catalist,XSCA,,N,,,,,,,,,,,,,,,,,100,ORD
LIGLbi.SI,16-JUN-2018,,,Equities,LIBRA GROUP ORD,N/P,N/P,,SG2D82975475,,SES,SGD,1,Libra Group Ltd,,111213999,Libra Group,SGP,,,,,A113Y0,,,,,,,,,5TR-B,116206190,,,LIGL.SI,,,,4082,,,,,ORD,,5TR,Libra Group Ord Shs,1189,,ESXXXX,,,,Catalist,XSCA,,N,,,,,,,,,,,,,,,,,1,ORD
LIGLol.SI,16-JUN-2018,,,Equities,LIBRA GROUP ORD,N/P,N/P,,SG2D82975475,,SES,SGD,1,Libra Group Ltd,,111213999,Libra Group,SGP,,,,,A113Y0,,,,,,,,,5TR-O,116206190,,,LIGL.SI,,,,4082,,,,,ORD,,5TR,Libra Group Ord Shs,1189,,ESXXXX,,,,Catalist,XSCA,,N,,,,,,,,,,,,,,,,,1,ORD
LINC.SI,16-JUN-2018,,,Equities,LINC ENERGY ORD,N/P,N/P,,AU000XINEAA6,,SES,SGD,1,Linc Energy Ltd,,101754228,Linc Energy,AUS,LNC,,,,A2AGCA,,,,,,,,,BRE,102698924,LNCEGY,,LINC.SI,,,,3051,,,XSES,XSES,ORD,Y,BRE,Linc Energy Ord Shs,1004,,ESXXXR,Y,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,100,FULLPAID
LINCbi.SI,16-JUN-2018,,,Equities,LINC ENERGY ORD,N/P,N/P,,AU000XINEAA6,,SES,SGD,1,Linc Energy Ltd,,101754228,Linc Energy,AUS,LNC,,,,A2AGCA,,,,,,,,,BRE-B,102698924,LNCEGY,,LINC.SI,,,,4082,,,,,ORD,,BRE,Linc Energy Ord Shs,1004,,ESXXXR,,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,1,FULLPAID
LINCol.SI,16-JUN-2018,,,Equities,LINC ENERGY ORD,N/P,N/P,,AU000XINEAA6,,SES,SGD,1,Linc Energy Ltd,,101754228,Linc Energy,AUS,LNC,,,,A2AGCA,,,,,,,,,BRE-O,102698924,LNCEGY,,LINC.SI,,,,4082,,,,,ORD,,BRE,Linc Energy Ord Shs,1004,,ESXXXR,,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,1,FULLPAID
LION.SI,16-JUN-2018,,,Equities,LIONGOLD CORPORATION ORD,N/P,N/P,,BMG5521X1092,,SES,SGD,1,LionGold Corp Ltd,,101006345,LionGold Corp,SGP,,,,,A1JEL6,,,,,,,,,A78,101657625,ASTIGE,,LION.SI,,,,3051,,,XSES,XSES,ORD,Y,A78,Liongold Corporation Ord Shs,1078,MIFID-E,ESVTFX,Y,T76.F,FRAB,Main Board,XSES,,N,,,,,,,,,,,,,,,,,100,FULLPAID
LIONbi.SI,16-JUN-2018,,,Equities,LIONGOLD CORPORATION ORD,N/P,N/P,,BMG5521X1092,,SES,SGD,1,LionGold Corp Ltd,,101006345,LionGold Corp,SGP,,,,,A1JEL6,,,,,,,,,A78-B,101657625,ASTIGE,,LION.SI,,,,4082,,,,,ORD,,A78,Liongold Corporation Ord Shs,1078,MIFID-E,ESVTFX,,T76.F,FRAB,Main Board,XSES,,N,,,,,,,,,,,,,,,,,1,FULLPAID
LIONol.SI,16-JUN-2018,,,Equities,LIONGOLD CORPORATION ORD,N/P,N/P,,BMG5521X1092,,SES,SGD,1,LionGold Corp Ltd,,101006345,LionGold Corp,SGP,,,,,A1JEL6,,,,,,,,,A78-O,101657625,ASTIGE,,LION.SI,,,,4082,,,,,ORD,,A78,Liongold Corporation Ord Shs,1078,MIFID-E,ESVTFX,,T76.F,FRAB,Main Board,XSES,,N,,,,,,,,,,,,,,,,,1,FULLPAID
LIOP.SI,16-JUN-2018,,,Equities,LION-PHILLIP S-REIT ETF,N/P,N/P,,SG1DJ3000008,,SES,SGD,1,LION-PHILLIP S-REIT ETF,,116142382,LION-PHILLIP S-R,SGP,,,,,,,,,,,,,,CLR,147772636,,,LIOP.SI,,,,3051,,,XSES,XSES,ECL,Y,CLR,Lion-Phillip S-Reit Etf,,,cexxrx,Y,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,100,ETFR
LIOPbi.SI,16-JUN-2018,,,Equities,LION-PHILLIP S-REIT ETF,N/P,N/P,,SG1DJ3000008,,SES,SGD,1,LION-PHILLIP S-REIT ETF,,116142382,LION-PHILLIP S-R,SGP,,,,,,,,,,,,,,CLR-B,147772636,,,LIOP.SI,,,,4082,,,,,ECL,,CLR,Lion-Phillip S-Reit Etf,,,cexxrx,,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,1,ETFR
LIOPol.SI,16-JUN-2018,,,Equities,LION-PHILLIP S-REIT ETF,N/P,N/P,,SG1DJ3000008,,SES,SGD,1,LION-PHILLIP S-REIT ETF,,116142382,LION-PHILLIP S-R,SGP,,,,,,,,,,,,,,CLR-O,147772636,,,LIOP.SI,,,,4082,,,,,ECL,,CLR,Lion-Phillip S-Reit Etf,,,cexxrx,,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,1,ETFR
LKBH.SI,16-JUN-2018,,,Equities,LUNG KEE ORD,N/P,N/P,4587189,BMG5697D1011,,SES,SGD,1,Lung Kee Bermuda Holdings Ltd,,54614,LKM,HKG,,888859,,,888859,,,,,,,255,,L09,701425,LUNKEE,,0255.HK,,,,3051,,,XSES,XSES,ORD,,L09,Lung Kee (Bermuda) Holdings Ord Shs,1156,MIFID-E,ESVUFR,Y,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,100,ORD
LKBHbi.SI,16-JUN-2018,,,Equities,LUNG KEE ORD,N/P,N/P,4587189,BMG5697D1011,,SES,SGD,1,Lung Kee Bermuda Holdings Ltd,,54614,LKM,HKG,,888859,,,888859,,,,,,,255,,L09-B,701425,LUNKEE,,0255.HK,,,,4082,,,,,ORD,,L09,Lung Kee (Bermuda) Holdings Ord Shs,1156,MIFID-E,ESVUFR,,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,1,ORD
LKBHol.SI,16-JUN-2018,,,Equities,LUNG KEE ORD,N/P,N/P,4587189,BMG5697D1011,,SES,SGD,1,Lung Kee Bermuda Holdings Ltd,,54614,LKM,HKG,,888859,,,888859,,,,,,,255,,L09-O,701425,LUNKEE,,0255.HK,,,,4082,,,,,ORD,,L09,Lung Kee (Bermuda) Holdings Ord Shs,1156,MIFID-E,ESVUFR,,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,1,ORD
LKH.SI,16-JUN-2018,,,Equities,LOW KENG HUAT SINGAPORE ORD,N/P,N/P,4391071,SG1W86940333,,SES,SGD,1,Low Keng Huat (Singapore) Ltd,,49598,Low Keng Huat SG,SGP,,885860,,,A0Q8V7,,,,,,,,,F1E,1474569,LOKH,,LKH.SI,,,,3051,,,XSES,XSES,ORD,Y,F1E,Low Keng Huat Singapore Ord Shs,1189,,ESXXXX,Y,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,100,FULLPAID
LKHbi.SI,16-JUN-2018,,,Equities,LOW KENG HUAT SINGAPORE ORD,N/P,N/P,4391071,SG1W86940333,,SES,SGD,1,Low Keng Huat (Singapore) Ltd,,49598,Low Keng Huat SG,SGP,,885860,,,A0Q8V7,,,,,,,,,F1E-B,1474569,LOKH,,LKH.SI,,,,4082,,,,,ORD,,F1E,Low Keng Huat Singapore Ord Shs,1189,,ESXXXX,,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,1,FULLPAID
LKHol.SI,16-JUN-2018,,,Equities,LOW KENG HUAT SINGAPORE ORD,N/P,N/P,4391071,SG1W86940333,,SES,SGD,1,Low Keng Huat (Singapore) Ltd,,49598,Low Keng Huat SG,SGP,,885860,,,A0Q8V7,,,,,,,,,F1E-O,1474569,LOKH,,LKH.SI,,,,4082,,,,,ORD,,F1E,Low Keng Huat Singapore Ord Shs,1189,,ESXXXX,,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,1,FULLPAID
