#RIC,Date[G],Time[G],GMT Offset,Type,Description,CUSIP Code,SEDOL,Common Code,ISIN Code,Issue Classification,Exchange Identification,Currency Code,Trading Status,Directory Company Name,Industrial Classification Code,Organisation ID ORGID,Organisation Display Name,Organisation Geographical Unit,Australia Code,Austria Code,Belgium Code,France Code Sicovam,Wertpapier WM,Japan Code SICC,Netherlands Code,Rio De Janeiro Code,Sao Paulo Code,Switzerland Code VALOREN,Taiwan Code,Hong Kong Code,Malaysia Code,Singapore Code,Primary Issue Level Code PILC,Finsbury Company Code,ISO CFI Code,Primary RIC Edcoid,New MSCI Industrial Classification Code GICS,Dow Jones Stoxx Industrial Classification Code,FTSE Industrial Classification Code,PE Code,Quotron Symbol,New Belgian Code,Market Identifier Code MIC,Official Place Of Listing OPOL,Asset Categories,Primary Trading RIC,Ticker Symbol,Issue Long Name,RBSS Code,MiFID Indicator,CFI Code,Place Of Listing,Primary Reference Market Quote,Primary Execution Venue,Market Segment Name,Market MIC,Organizational Identifier of the Competent Regulatory Authority,CESR EEA Regulated,CESR Most Relevant Market,CESR Average Daily Turnover,CESR Average Daily Turnover Currency,CRA Average Daily Turnover,CRA Average Daily Turnover Currency,CESR Average Value Of Orders Executed,CESR Average Value Of Orders Executed Currency,CRA Average Value Of Orders Executed,CRA Average Value Of Orders Executed Currency,CESR Free Float,CESR Free Float Currency,CRA Free Float,CRA Free Float Currency,CESR Standard Market Size,CESR Standard Market Size Currency,New Netherlands Code,Round Lot Size,Reuters Classification Scheme
AAGH.SI,16-JUN-2018,,,Equities,AA GROUP HOLDINGS ORD,N/P,N/P,,SG1S12926576,,SES,SGD,1,AA Group Holdings Ltd,,101465042,AA Group,MYS,,,,,A113YG,,,,,,,,,5GZ,102062849,AAGRHS,,AAGH.SI,,,,3051,,,XSCA,XSCA,ORD,Y,5GZ,AA Group Holdings Ord Shs,1146,,ESXXXX,Y,,,Catalist,XSCA,,N,,,,,,,,,,,,,,,,,100,FULLPAID
AAGHbi.SI,16-JUN-2018,,,Equities,AA GROUP HOLDINGS ORD,N/P,N/P,,SG1S12926576,,SES,SGD,1,AA Group Holdings Ltd,,101465042,AA Group,MYS,,,,,A113YG,,,,,,,,,5GZ-B,102062849,AAGRHS,,AAGH.SI,,,,4082,,,,,ORD,,5GZ,AA Group Holdings Ord Shs,1146,,ESXXXX,,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,1,FULLPAID
AAGHol.SI,16-JUN-2018,,,Equities,AA GROUP HOLDINGS ORD,N/P,N/P,,SG1S12926576,,SES,SGD,1,AA Group Holdings Ltd,,101465042,AA Group,MYS,,,,,A113YG,,,,,,,,,5GZ-O,102062849,AAGRHS,,AAGH.SI,,,,4082,,,,,ORD,,5GZ,AA Group Holdings Ord Shs,1146,,ESXXXX,,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,1,FULLPAID
AAIK.SI,16-JUN-2018,,,Equities,ANNAIK ORD,N/P,N/P,,SG1O45913009,,SES,SGD,1,Annaik Ltd,,100110702,AnnAik,SGP,,,,,A0D81L,,,,,,,,,A52,100385100,ANNAIK,,AAIK.SI,,,,3051,,,XSES,XSES,ORD,Y,A52,AnnAik Ord Shs,1086,,ESXXXX,Y,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,100,FULLPAID
AAIKbi.SI,16-JUN-2018,,,Equities,ANNAIK ORD,N/P,N/P,,SG1O45913009,,SES,SGD,1,Annaik Ltd,,100110702,AnnAik,SGP,,,,,A0D81L,,,,,,,,,A52-B,100385100,ANNAIK,,AAIK.SI,,,,4082,,,,,ORD,,A52,AnnAik Ord Shs,1086,,ESXXXX,,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,1,FULLPAID
AAIKol.SI,16-JUN-2018,,,Equities,ANNAIK ORD,N/P,N/P,,SG1O45913009,,SES,SGD,1,Annaik Ltd,,100110702,AnnAik,SGP,,,,,A0D81L,,,,,,,,,A52-O,100385100,ANNAIK,,AAIK.SI,,,,4082,,,,,ORD,,A52,AnnAik Ord Shs,1086,,ESXXXX,,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,1,FULLPAID
ABRH.SI,16-JUN-2018,,,Equities,ABR HOLDINGS ORD,N/P,N/P,,SG0533000253,,SES,SGD,1,ABR Holdings Ltd,,50766,ABR Holdings,SGP,,,,,888243,,,,,,,,,533,1474934,SWNSPC,,ABRH.SI,,,,3051,,,XSES,XSES,ORD,Y,533,ABR Holdings Ord Shs,1608,,ESXXXX,Y,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,100,FULLPAID
ABRHbi.SI,16-JUN-2018,,,Equities,ABR HOLDINGS ORD,N/P,N/P,,SG0533000253,,SES,SGD,1,ABR Holdings Ltd,,50766,ABR Holdings,SGP,,,,,888243,,,,,,,,,533-B,1474934,SWNSPC,,ABRH.SI,,,,4082,,,,,ORD,,533,ABR Holdings Ord Shs,1608,,ESXXXX,,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,1,FULLPAID
ABRHol.SI,16-JUN-2018,,,Equities,ABR HOLDINGS ORD,N/P,N/P,,SG0533000253,,SES,SGD,1,ABR Holdings Ltd,,50766,ABR Holdings,SGP,,,,,888243,,,,,,,,,533-O,1474934,SWNSPC,,ABRH.SI,,,,4082,,,,,ORD,,533,ABR Holdings Ord Shs,1608,,ESXXXX,,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,1,FULLPAID
ABTR.SI,16-JUN-2018,,,Equities,ABTERRA ORD,N/P,N/P,,SG2C12961455,,SES,SGD,1,Abterra Ltd,,144961,Abterra,SGP,,,,,,,,,,,,,,L5I,7885400,HKOKSI,,ABTR.SI,,,,3051,,,XSES,XSES,ORD,Y,L5I,Abterra Ord Shs,1000,,ESXXXX,Y,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,100,FULLPAID
ABTRbi.SI,16-JUN-2018,,,Equities,ABTERRA ORD,N/P,N/P,,SG2C12961455,,SES,SGD,1,Abterra Ltd,,144961,Abterra,SGP,,,,,,,,,,,,,,L5I-B,7885400,HKOKSI,,ABTR.SI,,,,4082,,,,,ORD,,L5I,Abterra Ord Shs,1000,,ESXXXX,,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,1,FULLPAID
ABTRol.SI,16-JUN-2018,,,Equities,ABTERRA ORD,N/P,N/P,,SG2C12961455,,SES,SGD,1,Abterra Ltd,,144961,Abterra,SGP,,,,,,,,,,,,,,L5I-O,7885400,HKOKSI,,ABTR.SI,,,,4082,,,,,ORD,,L5I,Abterra Ord Shs,1000,,ESXXXX,,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,1,FULLPAID
ABUN.SI,16-JUN-2018,,,Equities,ABUNDANCE ORD,N/P,N/P,,SG1I02877971,,SES,SGD,1,Abundance International Ltd,,141515,Abundance Intl,SGP,,,,,A0MW70,,,,,,,,,541,7185015,CFTPRT,,ABUN.SI,,,,3051,,,XSCA,XSCA,ORD,Y,541,Abundance Ord Shs,1213,,ESVUFR,Y,,,Catalist,XSCA,,N,,,,,,,,,,,,,,,,,100,FULLPAID
ABUNbi.SI,16-JUN-2018,,,Equities,ABUNDANCE ORD,N/P,N/P,,SG1I02877971,,SES,SGD,1,Abundance International Ltd,,141515,Abundance Intl,SGP,,,,,A0MW70,,,,,,,,,541-B,7185015,CFTPRT,,ABUN.SI,,,,4082,,,,,ORD,,541,Abundance Ord Shs,1213,,ESVUFR,,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,1,FULLPAID
ABUNol.SI,16-JUN-2018,,,Equities,ABUNDANCE ORD,N/P,N/P,,SG1I02877971,,SES,SGD,1,Abundance International Ltd,,141515,Abundance Intl,SGP,,,,,A0MW70,,,,,,,,,541-O,7185015,CFTPRT,,ABUN.SI,,,,4082,,,,,ORD,,541,Abundance Ord Shs,1213,,ESVUFR,,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,1,FULLPAID
ACCO.SI,16-JUN-2018,,,Equities,ACCORDIA GOLF ORD,N/P,N/P,,SG1AB5000009,,SES,SGD,1,Accordia Golf Trust,,114367124,AG Trust,SGP,,,,,A119MQ,,,,,,,,,ADQU,126812530,,,ACCO.SI,,,,3051,,,XSES,XSES,UNT,Y,ADQU,Accordia Golf Trust Units,1429,,ESXXXX,Y,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,100,UNT
ACCObi.SI,16-JUN-2018,,,Equities,ACCORDIA GOLF ORD,N/P,N/P,,SG1AB5000009,,SES,SGD,1,Accordia Golf Trust,,114367124,AG Trust,SGP,,,,,A119MQ,,,,,,,,,ADQU-B,126812530,,,ACCO.SI,,,,4082,,,,,UNT,,ADQU,Accordia Golf Trust Units,1429,,ESXXXX,,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,1,UNT
ACCOol.SI,16-JUN-2018,,,Equities,ACCORDIA GOLF ORD,N/P,N/P,,SG1AB5000009,,SES,SGD,1,Accordia Golf Trust,,114367124,AG Trust,SGP,,,,,A119MQ,,,,,,,,,ADQU-O,126812530,,,ACCO.SI,,,,4082,,,,,UNT,,ADQU,Accordia Golf Trust Units,1429,,ESXXXX,,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,1,UNT
ACCR.SI,16-JUN-2018,,,Equities,ACCRELIST ORD,N/P,N/P,,SG2C00960329,,SES,SGD,1,Accrelist Ltd,,168543,Accrelist,SGP,,,,,A1C2YE,,,,,,,,,5RJ,11591702,WSTSIN,,ACCR.SI,,,,3051,,,XSCA,XSCA,ORD,Y,5RJ,Accrelist Ord Shs,1758,,ESXXXX,Y,,,Catalist,XSCA,,N,,,,,,,,,,,,,,,,,100,FULLPAID
ACCRbi.SI,16-JUN-2018,,,Equities,ACCRELIST ORD,N/P,N/P,,SG2C00960329,,SES,SGD,1,Accrelist Ltd,,168543,Accrelist,SGP,,,,,A1C2YE,,,,,,,,,5RJ-B,11591702,WSTSIN,,ACCR.SI,,,,4082,,,,,ORD,,5RJ,Accrelist Ord Shs,1758,,ESXXXX,,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,1,FULLPAID
ACCRol.SI,16-JUN-2018,,,Equities,ACCRELIST ORD,N/P,N/P,,SG2C00960329,,SES,SGD,1,Accrelist Ltd,,168543,Accrelist,SGP,,,,,A1C2YE,,,,,,,,,5RJ-O,11591702,WSTSIN,,ACCR.SI,,,,4082,,,,,ORD,,5RJ,Accrelist Ord Shs,1758,,ESXXXX,,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,1,FULLPAID
ACEA.SI,16-JUN-2018,,,Equities,ACE ACHIEVE INFOCOM ORD,N/P,N/P,,BMG007FR1026,,SES,SGD,1,Ace Achieve Infocom Ltd,,100619708,Ace Achieve,CHN,,,,,,,,,,,,,,A75,101478113,ACEACH,,ACEA.SI,,,,3051,,,XSES,XSES,ORD,Y,A75,Ace Achieve Infocom Ord Shs,1750,,ESXXXX,Y,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,100,FULLPAID
ACEAbi.SI,16-JUN-2018,,,Equities,ACE ACHIEVE INFOCOM ORD,N/P,N/P,,BMG007FR1026,,SES,SGD,1,Ace Achieve Infocom Ltd,,100619708,Ace Achieve,CHN,,,,,,,,,,,,,,A75-B,101478113,ACEACH,,ACEA.SI,,,,4082,,,,,ORD,,A75,Ace Achieve Infocom Ord Shs,1750,,ESXXXX,,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,1,FULLPAID
ACEAol.SI,16-JUN-2018,,,Equities,ACE ACHIEVE INFOCOM ORD,N/P,N/P,,BMG007FR1026,,SES,SGD,1,Ace Achieve Infocom Ltd,,100619708,Ace Achieve,CHN,,,,,,,,,,,,,,A75-O,101478113,ACEACH,,ACEA.SI,,,,4082,,,,,ORD,,A75,Ace Achieve Infocom Ord Shs,1750,,ESXXXX,,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,1,FULLPAID
ACES.SI,16-JUN-2018,,,Equities,ACESIAN PARTNERS ORD,N/P,N/P,,SG1Q66923448,,SES,SGD,1,Acesian Partners Ltd,,100701623,Acesian Partners,SGP,,,,,A0D80T,,,,,,,,,5FW,101640413,LINATG,,ACES.SI,,,,3051,,,XSCA,XSCA,ORD,Y,5FW,Acesian Partners Ord Shs,1204,,ESXXXX,Y,,,Catalist,XSCA,,N,,,,,,,,,,,,,,,,,100,FULLPAID
ACESbi.SI,16-JUN-2018,,,Equities,ACESIAN PARTNERS ORD,N/P,N/P,,SG1Q66923448,,SES,SGD,1,Acesian Partners Ltd,,100701623,Acesian Partners,SGP,,,,,A0D80T,,,,,,,,,5FW-B,101640413,LINATG,,ACES.SI,,,,4082,,,,,ORD,,5FW,Acesian Partners Ord Shs,1204,,ESXXXX,,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,1,FULLPAID
ACESol.SI,16-JUN-2018,,,Equities,ACESIAN PARTNERS ORD,N/P,N/P,,SG1Q66923448,,SES,SGD,1,Acesian Partners Ltd,,100701623,Acesian Partners,SGP,,,,,A0D80T,,,,,,,,,5FW-O,101640413,LINATG,,ACES.SI,,,,4082,,,,,ORD,,5FW,Acesian Partners Ord Shs,1204,,ESXXXX,,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,1,FULLPAID
ACH.SI,16-JUN-2018,,,Equities,ALUMINUM CHINA ADR REP 25 CL H ORD,N/P,N/P,,N/P,,SES,USD,1,Aluminum Corp of China Ltd,,163501,Chalco China,CHN,,,,,982495,,,,,,,,,K3HD,10766628,ALMCOR,,601600.SS,,,,3051,,,XSES,XSES,DRC,,K3HD,Aluminum Corporation of China ADR Rep 25 Ord Shs Class H,1093,MIFID-E,EDSXFR,Y,2600y.F,FRAB,GlobalQuote,XSES,,N,,,,,,,,,,,,,,,,,10,ADR
ACHbi.SI,16-JUN-2018,,,Equities,ALUMINUM CHINA ADR REP 25 CL H ORD,N/P,N/P,,N/P,,SES,USD,1,Aluminum Corp of China Ltd,,163501,Chalco China,CHN,,,,,982495,,,,,,,,,K3HD-B,10766628,ALMCOR,,601600.SS,,,,4082,,,,,DRC,,K3HD,Aluminum Corporation of China ADR Rep 25 Ord Shs Class H,1093,MIFID-E,EDSXFR,,2600y.F,FRAB,GlobalQuote,XSES,,N,,,,,,,,,,,,,,,,,1,ADR
ACHol.SI,16-JUN-2018,,,Equities,ALUMINUM CHINA ADR REP 25 CL H ORD,N/P,N/P,,N/P,,SES,USD,1,Aluminum Corp of China Ltd,,163501,Chalco China,CHN,,,,,982495,,,,,,,,,K3HD-O,10766628,ALMCOR,,601600.SS,,,,4082,,,,,DRC,,K3HD,Aluminum Corporation of China ADR Rep 25 Ord Shs Class H,1093,MIFID-E,EDSXFR,,2600y.F,FRAB,GlobalQuote,XSES,,N,,,,,,,,,,,,,,,,,1,ADR
ACMA.SI,16-JUN-2018,,,Equities,ACMA ORD,N/P,N/P,,SG1BB6000006,,SES,SGD,1,Acma Ltd,,38065,Acma,SGP,,879222,,,A14T4V,,,,,,,,,AYV,2157467,ACMAEI,,ACMA.SI,,,,3051,,,XSES,XSES,ORD,Y,AYV,Acma Ord Shs,1147,MIFID-E,ESVUFR,Y,AAX1.F,FRAB,Main Board,XSES,,N,,,,,,,,,,,,,,,,,100,FULLPAID
ACMAbi.SI,16-JUN-2018,,,Equities,ACMA ORD,N/P,N/P,,SG1BB6000006,,SES,SGD,1,Acma Ltd,,38065,Acma,SGP,,879222,,,A14T4V,,,,,,,,,AYV-B,2157467,ACMAEI,,ACMA.SI,,,,4082,,,,,ORD,,AYV,Acma Ord Shs,1147,MIFID-E,ESVUFR,,AAX1.F,FRAB,Main Board,XSES,,N,,,,,,,,,,,,,,,,,1,FULLPAID
ACMAol.SI,16-JUN-2018,,,Equities,ACMA ORD,N/P,N/P,,SG1BB6000006,,SES,SGD,1,Acma Ltd,,38065,Acma,SGP,,879222,,,A14T4V,,,,,,,,,AYV-O,2157467,ACMAEI,,ACMA.SI,,,,4082,,,,,ORD,,AYV,Acma Ord Shs,1147,MIFID-E,ESVUFR,,AAX1.F,FRAB,Main Board,XSES,,N,,,,,,,,,,,,,,,,,1,FULLPAID
ACRO.SI,16-JUN-2018,,,Equities,ACROMEC ORD,N/P,N/P,,SG1CH1000006,,SES,SGD,1,ACROMEC Ltd,,115112928,ACROMEC,SGP,,,,,,,,,,,,,,43F,139356312,,,ACRO.SI,,,,3051,,,XSCA,XSCA,ORD,Y,43F,ACROMEC Ord Shs,1189,,esxxxx,Y,,,Catalist,XSCA,,N,,,,,,,,,,,,,,,,,100,ORD
ACRObi.SI,16-JUN-2018,,,Equities,ACROMEC ORD,N/P,N/P,,SG1CH1000006,,SES,SGD,1,ACROMEC Ltd,,115112928,ACROMEC,SGP,,,,,,,,,,,,,,43F-B,139356312,,,ACRO.SI,,,,4082,,,,,ORD,,43F,ACROMEC Ord Shs,1189,,esxxxx,,,,Catalist,XSCA,,N,,,,,,,,,,,,,,,,,1,ORD
ACROol.SI,16-JUN-2018,,,Equities,ACROMEC ORD,N/P,N/P,,SG1CH1000006,,SES,SGD,1,ACROMEC Ltd,,115112928,ACROMEC,SGP,,,,,,,,,,,,,,43F-O,139356312,,,ACRO.SI,,,,4082,,,,,ORD,,43F,ACROMEC Ord Shs,1189,,esxxxx,,,,Catalist,XSCA,,N,,,,,,,,,,,,,,,,,1,ORD
ADSA.SI,16-JUN-2018,,,Equities,ADVANCED SYSTEMS AUTOMATION ORD,N/P,N/P,,SG2E65980228,,SES,SGD,1,Advanced Systems Automation Ltd,,96279,Advanced Systems,SGP,,,,,A1JWT2,,,,,,,,,5TY,3086266,ASASIN,,ADSA.SI,,,,3051,,,XSCA,XSCA,ORD,Y,5TY,Advanced Systems Automation Ord Shs,1746,,ESXXXX,Y,,,Catalist,XSCA,,N,,,,,,,,,,,,,,,,,100,FULLPAID
ADSAbi.SI,16-JUN-2018,,,Equities,ADVANCED SYSTEMS AUTOMATION ORD,N/P,N/P,,SG2E65980228,,SES,SGD,1,Advanced Systems Automation Ltd,,96279,Advanced Systems,SGP,,,,,A1JWT2,,,,,,,,,5TY-B,3086266,ASASIN,,ADSA.SI,,,,4082,,,,,ORD,,5TY,Advanced Systems Automation Ord Shs,1746,,ESXXXX,,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,1,FULLPAID
ADSAol.SI,16-JUN-2018,,,Equities,ADVANCED SYSTEMS AUTOMATION ORD,N/P,N/P,,SG2E65980228,,SES,SGD,1,Advanced Systems Automation Ltd,,96279,Advanced Systems,SGP,,,,,A1JWT2,,,,,,,,,5TY-O,3086266,ASASIN,,ADSA.SI,,,,4082,,,,,ORD,,5TY,Advanced Systems Automation Ord Shs,1746,,ESXXXX,,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,1,FULLPAID
ADVA.SI,16-JUN-2018,,,Equities,ADVANCED HOLDINGS ORD,N/P,N/P,,SG1CD5000001,,SES,SGD,1,Advanced Holdings Ltd,,100603405,Advanced Hldg,SGP,,,,,A2ABP6,,,,,,,,,BLZ,101439511,ADVHLD,,ADVA.SI,,,,3051,,,XSES,XSES,ORD,Y,BLZ,Advanced Holdings Ord Shs,1022,MIFID-E,ESXXXX,Y,V1T1.BE,BERB,Main Board,XSES,,N,,,,,,,,,,,,,,,,,100,FULLPAID
ADVAbi.SI,16-JUN-2018,,,Equities,ADVANCED HOLDINGS ORD,N/P,N/P,,SG1CD5000001,,SES,SGD,1,Advanced Holdings Ltd,,100603405,Advanced Hldg,SGP,,,,,A2ABP6,,,,,,,,,BLZ-B,101439511,ADVHLD,,ADVA.SI,,,,4082,,,,,ORD,,BLZ,Advanced Holdings Ord Shs,1022,MIFID-E,ESXXXX,,V1T1.BE,BERB,Main Board,XSES,,N,,,,,,,,,,,,,,,,,1,FULLPAID
ADVAol.SI,16-JUN-2018,,,Equities,ADVANCED HOLDINGS ORD,N/P,N/P,,SG1CD5000001,,SES,SGD,1,Advanced Holdings Ltd,,100603405,Advanced Hldg,SGP,,,,,A2ABP6,,,,,,,,,BLZ-O,101439511,ADVHLD,,ADVA.SI,,,,4082,,,,,ORD,,BLZ,Advanced Holdings Ord Shs,1022,MIFID-E,ESXXXX,,V1T1.BE,BERB,Main Board,XSES,,N,,,,,,,,,,,,,,,,,1,FULLPAID
ADVE.SI,16-JUN-2018,,,Equities,ADVENTUS HOLDINGS ORD,N/P,N/P,,SG1P24916816,,SES,SGD,1,Adventus Holdings Ltd,,100297204,Adventus Hldgs,SGP,,,,,A113X3,,,,,,,,,5EF,100923711,SNFCOP,,ADVE.SI,,,,3051,,,XSCA,XSCA,ORD,Y,5EF,Adventus Holdings Ord Shs,1210,,ESXXXX,Y,,,Catalist,XSCA,,N,,,,,,,,,,,,,,,,,100,FULLPAID
ADVEbi.SI,16-JUN-2018,,,Equities,ADVENTUS HOLDINGS ORD,N/P,N/P,,SG1P24916816,,SES,SGD,1,Adventus Holdings Ltd,,100297204,Adventus Hldgs,SGP,,,,,A113X3,,,,,,,,,5EF-B,100923711,SNFCOP,,ADVE.SI,,,,4082,,,,,ORD,,5EF,Adventus Holdings Ord Shs,1210,,ESXXXX,,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,1,FULLPAID
ADVEol.SI,16-JUN-2018,,,Equities,ADVENTUS HOLDINGS ORD,N/P,N/P,,SG1P24916816,,SES,SGD,1,Adventus Holdings Ltd,,100297204,Adventus Hldgs,SGP,,,,,A113X3,,,,,,,,,5EF-O,100923711,SNFCOP,,ADVE.SI,,,,4082,,,,,ORD,,5EF,Adventus Holdings Ord Shs,1210,,ESXXXX,,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,1,FULLPAID
ADVN.SI,16-JUN-2018,,,Equities,ADVANCER ORD,N/P,N/P,,SG1CJ7000006,,SES,SGD,1,Advancer Global Ltd,,115263514,Advancer Global,SGP,,,,,A2ANVZ,,,,,,,,,43Q,140682644,,,ADVN.SI,,,,3051,,,XSCA,XSCA,ORD,Y,43Q,Advancer Global Ord Shs,1214,MIFID-E,esxxxx,Y,851.F,,Catalist,XSCA,,N,,,,,,,,,,,,,,,,,100,ORD
ADVNbi.SI,16-JUN-2018,,,Equities,ADVANCER ORD,N/P,N/P,,SG1CJ7000006,,SES,SGD,1,Advancer Global Ltd,,115263514,Advancer Global,SGP,,,,,A2ANVZ,,,,,,,,,43Q-B,140682644,,,ADVN.SI,,,,4082,,,,,ORD,,43Q,Advancer Global Ord Shs,1214,MIFID-E,esxxxx,,851.F,,Catalist,XSCA,,N,,,,,,,,,,,,,,,,,1,ORD
ADVNol.SI,16-JUN-2018,,,Equities,ADVANCER ORD,N/P,N/P,,SG1CJ7000006,,SES,SGD,1,Advancer Global Ltd,,115263514,Advancer Global,SGP,,,,,A2ANVZ,,,,,,,,,43Q-O,140682644,,,ADVN.SI,,,,4082,,,,,ORD,,43Q,Advancer Global Ord Shs,1214,MIFID-E,esxxxx,,851.F,,Catalist,XSCA,,N,,,,,,,,,,,,,,,,,1,ORD
AEHL.SI,16-JUN-2018,,,Equities,ASIA ENTERPRISES HOLDING ORD,N/P,N/P,,SG1S11926551,,SES,SGD,1,Asia Enterprises Holding Ltd,,101486923,Asia Enterprises,SGP,,,,,A0JL4Z,,,,,,,,,A55,102102824,AAETHS,,AEHL.SI,,,,3051,,,XSES,XSES,ORD,Y,A55,Asia Enterprises Holding Ord Shs,1089,,ESXXXX,Y,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,100,FULLPAID
AEHLbi.SI,16-JUN-2018,,,Equities,ASIA ENTERPRISES HOLDING ORD,N/P,N/P,,SG1S11926551,,SES,SGD,1,Asia Enterprises Holding Ltd,,101486923,Asia Enterprises,SGP,,,,,A0JL4Z,,,,,,,,,A55-B,102102824,AAETHS,,AEHL.SI,,,,4082,,,,,ORD,,A55,Asia Enterprises Holding Ord Shs,1089,,ESXXXX,,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,1,FULLPAID
AEHLol.SI,16-JUN-2018,,,Equities,ASIA ENTERPRISES HOLDING ORD,N/P,N/P,,SG1S11926551,,SES,SGD,1,Asia Enterprises Holding Ltd,,101486923,Asia Enterprises,SGP,,,,,A0JL4Z,,,,,,,,,A55-O,102102824,AAETHS,,AEHL.SI,,,,4082,,,,,ORD,,A55,Asia Enterprises Holding Ord Shs,1089,,ESXXXX,,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,1,FULLPAID
AEIC.SI,16-JUN-2018,,,Equities,AEI ORD,N/P,N/P,,SG1AJ1000006,,SES,SGD,1,AEI Corporation Ltd,,100251411,AEI,SGP,,,,,A14STZ,,,,,,,,,AWG,100807527,AEICSI,,AEIC.SI,,,,3051,,,XSES,XSES,ORD,Y,AWG,AEI Ord Shs,1093,,ESXXXX,Y,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,100,FULLPAID
AEICbi.SI,16-JUN-2018,,,Equities,AEI ORD,N/P,N/P,,SG1AJ1000006,,SES,SGD,1,AEI Corporation Ltd,,100251411,AEI,SGP,,,,,A14STZ,,,,,,,,,AWG-B,100807527,AEICSI,,AEIC.SI,,,,4082,,,,,ORD,,AWG,AEI Ord Shs,1093,,ESXXXX,,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,1,FULLPAID
AEICol.SI,16-JUN-2018,,,Equities,AEI ORD,N/P,N/P,,SG1AJ1000006,,SES,SGD,1,AEI Corporation Ltd,,100251411,AEI,SGP,,,,,A14STZ,,,,,,,,,AWG-O,100807527,AEICSI,,AEIC.SI,,,,4082,,,,,ORD,,AWG,AEI Ord Shs,1093,,ESXXXX,,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,1,FULLPAID
AEM.SI,16-JUN-2018,,,Equities,AEM HOLDINGS ORD,N/P,N/P,,SG1BA1000003,,SES,SGD,1,Aem Holdings Ltd,,149531,AEM Holdings,SGP,,,,,A14TP7,,,,,,,,,AWX,8884805,AEMSIE,,AEM.SI,,,,3051,,,XSES,XSES,ORD,Y,AWX,AEM Holdings Ord Shs,1157,,ESXXXX,Y,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,100,FULLPAID
AEMbi.SI,16-JUN-2018,,,Equities,AEM HOLDINGS ORD,N/P,N/P,,SG1BA1000003,,SES,SGD,1,Aem Holdings Ltd,,149531,AEM Holdings,SGP,,,,,A14TP7,,,,,,,,,AWX-B,8884805,AEMSIE,,AEM.SI,,,,4082,,,,,ORD,,AWX,AEM Holdings Ord Shs,1157,,ESXXXX,,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,1,FULLPAID
AEMol.SI,16-JUN-2018,,,Equities,AEM HOLDINGS ORD,N/P,N/P,,SG1BA1000003,,SES,SGD,1,Aem Holdings Ltd,,149531,AEM Holdings,SGP,,,,,A14TP7,,,,,,,,,AWX-O,8884805,AEMSIE,,AEM.SI,,,,4082,,,,,ORD,,AWX,AEM Holdings Ord Shs,1157,,ESXXXX,,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,1,FULLPAID
AFGL.SI,16-JUN-2018,,,Equities,AF GLOBAL ORD,N/P,N/P,,SG1C01001033,,SES,SGD,1,AF Global Ltd,,41006,AF Global,SGP,,,,,A0JKHT,,,,,,,,,L38,558469,EUYAN,,AFGL.SI,,,,3051,,,XSES,XSES,ORD,Y,L38,AF Global Ord Shs,1398,,ESXXXX,Y,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,100,FULLPAID
AFGLbi.SI,16-JUN-2018,,,Equities,AF GLOBAL ORD,N/P,N/P,,SG1C01001033,,SES,SGD,1,AF Global Ltd,,41006,AF Global,SGP,,,,,A0JKHT,,,,,,,,,L38-B,558469,EUYAN,,AFGL.SI,,,,4082,,,,,ORD,,L38,AF Global Ord Shs,1398,,ESXXXX,,,,Main Board,XSES,,N,,,,,,,,,,,,,,,,,1,FULLPAID
