RIC,Market,TimestampUTC,Headline,ISIN
KBEE.SI,sgx,2018-07-31 10:53:00,BRIEF-Koh Brothers Eco Engineering Says Qtrly Revenue S$66.2 Mln Vs S$49.8 Mln,5HV
KMEN.SI,sgx,2018-07-16 00:00:00,BRIEF-Kingsmen Creatives Says Invested Additional S$2 Mln In Its Unit,5MZ
KIMH.SI,sgx,2018-07-30 04:04:00,"Singapore's offshore industry recovering, but no return to glory days",5G2
SMJI.SI,sgx,2018-07-20 00:00:00,BRIEF-SMJ International Holdings Requests For Trading Halt,40B
SMJI.SI,sgx,2018-07-23 00:00:00,BRIEF-SMJ International Says Unit To Subscribe For Shares In Libre Beijing,40B
KTEL.SI,sgx,2018-07-18 00:00:00,BRIEF-Keppel Telecommunications & Transportation Posts Net Profit Of S$26.0 Million For Q2,K11
SIIC.SI,sgx,2018-07-17 00:00:00,BRIEF-SIIC Environment Holdings Says Will Appoint Xu Zhan As CFO,BHK
KPEL.SI,sgx,2018-07-17 00:00:00,BRIEF-Keppel-KBS US REIT Posts Q2 Gross Revenue Of US$22.6 Mln,CMOU
SIIC.SI,sgx,2018-07-18 00:00:00,BRIEF-SIIC Environment Holdings To Subscribe For 23.2 Mln Shares In Longjiang Environmental Protection,BHK
SIAE.SI,sgx,2018-07-02 00:00:00,BRIEF-Sia Engineering Company And Stratasys Ltd Incorporate Additive Manufacturing JV Co,S59
SIAE.SI,sgx,2018-07-19 00:00:00,BRIEF-SIA Engineering Co Posts Qtrly Profit Attributable Of S$40.5 Mln,S59
SATS.SI,sgx,2018-07-19 00:00:00,BRIEF-Sats Posts QTRLY Profit Attributable S$63.9 MLN,S58
RHPG.SI,sgx,2018-07-11 00:00:00,BRIEF-RH Petrogas Signs New 20-Year PSC For Both Basin And Island Contract Areas In Indonesia,T13
RKHL.SI,sgx,2018-07-04 00:00:00,BRIEF-Ryobi Kiso Says Co And Unit Received Letters Of Demand For S$23.1 Mln From Certain Banks,BDN
RXYP.SI,sgx,2018-07-31 11:58:00,BRIEF-Roxy-Pacific Holdings Posts Qtrly Profit Attributable Of S$6.4 Mln,E8Z
REXI.SI,sgx,2018-07-16 00:00:00,BRIEF-Rex International Holding Announces Sale Of Stake In Steeldrum Oil,5WH
RHTH.SI,sgx,2018-07-09 00:00:00,BUZZ-India's Fortis Healthcare rises on report that IHH likely to seal Fortis deal,RF1U
RKHL.SI,sgx,2018-07-10 00:00:00,BRIEF-Ryobi Kiso Updates On Letters Of Demand,BDN
SATS.SI,sgx,2018-07-13 00:00:00,BRIEF-Wilmar International Announces Joint Venture Agreement With Sats Food Services Pte,S58
SATS.SI,sgx,2018-07-19 00:00:00,BRIEF-SATS Ltd Updates On Memorandum Of Agreement With Turkish Airlines,S58
RKHL.SI,sgx,2018-07-31 12:50:00,BRIEF-Ryobi Kiso Holdings Says Made Applications To Commence Court Supervised Reorganisation,BDN
PFML.SI,sgx,2018-07-17 00:00:00,BRIEF-Plastoform Holdings Appoints Long Ming Fai Edwin As Interim CEO,AYD
PERE.SI,sgx,2018-07-27 02:25:00,BRIEF-Perennial Real Estate Announces Award Of Tender For JV,40S
PWLR.SI,sgx,2018-07-26 00:33:00,BRIEF-Parkway Life REIT Posts Q2 Net Property Income S$26.2 Mln,C2PU
PACS.SI,sgx,2018-07-05 00:00:00,BRIEF-Pacific Star Development Appoints Seet Li Ming Andrew As Executive Vice President,1C5
PSLL.SI,sgx,2018-07-05 00:00:00,BRIEF-PSL Announces Proposed Acquisition Of 80 Pct Stake In Pt. Buana Perkasa Sukses,BLL
OUEL.SI,sgx,2018-07-19 00:00:00,BRIEF-Oue Lippo Healthcare Expects To Report Net Loss For Q2,5WA
OUEL.SI,sgx,2018-07-26 16:07:00,BRIEF-Oue Lippo Healthcare Says Crest Entities Filed Appeal Against Decision Of High Court,5WA
OUEL.SI,sgx,2018-07-02 00:00:00,"BRIEF-Indonesia's Lippo, China Merchants & Changjiang National Shipping sign JV for China hospital",5WA
OKPH.SI,sgx,2018-07-02 00:00:00,"BRIEF-OKP Holdings Says Unit Transferred 750,000 Shares In United Singapore Builders",5CF
OKPH.SI,sgx,2018-07-09 00:00:00,BRIEF-OKP Holdings Says Unit And Land Transport Authority Mutually Terminates Contract,5CF
OUER.SI,sgx,2018-07-16 00:00:00,"BRIEF-Oue Hospitality Trust Appoints Chen, Yi-Chung Isaac As Acting CEO",SK7
OUER.SI,sgx,2018-07-27 10:52:00,BRIEF-OUE Hospitality Trust Posts Gross Revenue Of S$30.7 Million For Quarter,SK7
OLAM.SI,sgx,2018-07-19 00:00:00,BRIEF-Olam International Unit Prices $100 Mln Issuance Of 5-Year Fixed Rate Notes,O32
OLAM.SI,sgx,2018-07-20 00:00:00,BRIEF-Olam International Says Rachel Eng Yaag Ngee Ceases To Be Non-Executive Director,O32
OCBC.SI,sgx,2018-07-26 10:52:00,SE Asia Stocks-End higher; Philippines up for third straight session,O39
OCBC.SI,sgx,2018-07-03 00:00:00,BUZZ-Singapore's OCBC hits near 9-mth low; charts suggest further downside,O39
OCBC.SI,sgx,2018-07-16 00:00:00,OCBC's Bank of Singapore picks Luxembourg for Europe hub,O39
OXHL.SI,sgx,2018-07-06 00:00:00,"Curb on enthusiasm: Singapore property measures hit developers, investors",5UX
OXHL.SI,sgx,2018-07-22 00:00:00,BRIEF-Oxley Holdings Appoints Chan Yean Chun As CFO,5UX
NTOR.SI,sgx,2018-07-26 11:15:00,BRIEF-Ntegrator International Group Expects Loss For 1HFY2018,5HC
NOBG.SI,sgx,2018-07-06 00:00:00,"BRIEF-Noble Group Says Disposed Interest In Gas Natural Ganamex, S. De R.L. De C.V.",CGP
TACO.SI,sgx,2018-07-18 00:00:00,BRIEF-TA Corporation Announces Launch And Pricing Of Notes Due 2021,PA3
TACO.SI,sgx,2018-07-26 11:05:00,BRIEF-Ta Corporation Issues S$27 Million 6.00 Per Cent. Notes Due 2021,PA3
SUNT.SI,sgx,2018-07-25 00:00:00,BRIEF-Suntec REIT Posts Qtrly Net Property Income S$60.7 Mln,T82U
SUNT.SI,sgx,2018-07-09 00:00:00,BRIEF-Suntec Real Estate Investment Trust Unit Launched And Priced S$150 Mln Notes Due 2021,T82U
SUNT.SI,sgx,2018-07-31 05:37:00,Moody's: New retail space poses greater threat to retail S-REITs than the growth of online retail in the next 12-18 months,T82U
SYSM.SI,sgx,2018-07-20 00:00:00,BRIEF-Sysma Holdings Appoints Mohamed Saleem Mohamed Amanullah As Chief Financial Officer,5UO
SUNP.SI,sgx,2018-07-09 00:00:00,BRIEF-Sunpower Group Says Unit To Acquire Two Units Of Hengtong Group,5GD
NOBG.SI,sgx,2018-07-25 00:00:00,BRIEF-Noble Group Says Lawsuit Filed Against PT Pinang Coal Indonesia By PT Alhasanie,CGP
NOBG.SI,sgx,2018-07-26 11:01:00,BRIEF-Noble Group Updates On US$1.18 Bln In Principal Amount Of 6.75% Us Dollar Fixed Rate Senior Notes Due 2020,CGP
NRGL.SI,sgx,2018-07-17 00:00:00,BRIEF-Nordic Group Secures About S$13.0 Million Worth Of Contracts,MR7
NOBG.SI,sgx,2018-07-16 00:00:00,BRIEF-Noble Group Says Unit Has Appointed A Liquidator,CGP
NOBG.SI,sgx,2018-07-26 11:02:00,BRIEF-Noble Group Announces Dismissal Of Legal Claims Against Co And Unit,CGP
NOBG.SI,sgx,2018-07-26 11:27:00,Noble Group forecasts second-quarter net loss,CGP
NOBG.SI,sgx,2018-07-26 11:05:00,BRIEF-Noble Group Sees Q2 Total Net Loss In Range Of About US$115 Mln To US$140 Mln,CGP
STHL.SI,sgx,2018-07-27 12:59:00,BRIEF-Starhill Global Real Estate Investment Trust Posts Qtrly Net Property Income Of S$40 Mln,P40U
SFLD.SI,sgx,2018-07-27 10:58:00,BRIEF-Stamford Land Corporation Posts Qtrly Net Profit Attributable Of S$17 Million,H07
SNLN.SI,sgx,2018-07-20 00:00:00,BRIEF-Soon Lian Holdings Says Expected To Report A Net Loss For HY2018,5MD
SOUT.SI,sgx,2018-07-24 00:00:00,BRIEF-Southern Packaging Group Expects To Report Lower Net Profit For 1HFY2018,BQP
SBSR.SI,sgx,2018-07-16 00:00:00,BRIEF-Soilbuild Business Space REIT Posts Qtrly Net Property Income of S$16.2 Mln,SV3U
SBSR.SI,sgx,2018-07-18 00:00:00,BRIEF-Soilbuild Business Space REIT Says Dbs Trustee Ltd Enters Facility Agreement,SV3U
SINJ.SI,sgx,2018-07-11 00:00:00,BRIEF-Sinjia Land Says Unit Been Served With Writ Of Summons By Powen Engineering Pte,5HH
SIAL.SI,sgx,2018-07-11 00:00:00,"Indian airline Vistara places $3.1 bln order for Airbus, Boeing jets",C6L
SIAL.SI,sgx,2018-07-11 00:00:00,"UPDATE 1-Indian airline Vistara places $3.1 bln order for Airbus, Boeing jets",C6L
SIAL.SI,sgx,2018-07-11 00:00:00,BRIEF-Singapore Airlines Says It Will Launch Non-Stop Flights Between Singapore & Los Angeles Using Airbus Aircraft,C6L
SIAL.SI,sgx,2018-07-26 11:18:00,BRIEF-Singapore Airlines Posts Qtrly Profit Attributable Of S$139.6 Mln,C6L
SIAL.SI,sgx,2018-07-11 00:00:00,"BRIEF-India's Vistara To Order $3.1 Bln Worth Of Aircraft From Airbus, Boeing",C6L
SIAL.SI,sgx,2018-07-26 11:27:00,Singapore Airlines Q1 profit falls 59 pct as oil price rise bites,C6L
SIAL.SI,sgx,2018-07-26 12:12:00,"UPDATE 1-Singapore Airlines Q1 profit falls 59 pct as oil price rise, lower airfares bite",C6L
SIAL.SI,sgx,2018-07-16 00:00:00,BRIEF-Singapore Airlines Posts June Passenger Load Factor Of 84.9 Pct,C6L
SIAL.SI,sgx,2018-07-27 03:27:00,Singapore Airlines shares fall 5.5 pct after weaker airfares hit earnings,C6L
SIAL.SI,sgx,2018-07-27 09:32:00,"Reuters Insider - Asia Insight: China to U.S - if you can do a deal with the EU, then why not with us?",C6L
SIAL.SI,sgx,2018-07-30 06:13:00,BUZZ-Singapore Airlines hits near 10-mth low; chart suggests further fall,C6L
SGXL.SI,sgx,2018-07-05 00:00:00,BRIEF-Singapore Exchange Proposes To Recalibrate Financial & Capital Requirements Of Bank,S68
SGXL.SI,sgx,2018-07-06 00:00:00,BRIEF-Singapore Exchange Announces Market Statistics For June 2018,S68
SGXL.SI,sgx,2018-07-10 00:00:00,Moody's downgrades Mapletree Logistics Trust to Baa2; outlook stable,S68
SGXL.SI,sgx,2018-07-10 00:00:00,BRIEF-Singapore Exchange Rolls Out New FX Solution,S68
SGXL.SI,sgx,2018-07-19 00:00:00,BRIEF-SGX Proposes To Enhance Default Management Capabilities Of Derivatives & Securities Clearing Houses,S68
SGXL.SI,sgx,2018-07-23 00:00:00,"BRIEF-Singapore Exchange Announces Rule Changes For Listing Of Mineral, Oil and Gas Companies",S68
SGXL.SI,sgx,2018-07-25 00:00:00,BRIEF-Singapore Exchange Resumes Talks With India' NSE On Potential Collaboration In GIFT IFSC,S68
SGXL.SI,sgx,2018-07-25 00:00:00,ADVISORY-Alert on Singapore Exchange resuming talks with India's NSE wrongly coded to NSE SA,S68
SGXL.SI,sgx,2018-07-25 00:00:00,ADVISORY-Alert on Singapore Exchange resuming talks with India's NSE wrongly coded to NSE SA,S68
SGXL.SI,sgx,2018-07-27 10:58:00,Singapore's SGX posts biggest net profit in a decade,S68
SGXL.SI,sgx,2018-07-27 12:43:00,UPDATE 1-Singapore Exchange posts biggest annual profit in a decade,S68
SGXL.SI,sgx,2018-07-25 00:00:00,"NSE, SGX resume talks to collaborate at international finance hub in India",S68
SGXL.SI,sgx,2018-07-27 10:51:00,BRIEF-Singapore Exchange Posts Qtrly Net Profit After Tax Attributable Of S$83.673 Mln,S68
SGXL.SI,sgx,2018-07-27 10:55:00,BRIEF-Singapore Exchange Announces Change in Dividend Policy,S68
SMGL.SI,sgx,2018-07-05 00:00:00,BRIEF-Singapore Medical Says Suit Commenced By Eastlife Private & Maxglobe Private Is Settled,5OT
SPRM.SI,sgx,2018-07-17 00:00:00,BUZZ-Singapore Press Holdings hits near 1-yr high; technicals suggest further upside,T39
SPRM.SI,sgx,2018-07-26 13:58:00,BRIEF-Singapore Press Holdings Clarifies On Media Speculation,T39
SSHP.SI,sgx,2018-07-27 11:03:00,BRIEF-Singapore Shipping Corporation Posts Qtrly Profit Attributable Of $2.8 Million,S19
SPRM.SI,sgx,2018-07-03 00:00:00,BRIEF-MM2 Asia Says Entered Into Joint Venture With SPH Invest,T39
SPOS.SI,sgx,2018-07-09 00:00:00,BRIEF-Singapore Post Says Appointed Richard Lai Tak Loi As Group Chief Financial Officer,S08
SPRM.SI,sgx,2018-07-11 00:00:00,BRIEF-Singapore Press Holdings Posts Qtrly Profit Attributable Of S$47.4 Million,T39
STEG.SI,sgx,2018-07-09 00:00:00,BRIEF-Keppel Corporation Says Unit & Singapore Technologies Engineering Signed MoU,S63
STEG.SI,sgx,2018-07-10 00:00:00,BRIEF-Singapore Technologies Engineering Signs MoU With JTC,S63
STEG.SI,sgx,2018-07-16 00:00:00,BRIEF-Singapore Technologies Engineering Says Its Aerospace Sector Secured Contracts Worth S$510 Mln In Q2,S63
STEG.SI,sgx,2018-07-20 00:00:00,BRIEF-Singapore Technologies Engineering Says Electronics Arm Secured S$764 Mln Contract Wins In Q2,S63
STEG.SI,sgx,2018-07-13 00:00:00,BRIEF-Singapore Technologies Engineering Appoints Lim Chin Hu As Independent Non-Executive Director,S63
STEL.SI,sgx,2018-07-17 00:00:00,BRIEF-Singapore Telecommunications Says Amobee Wins Auction Process To Acquire Videology Assets,Z74
STEL.SI,sgx,2018-07-24 00:00:00,BRIEF-Singapore Telecommunications Announces Cessation Of Peter Ong Boon Kwee As Director,Z74
SINA.SI,sgx,2018-07-05 00:00:00,UPDATE 1-Indonesian conglomerates-backed tech fund to be launched in 6 months - minister,A26
SHOP.SI,sgx,2018-07-30 05:29:00,BRIEF-Shopper360 Says FY Profit Attributable 5.6 Million Rgt,1F0
SHEN.SI,sgx,2018-07-30 12:15:00,BRIEF-Sheng Siong Group Posts Qtrly Net Profit S$17.1 Mln,OV8
SERL.SI,sgx,2018-07-31 11:19:00,BRIEF-Serial System Gives Updates On Investigation By Taiwan Authorities,S69
SBIO.SI,sgx,2018-07-31 14:19:00,BRIEF-SBI Offshore Says Expects To Report A Loss For HY2018,5PL
SCIL.SI,sgx,2018-07-02 00:00:00,BRIEF-Sembcorp Industries Unit To Invest In 77 Pct Stake In Vellocet Clean Energy,U96
SCIL.SI,sgx,2018-07-04 00:00:00,BUZZ-Singapore's Sembcorp Industries at over 1-1/2-yr low; chart suggests more downside,U96
SCIL.SI,sgx,2018-07-24 00:00:00,BRIEF-Sembcorp Industries Divests Wuxi Residential Property Unit For RMB 323 Mln,U96
SCMN.SI,sgx,2018-07-20 00:00:00,BRIEF-Sembcorp Marine Says Business Volume & Activity Expected To Remain Low For Immediate Quarters,S51
SCMN.SI,sgx,2018-07-06 00:00:00,BRIEF-Sembcorp Marine Revises Purchase Price For Acquisition Of Sevan Marine Intellectual Property Rights,S51
SCMN.SI,sgx,2018-07-20 00:00:00,BRIEF-Sembcorp Marine Posts Qtrly Loss of S$55.6 mln,S51
SCMN.SI,sgx,2018-07-20 00:00:00,Sembcorp Marine swings to Q2 loss as business volumes stay low,S51
SCMN.SI,sgx,2018-07-20 00:00:00,"UPDATE 1-Sembcorp Marine swings to Q2 loss, says outlook gloomy",S51
SCMN.SI,sgx,2018-07-30 04:04:00,"Singapore's offshore industry recovering, but no return to glory days",S51
SCMN.SI,sgx,2018-07-23 00:00:00,BUZZ-Singapore's Sembcorp Marine hits over 6-month low on Q2 net loss,S51
SAMR.SI,sgx,2018-07-31 12:09:00,BRIEF-Samurai 2K Aerosol Says Soo Choon Siong Resigns As CFO,1C3
SATK.SI,sgx,2018-07-25 00:00:00,BRIEF-Santak Holdings Says Unit To Dispose Property For S$11.5 Mln,580
SPHR.SI,sgx,2018-07-10 00:00:00,BRIEF-SPH REIT Posts Q3 Net Property Income Of S$40.6 Mln,SK6U
SPHR.SI,sgx,2018-07-19 00:00:00,BRIEF-SPH REIT Says DBS Trustee Secured Term Loan Facility Of S$975 Million,SK6U
SABA.SI,sgx,2018-07-27 10:53:00,BRIEF-Sabana Shariah Compliant Industrial Real Estate Investment Trust Says Tan Chiew Kian Ceases From Role Of CFO,M1GU
SABA.SI,sgx,2018-07-25 00:00:00,BRIEF-Sabana Shariah Compliant Industrial Real Estate Investment Trust Posts Qtrly Gross Revenue Of S$20.1 Mln,M1GU
YNLG.SI,sgx,2018-07-09 00:00:00,BRIEF-Yanlord Land Group Says Acquired Property For RMB2.94 Bln,Z25
YVEN.SI,sgx,2018-07-31 11:59:00,BRIEF-Y Ventures Group Says Unit Launched US$50 Mln Initial Coin Offering Of Its AORA Coins,1F1
YNAM.SI,sgx,2018-07-10 00:00:00,BRIEF-Yongnam Holdings Secures Four Contracts Worth S$23.0 MLN,AXB
YAZG.SI,sgx,2018-07-06 00:00:00,"BUZZ-Singapore's Straits Times Index breaks support at 3,216 pts, sinks to 14-month low",BS6
YVEN.SI,sgx,2018-07-31 12:00:00,BRIEF-Y Ventures Group Says Entered JV Agreement With Arke Blockchain Engineering,1F1
YOMA.SI,sgx,2018-07-24 00:00:00,BRIEF-Yoma Strategic Holdings Posts Qtrly Loss Attributable Of S$15.9 Mln,Z59
WORL.SI,sgx,2018-07-31 11:45:00,BRIEF-World Class Global Expects Net Cash Inflow Of Up To About A$120 Mln For AVANT Project In 2H2018,1E6
WORL.SI,sgx,2018-07-10 00:00:00,BRIEF-World Class Global Recognises H1 Revenue Of A$156.8M From Settlements Of Avant And Australia 108,1E6
VIVA.SI,sgx,2018-07-31 21:07:00,BRIEF-Viva Industrial Trust Says SGX-ST Has No Objection To Delist VIT,T8B
VIBR.SI,sgx,2018-07-11 00:00:00,BRIEF-Vibrant Group Limited Seeks Trading Halt,BIP
VARD.SI,sgx,2018-07-25 00:00:00,BRIEF-Vard Holdings Says Shareholders Approve Delisting Of Co From Main Board Of Singapore Exchange,MS7
VARD.SI,sgx,2018-07-18 00:00:00,BRIEF-Vard Holdings Secures A Contract For Construction Of A Vessel,MS7
VARD.SI,sgx,2018-07-18 00:00:00,BRIEF-Vard Holdings Confirms Contract For Design & Construction Of 1 Luxury Expedition Cruise Vessel,MS7
VARD.SI,sgx,2018-07-23 00:00:00,BRIEF-Vard Holdings Says Unit Seaonics Secures Euro 23 Mln Contracts For Equipment Packages,MS7
VARD.SI,sgx,2018-07-24 00:00:00,BRIEF-Vard Says Contracts For Design And Construction Of Two Cruise Vessels For Viking Confirmed,MS7
VARD.SI,sgx,2018-07-03 00:00:00,BRIEF-Vard Holdings Says Secured Contract For Luxury Expedition Cruise Vessel For Hapag-lloyd Cruises,MS7
VARD.SI,sgx,2018-07-24 00:00:00,BRIEF-Vard Holdings Requests For Trading Halt,MS7
VARD.SI,sgx,2018-07-25 00:00:00,BRIEF-Fincantieri's Unit To Delist From Main Board Of Singapore Exchange Securities Trading Limited,MS7
WLIL.SI,sgx,2018-07-13 00:00:00,BRIEF-Wilmar International Announces Joint Venture Agreement With Sats Food Services Pte,F34
WLIL.SI,sgx,2018-07-03 00:00:00,BRIEF-Wilmar Says Martua Sitorus Resigns As Non-Independent Non-Executive Director,F34
WLIL.SI,sgx,2018-07-31 12:33:00,Singapore's Wilmar says loan facility upsized to $1.80 bln,F34
WLIL.SI,sgx,2018-07-25 00:00:00,BRIEF-Wilmar International Says Uniland Consulting (Shanghai) Co Placed Under Members' Voluntary Liquidation,F34
WLIL.SI,sgx,2018-07-31 10:22:00,BRIEF-Wilmar International Says Final Documentation For $1.8 Bln Syndicated Loan Facility Signed,F34
WEIH.SI,sgx,2018-07-24 00:00:00,BRIEF-Weiye Holdings Says Delisting Resolution Was Duly Approved And Passed By Shareholders,BMA
WLIL.SI,sgx,2018-07-18 00:00:00,Palm oil from Indonesia's shrinking forests taints global brands - report,F34
WPSL.SI,sgx,2018-07-19 00:00:00,BRIEF-Wheelock And Co Unit Launches Voluntary Unconditional General Offer For All Shares Of Wheelock Properties (Singapore),M35
WPSL.SI,sgx,2018-07-16 00:00:00,BRIEF-Wheelock Properties (Singapore) Limited Requests For Trading Halt,M35
UICS.SI,sgx,2018-07-27 10:41:00,BRIEF-United Industrial Corporation Says Qtrly Profit Attributable S$108.5 Mln VS S$73.9 Mln,U06
UOIS.SI,sgx,2018-07-18 00:00:00,BRIEF-United Overseas Insurance Posts Hy Profit Attributable Of S$11.4 Mln,U13
TYES.SI,sgx,2018-07-27 12:09:00,BRIEF-Tye Soon Says Expects A Decline In Performance Resulting In A Small Loss For HY,BFU
VHLD.SI,sgx,2018-07-04 00:00:00,BRIEF-Vallianz Holdings Updates On Share Consolidation,545
VHLD.SI,sgx,2018-07-16 00:00:00,BRIEF-Vallianz Holdings Proposes Consolidation Of Every 30 Existing Ordinary Shares Into One Consolidated Share,545
UTOS.SI,sgx,2018-07-16 00:00:00,BRIEF-UOL Group Announces Acquisition Of Property In Indonesia For US$56.3 Mln,U14
UOBH.SI,sgx,2018-07-17 00:00:00,Fitch Rates UOB's AUD600m Senior Unsecured Notes 'AA-',U11
UOBH.SI,sgx,2018-07-17 00:00:00,BRIEF-United Overseas Bank Says Sydney Branch Intends To Issue A$600 Mln Floating Rate Notes,U11
UOBH.SI,sgx,2018-07-26 10:52:00,SE Asia Stocks-End higher; Philippines up for third straight session,U11
THOS.SI,sgx,2018-07-02 00:00:00,BRIEF-Thomson Medical Group Appoints Tan Zing Yuen As CFO,A50
TBEV.SI,sgx,2018-07-02 00:00:00,BUZZ-Singapore-listed Thai Beverage sinks to 28-month low; charts indicate further downside,Y92
THOS.SI,sgx,2018-07-27 10:36:00,"BRIEF-Thomson Medical Group Enters Deal With Ivi-Rma Global, S.L. Regarding Proposed Joint Venture",A50
TAT.SI,sgx,2018-07-19 00:00:00,BRIEF-Tat Hong Holdings Says Co Will Be Delisted From Official List Of SGX-St On July 20,T03
TBEV.SI,sgx,2018-07-23 00:00:00,Vietnam's largest brewer Sabeco sees 19 pct plunge in FY profit,Y92
TBEV.SI,sgx,2018-07-23 00:00:00,BUZZ-Singapore-listed Thai Beverage could fall further - technicals,Y92
TBEV.SI,sgx,2018-07-30 08:27:00,Vietnam's largest brewer Sabeco Q2 net profit slips,Y92
THET.SI,sgx,2018-07-24 00:00:00,BRIEF-Trendlines Group Announces Termination of Term Sheet and Joint Venture Agreement,42T
THET.SI,sgx,2018-07-10 00:00:00,BRIEF-Corrected-Trendlines Group Appointed Haim Brosh As CFO,42T
TSHS.SI,sgx,2018-07-25 00:00:00,BRIEF-Tuan Sing Holdings Posts Qtrly Net Profit Attributable Of S$3 Mln,T24
TSHS.SI,sgx,2018-07-02 00:00:00,BRIEF-Tuan Sing Announces Gul Technologies Singapore Share Transaction,T24
TSHS.SI,sgx,2018-07-31 11:39:00,BRIEF-Tuan Sing Holdings Says CFO Chong Chou Yuen Retires,T24
TEEI.SI,sgx,2018-07-31 11:30:00,BRIEF-Tee International Co Was Awarded S$65 Million Worth Of New Engineering Contracts From February To July 2018,M1Z
TEEL.SI,sgx,2018-07-26 12:48:00,BRIEF-Tee Land Says It Won't Exercise Its Option For The Proposed Acquisition Of Land,S9B
GUOC.SI,sgx,2018-07-10 00:00:00,BRIEF-Guocoland Announces Enbloc Acquisition Of Casa Meyfort Condominium By Unit For S$319.88 Mln,F17
GUOC.SI,sgx,2018-07-06 00:00:00,BRIEF-Guocoland Ltd Says Lai Tak Loi Resigned As CFO,F17
GYLP.SI,sgx,2018-07-03 00:00:00,BRIEF-Global Yellow Pages Updates On Proceedings By SAPL & SNZL,AWS
GAGR.SI,sgx,2018-07-18 00:00:00,Palm oil from Indonesia's shrinking forests taints global brands - report,E5H
GPRL.SI,sgx,2018-07-27 10:15:00,BRIEF-Global Palm Resources Holdings Sees Qtrly Net Profit After Tax Substantially Lower Than Prior Year,BLW
GPEI.SI,sgx,2018-07-04 00:00:00,BRIEF-GP Industries Announces Proposed Disposal Of Land And Buildings Located In PRC,G20
FOPS.SI,sgx,2018-07-25 00:00:00,BRIEF-Fuji Offset Plates Manufacturing Says AME Integrated And Its Unit To Lend 50 Mln Rgt To Ipark,508
GLOB.SI,sgx,2018-07-12 00:00:00,Global Invacom Group  - Launch of new Hangar Repeater Solution,QS9
GAYL.SI,sgx,2018-07-09 00:00:00,BRIEF-Gaylin Holdings Announces Proposed Acquisition Of Entire Stake In Amos International,RF7
FRPL.SI,sgx,2018-07-12 00:00:00,BRIEF-Frasers Property Announces Acquisition Of Phu An Dien Real Estate JSC,TQ5
FRAE.SI,sgx,2018-07-03 00:00:00,BRIEF-Frasers Logistics & Industrial Trust To Divest Property To Trust Company (Australia),BUOU
FRHO.SI,sgx,2018-07-26 12:03:00,BRIEF-Frasers Hospitality Trust Posts QTRLY Distribution Per Stapled Security 1.1226 Cents,ACV
FORT.SI,sgx,2018-07-27 10:16:00,BRIEF-Fortune Real Estate Investment Trust HY Net Property Income HK$748.6 Mln,F25U
FSCA.SI,sgx,2018-07-27 00:15:00,BRIEF-First Sponsor Group Posts Q2 Profit Attributable Of S$12.1 Mln,ADN
FEDL.SI,sgx,2018-07-30 23:55:00,BRIEF-Federal International Sees Q2 Net Loss,BDU
FAEH.SI,sgx,2018-07-31 01:20:00,BRIEF-Far East Hospitality Trust Says Qtrly Net Property Income S$25.7 Mln,Q5T
FEGL.SI,sgx,2018-07-26 11:32:00,BRIEF-RHT Capital Says BT Investment To Make Mandatory Unconditional Cash Offer For CH Offshore,5FL
FEMP.SI,sgx,2018-07-20 00:00:00,BRIEF-Food Empire Says Caffe Bene Obtained Majority Of Creditors' Consent To Start Rehabilitation Scheme,F03
FRCR.SI,sgx,2018-07-25 00:00:00,BRIEF-Frasers Commercial Trust Posts Qtrly Net Property Income Of S$20.4 Mln,ND8U
FRCR.SI,sgx,2018-07-10 00:00:00,BRIEF-Frasers Commercial Trust Divests Property For S$216.8 MLN,ND8U
FRET.SI,sgx,2018-07-17 00:00:00,BRIEF-First Real Estate Investment Trust Says Q2 Net Property Income Was S$28.5 Mln,AW9U
FSLT.SI,sgx,2018-07-05 00:00:00,BRIEF-First Ship Lease Trust Signs New Facilities To Refinance Current Existing Outstanding Syndicated Loan,D8DU
FCRT.SI,sgx,2018-07-31 05:37:00,Moody's: New retail space poses greater threat to retail S-REITs than the growth of online retail in the next 12-18 months,J69U
FCRT.SI,sgx,2018-07-24 00:00:00,BRIEF-Frasers Centrepoint Trust Posts Qtrly Net Property Income Of S$35 Mln,J69U
EIND.SI,sgx,2018-07-30 11:08:00,BRIEF-Eindec Corp Expects To Report A Net Loss For 1H2018,42Z
DYCL.SI,sgx,2018-07-16 00:00:00,BRIEF-Dynamic Colours Appoints Tan Kuan Thim As Chief Financial Officer,D6U
DUTY.SI,sgx,2018-07-11 00:00:00,BRIEF-Duty Free International Posts Q1 Profit Attributable Of 9 Mln RGT,5SO
DUTY.SI,sgx,2018-07-09 00:00:00,BRIEF-Duty Free International Says To Subscribe For 2.8 Mln Shares Of Brand Connect Holding,5SO
ESRR.SI,sgx,2018-07-31 21:07:00,BRIEF-Viva Industrial Trust Says SGX-ST Has No Objection To Delist VIT,J91U
COSC.SI,sgx,2018-07-26 06:23:00,BRIEF-Prosafe extends standstill agreement with COSCO,F83
CORD.SI,sgx,2018-07-16 00:00:00,"BRIEF-Cordlife Group Says Co In Confidential, Non-Binding Talks About Structuring Of Possible Deals",P8A
CORD.SI,sgx,2018-07-13 00:00:00,BRIEF-Singapore Exchange Issues Query Regarding Trading Activity Of Cordlife Group,P8A
DBSM.SI,sgx,2018-07-26 10:52:00,SE Asia Stocks-End higher; Philippines up for third straight session,D05
